Sample_Date,Result,LSOA,Sample_Id,ObjectId
2022-01-03,0.0,E01021706,0d8ac3ad-a3f4-49a4-8810-261d0a9d9046,2
2022-01-03,0.0,E01030018,f55a938a-33ae-4f79-849f-e92f4f1b27a4,6
2022-01-04,0.0,E01027200,0d747055-ba4d-486e-9772-28f9ffa17ba1,323
2022-01-04,0.0,E01017405,1bd42f35-5388-4baa-9436-bde872515f36,327
2022-01-04,0.0,E01027208,fd5ca7cd-d16d-41bf-a29a-d721f026b657,331
2022-01-04,0.0,E01016739,fbb001f4-8116-4dc0-837e-964970d06889,347
2022-01-04,0.0,E01026282,e4a512f2-e730-4547-b4f3-840620673ed6,353
2022-01-04,0.0,E01033414,c1eb204f-9756-467e-8ec7-86c5457973f8,357
2022-01-04,0.0,E01026550,2f6aaf43-d165-4f6e-9247-d01d9c111ab6,361
2022-01-04,0.0,E01015614,36e842df-651b-456a-926b-be4a2db50d16,365
2022-01-04,0.0,E01026232,aded2ca9-b7bc-4c30-a234-c5442834ebe2,377
2022-01-04,0.0,E01030196,d7acb133-b432-4599-ad39-39e369998bf3,390
2022-01-04,0.0,E01017518,e234cea8-fa0e-49d4-b9f3-0e8d46e115bc,395
2022-01-04,0.0,E01026163,91047ae9-fe0a-4c7f-8fa8-eec4990fa0c4,399
2022-01-04,0.0,E01018041,0f84af7a-3b85-4bf7-9326-d35601348163,418
2022-01-04,0.0,E01026816,c9fdc213-aff0-4605-bdf0-2605fcdcf7ec,435
2022-01-04,0.0,E01026868,44391e31-0630-4692-84c7-5ab90bbd73ef,440
2022-01-04,0.0,E01026081,1f4d5c29-ccfa-4927-be7f-4c03ac05fdfb,452
2022-01-04,0.0,E01027128,fbe9f316-f90b-4cec-8f90-8c7093bee462,598
2022-01-04,0.0,E01015622,b53818a0-c20e-4f72-bfed-c1e22ef261dc,604
2022-01-04,0.0,E01026509,ec24f7e3-79ab-4ab4-a25c-a326afbfa10d,608
2022-01-04,0.0,E01017432,64d92bc5-2bdd-4b39-9da0-27c65c52b558,612
2022-01-04,0.0,E01030051,12061ba8-9cfc-4036-a857-331840bbf26c,621
2022-01-04,0.0,E01028023,010b3479-e0e1-4986-a973-92260e2d6b39,631
2022-01-04,0.0,E01027129,8f4d475c-b3aa-4911-82b4-4d1fa5b80688,796
2022-01-04,0.0,E01026033,7956db50-96cd-40bc-a066-69503a13bf00,715
2022-01-04,0.0,E01026952,f3887cda-b545-409b-a289-753c9e586f79,780
2022-01-04,0.0,E01030060,917ccf2e-8b6f-4c37-860e-2a6066ab08da,774
2022-01-04,0.0,E01026754,078a138f-583d-41a9-bef8-71c8eb079ea7,316
2022-01-04,0.0,E01033823,ecfcbe2b-5231-4fa2-8067-785467c31d23,287
2022-01-04,0.0,E01033721,40f1df8b-b32d-4764-b8e5-cbd011c33579,755
2022-01-04,0.0,E01013238,bca71ad3-5866-4b91-943d-dc629ea67a8f,251
2022-01-04,0.0,E01027302,3995fffe-c41b-4b6b-b795-f5091cfa3c0a,95
2022-01-04,0.0,E01013270,24086084-b670-452f-a0f5-bd574673c0e9,90
2022-01-04,0.0,E01015681,b2c42b8e-4c61-4b60-9d9a-f511ff4626bf,76
2022-01-04,0.0,E01034431,08e68cac-f896-44d6-bdd5-c68584b73909,60
2022-01-04,0.0,E01013332,411de269-1ac3-4fa2-bceb-d976a47a4b68,56
2022-01-04,0.0,E01026769,cfacf6d6-4ded-4543-ad8f-787aa9380136,270
2022-01-04,0.0,E01026235,67508bd0-1a45-4edc-8036-8e1de2ba02d9,52
2022-01-04,0.0,E01027132,5e3cb6f4-d07a-4d3f-91a5-c6934c581517,50
2022-01-04,0.0,E01033829,52d58e6f-85fd-4e90-a7bd-484fd499431f,46
2022-01-04,0.0,E01027232,bf27b543-e8ef-4da6-ac20-7d179e5ca967,40
2022-01-04,0.0,E01033111,1d1cacf7-73df-48b1-8a2e-b01273d76f61,112
2022-01-04,0.0,E01033244,f6d0deb3-4b3c-44d4-af20-7575647b6be5,129
2022-01-04,0.0,E01026459,3fee20e4-0a3d-4c9e-839e-e1ec5838eeec,135
2022-01-04,0.0,E01027334,e870664c-496c-4c99-b672-828ce4fa7c3b,99
2022-01-04,0.0,E01018062,320bf427-4b54-4c57-944c-a568c712c955,22
2022-01-04,0.0,E01026326,6c0cd21b-68a2-4af4-92bf-b6c149948e07,139
2022-01-04,0.0,E01026891,e4d5453a-7cba-422b-876d-9a0507b83807,157
2022-01-04,0.0,E01021383,51a5dd9e-de75-4c49-adcc-06659a7bb1be,246
2022-01-04,0.0,E01026894,7297ea75-4162-46e4-9edf-43f333947c41,163
2022-01-04,0.0,E01026778,f0eb14eb-07d4-4519-adc2-bfea8e4b9618,167
2022-01-04,0.0,E01017528,83fb880d-6aa6-486c-8a43-acda64e41650,171
2022-01-04,0.0,E01026063,e0b91e6a-6423-4926-b08f-5d3ec0d96d81,234
2022-01-04,0.0,E01016756,fc493222-a279-451c-97e2-5935ad3aebfb,228
2022-01-04,0.0,E01026701,fafb645b-a5ff-47a0-ada8-f60897f3aa28,211
2022-01-04,0.0,E01030163,0a5a2677-79e0-4ab8-8acf-7c43aaa3930c,197
2022-01-04,0.0,E01016806,bc0d7ea0-d1b1-4054-a25e-483dd0d92c6f,185
2022-01-04,0.0,E01011978,a6e90d9a-9b81-4df9-8d47-2487b3533ceb,180
