LSOA Code,LSOA Name,Total samples,Number of exceedances,Exceedance rate (failures/total samples),Latitude,Longitude
E01027345,North Northamptonshire 029C,3,0,0.0,52.31512,-0.71017
E01027346,North Northamptonshire 029D,3,0,0.0,52.31477,-0.73477
E01027347,North Northamptonshire 029E,1,0,0.0,52.31411,-0.71988
E01027348,North Northamptonshire 040D,3,0,0.0,52.21559,-0.67754
E01027350,North Northamptonshire 032A,8,0,0.0,52.29963,-0.69547
E01027351,North Northamptonshire 032B,3,0,0.0,52.29504,-0.70902
E01027352,North Northamptonshire 032C,5,0,0.0,52.30722,-0.69196
E01027353,North Northamptonshire 038F,4,0,0.0,52.28051,-0.78198
E01027354,North Northamptonshire 040E,9,0,0.0,52.24916,-0.68934
E01027355,North Northamptonshire 040F,5,0,0.0,52.26101,-0.66446
E01028000,Bassetlaw 001A,1,0,0.0,53.39418,-1.06569
E01029875,Babergh 009A,7,0,0.0,52.04346,0.857578
E01028006,Bassetlaw 015A,5,0,0.0,53.27563,-0.9372
E01028007,Bassetlaw 015B,2,0,0.0,53.24673,-0.91099
E01028008,Bassetlaw 008A,5,0,0.0,53.3272,-0.93215
E01028009,Bassetlaw 008B,3,0,0.0,53.32053,-0.90801
E01028010,Bassetlaw 008C,6,0,0.0,53.30997,-0.92166
E01028011,Bassetlaw 008D,3,0,0.0,53.32181,-0.93781
E01028012,Bassetlaw 008E,6,0,0.0,53.31691,-0.93076
E01028013,Bassetlaw 005A,5,0,0.0,53.32718,-0.94631
E01028014,Bassetlaw 005B,6,0,0.0,53.33584,-0.95801
E01028015,Bassetlaw 005C,4,0,0.0,53.33519,-0.94481
E01029911,Babergh 004F,4,0,0.0,52.0733,0.959076
E01029900,Babergh 003A,5,0,0.0,52.10485,0.743526
E01029901,Babergh 003B,7,0,0.0,52.07797,0.715284
E01029902,Babergh 009C,4,0,0.0,52.00886,0.922992
E01029903,Babergh 010E,3,0,0.0,51.99201,1.040682
E01029904,Babergh 010F,5,0,0.0,52.0011,1.038093
E01029905,Babergh 010G,2,0,0.0,52.0084,1.009922
E01029906,Babergh 009D,4,0,0.0,51.9834,0.90738
E01029907,Babergh 001C,6,0,0.0,52.12377,0.833756
E01029908,Babergh 005D,7,0,0.0,52.03335,1.114634
E01029909,Babergh 005E,7,0,0.0,52.04155,1.100868
E01029910,Babergh 005F,3,0,0.0,52.0415,1.107588
E01029899,Babergh 009B,6,0,0.0,52.00383,0.826039
E01029912,Babergh 007A,3,0,0.0,52.04517,0.738045
E01029913,Babergh 007B,6,0,0.0,52.04294,0.746222
E01029914,Babergh 007C,1,0,0.0,52.04919,0.742857
E01029915,Babergh 007D,2,0,0.0,52.04513,0.728301
E01029916,Babergh 007E,3,0,0.0,52.04665,0.735715
E01029917,Babergh 003C,5,0,0.0,52.0514,0.723256
E01029918,Babergh 007F,4,0,0.0,52.03525,0.733954
E01029919,Babergh 007G,7,0,0.0,52.03831,0.714557
E01029920,Babergh 007H,4,0,0.0,52.03785,0.727711
E01029921,Babergh 006B,7,0,0.0,52.05684,0.762977
E01029887,Babergh 008B,6,0,0.0,52.02927,0.748504
E01029876,Babergh 001A,7,0,0.0,52.13135,0.900115
E01029877,Babergh 005A,2,0,0.0,52.05117,1.043065
E01029878,Babergh 005B,5,0,0.0,52.06366,1.106295
E01029879,Babergh 005C,9,0,0.0,52.02175,1.11393
E01029880,Babergh 006A,2,0,0.0,52.02751,0.787527
E01029881,Babergh 002A,2,0,0.0,52.14645,0.700138
E01029882,Babergh 010C,7,0,0.0,51.97004,1.016085
E01029883,Babergh 010D,5,0,0.0,51.9869,1.074699
E01029885,Babergh 002C,6,0,0.0,52.10735,0.681257
E01029886,Babergh 008A,3,0,0.0,52.03368,0.745013
E01030028,Ipswich 003B,7,0,0.0,52.07209,1.115433
E01029888,Babergh 008C,3,0,0.0,52.0368,0.748135
E01029889,Babergh 008D,4,0,0.0,52.0351,0.758413
E01029890,Babergh 008E,6,0,0.0,52.03024,0.7716
E01029891,Babergh 008F,4,0,0.0,52.0224,0.749555
E01029892,Babergh 004A,5,0,0.0,52.04586,0.955672
E01029894,Babergh 004C,2,0,0.0,52.03819,0.960795
E01029895,Babergh 004D,6,0,0.0,52.0403,0.997992
E01029896,Babergh 004E,2,0,0.0,52.04278,0.958269
E01029897,Babergh 011D,8,0,0.0,51.97746,1.17836
E01029898,Babergh 001B,5,0,0.0,52.11231,0.79042
E01030191,East Suffolk 025C,6,0,0.0,52.06252,1.271777
E01030167,East Suffolk 030D,6,0,0.0,51.96406,1.359675
E01030168,East Suffolk 029C,4,0,0.0,51.96615,1.330898
E01030169,East Suffolk 029D,5,0,0.0,51.96968,1.32765
E01030170,East Suffolk 029E,1,0,0.0,51.95326,1.331601
E01030171,East Suffolk 027A,5,0,0.0,51.95746,1.314546
E01030179,East Suffolk 024A,6,0,0.0,52.0539,1.242172
E01030180,East Suffolk 024B,2,0,0.0,52.06618,1.243514
E01030183,East Suffolk 024C,2,0,0.0,52.05916,1.225
E01030184,East Suffolk 024D,6,0,0.0,52.0539,1.230238
E01030185,East Suffolk 022B,4,0,0.0,52.09434,1.297397
E01030190,East Suffolk 025B,6,0,0.0,52.06897,1.292694
E01030166,East Suffolk 028D,7,0,0.0,51.96763,1.363073
E01030192,East Suffolk 025D,2,0,0.0,52.05665,1.27514
E01030193,East Suffolk 020A,4,0,0.0,52.12636,1.348059
E01030194,East Suffolk 020B,7,0,0.0,52.10689,1.337617
E01030195,East Suffolk 020C,5,0,0.0,52.10287,1.320782
E01030196,East Suffolk 026A,4,0,0.0,52.03698,1.209096
E01030197,East Suffolk 026B,4,0,0.0,52.02687,1.239442
E01030198,East Suffolk 025E,5,0,0.0,52.03335,1.299641
E01030199,East Suffolk 023A,4,0,0.0,52.11944,1.544212
E01030200,East Suffolk 021B,2,0,0.0,52.13215,1.276719
E01030203,East Suffolk 022C,12,0,0.0,52.08558,1.301642
E01030151,West Suffolk 018B,6,0,0.0,52.12903,0.457962
E01030140,West Suffolk 009D,4,0,0.0,52.25571,0.691077
E01030141,West Suffolk 009E,4,0,0.0,52.26161,0.695509
E01030142,West Suffolk 013A,3,0,0.0,52.23085,0.710839
E01030143,West Suffolk 013B,2,0,0.0,52.23311,0.724276
E01030144,West Suffolk 013C,5,0,0.0,52.23314,0.735818
E01030145,West Suffolk 005D,4,0,0.0,52.33616,0.878472
E01030146,West Suffolk 005E,2,0,0.0,52.31496,0.912328
E01030147,West Suffolk 013D,2,0,0.0,52.23703,0.703101
E01030148,West Suffolk 014E,6,0,0.0,52.23387,0.689229
E01030149,West Suffolk 014F,4,0,0.0,52.23621,0.694307
E01030150,West Suffolk 017C,5,0,0.0,52.18555,0.559524
E01030204,East Suffolk 026C,6,0,0.0,52.05642,1.212897
E01030154,East Suffolk 017A,3,0,0.0,52.18638,1.299116
E01030155,East Suffolk 022A,7,0,0.0,52.10005,1.306129
E01030158,East Suffolk 028A,5,0,0.0,51.98319,1.374567
E01030159,East Suffolk 028B,3,0,0.0,51.96933,1.345434
E01030160,East Suffolk 029A,3,0,0.0,51.98041,1.349945
E01030161,East Suffolk 029B,3,0,0.0,51.97071,1.335605
E01030162,East Suffolk 030A,1,0,0.0,51.95849,1.342209
E01030163,East Suffolk 030B,5,0,0.0,51.94599,1.324003
E01030164,East Suffolk 028C,5,0,0.0,51.96279,1.342137
E01030165,East Suffolk 030C,5,0,0.0,51.96337,1.351891
E01032976,West Northamptonshire 035A,4,0,0.0,52.23848,-0.95828
E01032963,North Northamptonshire 008B,2,0,0.0,52.4692,-0.71365
E01032964,North Northamptonshire 008C,3,0,0.0,52.47272,-0.70619
E01032965,North Northamptonshire 008D,1,0,0.0,52.47771,-0.70107
E01032966,North Northamptonshire 008E,7,0,0.0,52.47389,-0.70078
E01032967,North Northamptonshire 008F,2,0,0.0,52.46655,-0.70587
E01032969,North Northamptonshire 013F,5,0,0.0,52.4496,-0.80996
E01032970,North Northamptonshire 013G,6,0,0.0,52.44818,-0.83483
E01032971,North Northamptonshire 013H,3,0,0.0,52.44397,-0.81931
E01032972,North Northamptonshire 020B,2,0,0.0,52.38996,-0.77644
E01032973,North Northamptonshire 020C,3,0,0.0,52.37303,-0.81851
E01032974,North Northamptonshire 020D,5,0,0.0,52.40299,-0.84361
E01032958,Buckinghamshire 009E,3,0,0.0,51.87292,-0.82976
E01032978,West Northamptonshire 032D,5,0,0.0,52.24107,-0.9035
E01032979,West Northamptonshire 032E,3,0,0.0,52.23505,-0.90523
E01032980,West Northamptonshire 037D,4,0,0.0,52.22997,-0.89901
E01032981,West Northamptonshire 037E,5,0,0.0,52.22487,-0.88707
E01032982,West Northamptonshire 046E,4,0,0.0,52.19202,-0.88653
E01032983,West Northamptonshire 046F,4,0,0.0,52.18963,-0.87879
E01032984,West Northamptonshire 046G,4,0,0.0,52.18324,-0.88075
E01032985,West Northamptonshire 046H,4,0,0.0,52.17519,-0.89563
E01032987,East Lindsey 004E,5,0,0.0,53.3709,0.001377
E01032988,North Kesteven 013B,4,0,0.0,53.176,-0.59486
E01030221,East Suffolk 021C,4,0,0.0,52.10981,1.204277
E01030205,East Suffolk 026D,2,0,0.0,52.05562,1.219566
E01030206,East Suffolk 026E,1,0,0.0,52.0462,1.217765
E01030207,East Suffolk 024E,2,0,0.0,52.07468,1.204605
E01030211,East Suffolk 022D,5,0,0.0,52.09453,1.317636
E01030214,East Suffolk 027B,6,0,0.0,51.98261,1.329294
E01030215,East Suffolk 027C,4,0,0.0,51.97419,1.306256
E01030216,East Suffolk 027D,4,0,0.0,51.97023,1.304595
E01030217,East Suffolk 027E,4,0,0.0,52.00906,1.324889
E01030218,East Suffolk 027F,3,0,0.0,51.9965,1.314924
E01030220,East Suffolk 020D,8,0,0.0,52.15641,1.350565
E01030139,West Suffolk 009C,7,0,0.0,52.25842,0.697308
E01030267,East Suffolk 003B,12,0,0.0,52.48788,1.707731
E01032392,Wychavon 008A,1,0,0.0,52.22365,-1.95281
E01032523,West Suffolk 003B,6,0,0.0,52.36407,0.469312
E01032524,West Suffolk 003C,2,0,0.0,52.3855,0.458074
E01032526,West Suffolk 003D,5,0,0.0,52.37184,0.431268
E01032540,Hartlepool 003G,2,0,0.0,54.7012,-1.23363
E01032541,Hartlepool 003H,5,0,0.0,54.6956,-1.23763
E01032611,East Cambridgeshire 011D,8,0,0.0,52.23584,0.45094
E01032612,West Suffolk 015F,4,0,0.0,52.24128,0.414121
E01032683,West Lindsey 001G,5,0,0.0,53.57892,-0.26094
E01030073,Mid Suffolk 008A,5,0,0.0,52.18758,0.986826
E01030060,Mid Suffolk 010A,4,0,0.0,52.16311,1.024759
E01030061,Mid Suffolk 011C,3,0,0.0,52.15261,1.047016
E01030062,Mid Suffolk 011D,3,0,0.0,52.14695,1.053939
E01030063,Mid Suffolk 009A,9,0,0.0,52.18487,0.935084
E01030064,Mid Suffolk 001C,1,0,0.0,52.34006,1.127888
E01030065,Mid Suffolk 006C,3,0,0.0,52.19814,0.870333
E01030068,Mid Suffolk 002F,3,0,0.0,52.31402,0.949934
E01030069,Mid Suffolk 009B,3,0,0.0,52.16046,0.983151
E01030070,Mid Suffolk 011E,4,0,0.0,52.12787,0.973812
E01030071,Mid Suffolk 010B,9,0,0.0,52.18421,0.999124
E01030072,Mid Suffolk 009C,7,0,0.0,52.18976,0.978207
E01030057,Mid Suffolk 007B,5,0,0.0,52.16857,1.161124
E01030075,Mid Suffolk 009D,4,0,0.0,52.19519,0.98037
E01030076,Mid Suffolk 010D,4,0,0.0,52.19613,0.995756
E01030077,Mid Suffolk 008B,5,0,0.0,52.19295,0.988737
E01030078,Mid Suffolk 010E,5,0,0.0,52.17597,1.01017
E01030079,Mid Suffolk 008C,6,0,0.0,52.1752,0.992008
E01030080,Mid Suffolk 008D,7,0,0.0,52.17985,0.9872
E01030083,Mid Suffolk 007C,5,0,0.0,52.19318,1.104494
E01030084,Mid Suffolk 004D,8,0,0.0,52.25169,0.843077
E01030085,Mid Suffolk 004E,4,0,0.0,52.24973,0.819449
E01030086,Mid Suffolk 006D,3,0,0.0,52.21793,0.833203
E01030040,Mid Suffolk 004A,3,0,0.0,52.27816,0.906821
E01030029,Ipswich 003C,3,0,0.0,52.07361,1.123027
E01030030,Ipswich 003D,5,0,0.0,52.06896,1.121126
E01030031,Ipswich 003E,5,0,0.0,52.07962,1.117505
E01030032,Ipswich 001A,5,0,0.0,52.08175,1.12888
E01030033,Ipswich 001B,1,0,0.0,52.08088,1.148892
E01030034,Ipswich 001C,4,0,0.0,52.08699,1.150009
E01030035,Ipswich 001D,7,0,0.0,52.08504,1.124789
E01030036,Ipswich 001E,5,0,0.0,52.08243,1.136694
E01030037,Mid Suffolk 005A,3,0,0.0,52.22221,1.019799
E01030039,Mid Suffolk 002A,1,0,0.0,52.27795,0.998004
E01030087,Mid Suffolk 007D,1,0,0.0,52.24381,1.115178
E01030041,Mid Suffolk 011A,3,0,0.0,52.1175,1.023728
E01030042,Mid Suffolk 012A,5,0,0.0,52.08736,1.066392
E01030043,Mid Suffolk 011B,3,0,0.0,52.11237,1.086383
E01030044,Mid Suffolk 012B,2,0,0.0,52.0775,1.091317
E01030045,Mid Suffolk 012C,4,0,0.0,52.10055,1.135323
E01030046,Mid Suffolk 012D,4,0,0.0,52.12797,1.138111
E01030047,Mid Suffolk 012E,2,0,0.0,52.11001,1.107648
E01030048,Mid Suffolk 007A,3,0,0.0,52.22656,1.181998
E01030049,Mid Suffolk 004B,1,0,0.0,52.24774,0.896524
E01030051,Mid Suffolk 006A,4,0,0.0,52.2311,0.909354
E01030125,West Suffolk 014D,1,0,0.0,52.24786,0.682207
E01030113,West Suffolk 020E,2,0,0.0,52.07813,0.438891
E01030114,West Suffolk 020F,3,0,0.0,52.07322,0.430013
E01030115,West Suffolk 021A,2,0,0.0,52.07251,0.416724
E01030116,West Suffolk 021B,6,0,0.0,52.08254,0.41026
E01030117,West Suffolk 021C,4,0,0.0,52.09028,0.416312
E01030118,West Suffolk 021D,2,0,0.0,52.08694,0.419299
E01030119,West Suffolk 010C,4,0,0.0,52.21462,0.664729
E01030121,West Suffolk 006B,9,0,0.0,52.31048,0.827755
E01030122,West Suffolk 018A,5,0,0.0,52.08822,0.484127
E01030123,West Suffolk 014B,5,0,0.0,52.24218,0.692735
E01030124,West Suffolk 014C,7,0,0.0,52.25039,0.69033
E01030112,West Suffolk 019D,4,0,0.0,52.08855,0.4387
E01030127,West Suffolk 012A,2,0,0.0,52.24641,0.734979
E01030128,West Suffolk 012B,2,0,0.0,52.24906,0.744812
E01030129,West Suffolk 012C,7,0,0.0,52.24076,0.739305
E01030130,West Suffolk 009A,3,0,0.0,52.26737,0.706734
E01030131,West Suffolk 009B,3,0,0.0,52.26353,0.70181
E01030132,West Suffolk 006C,3,0,0.0,52.32509,0.779415
E01030133,West Suffolk 006D,4,0,0.0,52.3051,0.752841
E01030134,West Suffolk 010D,3,0,0.0,52.28208,0.639758
E01030135,West Suffolk 010E,3,0,0.0,52.32226,0.683697
E01030137,West Suffolk 011C,5,0,0.0,52.25568,0.708733
E01030099,West Suffolk 017A,3,0,0.0,52.12069,0.619325
E01030089,Mid Suffolk 006E,4,0,0.0,52.21753,0.904367
E01030090,Mid Suffolk 003C,1,0,0.0,52.24249,1.242637
E01030091,West Suffolk 011A,11,0,0.0,52.2431,0.712728
E01030092,West Suffolk 014A,6,0,0.0,52.24408,0.703222
E01030093,West Suffolk 011B,3,0,0.0,52.23992,0.720547
E01030094,West Suffolk 006A,4,0,0.0,52.36291,0.760826
E01030095,West Suffolk 005A,1,0,0.0,52.3686,0.868445
E01030096,West Suffolk 005B,1,0,0.0,52.34867,0.929669
E01030097,West Suffolk 005C,5,0,0.0,52.37012,0.923199
E01030098,West Suffolk 010A,9,0,0.0,52.24028,0.605153
E01026501,Broadland 001C,1,0,0.0,52.77501,1.262358
E01030100,West Suffolk 010B,2,0,0.0,52.19311,0.668432
E01030101,West Suffolk 017B,6,0,0.0,52.08006,0.572779
E01030104,West Suffolk 016A,7,0,0.0,52.2697,0.764265
E01030105,West Suffolk 020A,3,0,0.0,52.08131,0.446961
E01030106,West Suffolk 020B,5,0,0.0,52.07664,0.453229
E01030107,West Suffolk 020C,2,0,0.0,52.07974,0.461266
E01030108,West Suffolk 020D,9,0,0.0,52.08694,0.444335
E01030109,West Suffolk 019A,24,0,0.0,52.08322,0.424528
E01030110,West Suffolk 019B,7,0,0.0,52.09451,0.428002
E01030111,West Suffolk 019C,1,0,0.0,52.09167,0.43503
E01017413,Central Bedfordshire 010D,7,0,0.0,52.04071,-0.26662
E01017400,Central Bedfordshire 015B,5,0,0.0,52.01025,-0.48191
E01017401,Central Bedfordshire 015C,5,0,0.0,52.012,-0.49307
E01017402,Central Bedfordshire 015D,6,0,0.0,52.00151,-0.48643
E01017403,Central Bedfordshire 016A,1,0,0.0,51.99736,-0.49657
E01017404,Central Bedfordshire 016B,4,0,0.0,51.99683,-0.50723
E01017405,Central Bedfordshire 016C,6,0,0.0,52.00104,-0.49927
E01017407,Central Bedfordshire 016E,4,0,0.0,52.0043,-0.50105
E01017408,Central Bedfordshire 017B,3,0,0.0,51.96443,-0.4778
E01017409,Central Bedfordshire 017C,4,0,0.0,51.96766,-0.49309
E01017410,Central Bedfordshire 008A,3,0,0.0,52.0583,-0.41723
E01017412,Central Bedfordshire 004A,5,0,0.0,52.07328,-0.3315
E01017399,Central Bedfordshire 015A,3,0,0.0,52.01355,-0.49789
E01017414,Central Bedfordshire 010E,3,0,0.0,52.05916,-0.25978
E01017415,Central Bedfordshire 010F,7,0,0.0,52.02447,-0.28386
E01017418,Central Bedfordshire 009C,3,0,0.0,52.05781,-0.55188
E01017419,Central Bedfordshire 008C,4,0,0.0,52.02851,-0.43716
E01017420,Central Bedfordshire 008D,3,0,0.0,52.03106,-0.45762
E01017421,Central Bedfordshire 008E,2,0,0.0,52.03493,-0.40885
E01017422,Central Bedfordshire 004B,4,0,0.0,52.10442,-0.34139
E01017423,Central Bedfordshire 004C,8,0,0.0,52.1656,-0.28012
E01017424,Central Bedfordshire 004D,3,0,0.0,52.12128,-0.31539
E01017425,Central Bedfordshire 003A,4,0,0.0,52.08603,-0.20089
E01017384,Central Bedfordshire 005B,3,0,0.0,52.09002,-0.26018
E01017371,Central Bedfordshire 012A,6,0,0.0,52.02177,-0.49158
E01017372,Central Bedfordshire 012B,2,0,0.0,52.02761,-0.48931
E01017373,Central Bedfordshire 012C,10,0,0.0,52.03405,-0.52066
E01017374,Central Bedfordshire 012D,6,0,0.0,52.03832,-0.49095
E01017376,Central Bedfordshire 010A,3,0,0.0,51.99619,-0.26882
E01017378,Central Bedfordshire 010C,8,0,0.0,52.00866,-0.25831
E01017379,Central Bedfordshire 007A,6,0,0.0,52.01791,-0.62027
E01017380,Central Bedfordshire 007B,5,0,0.0,52.00753,-0.6282
E01017381,Central Bedfordshire 006A,1,0,0.0,52.06708,-0.24392
E01017382,Central Bedfordshire 006B,6,0,0.0,52.08137,-0.25286
E01017383,Central Bedfordshire 005A,4,0,0.0,52.08336,-0.25885
E01017426,Central Bedfordshire 003B,2,0,0.0,52.12098,-0.17888
E01017385,Central Bedfordshire 005C,4,0,0.0,52.08805,-0.26705
E01017386,Central Bedfordshire 005D,4,0,0.0,52.07693,-0.26822
E01017387,Central Bedfordshire 005E,3,0,0.0,52.10257,-0.2618
E01017388,Central Bedfordshire 005F,6,0,0.0,52.09604,-0.25458
E01017391,Central Bedfordshire 013A,3,0,0.0,52.04427,-0.29054
E01017392,Central Bedfordshire 013B,2,0,0.0,52.03182,-0.30628
E01017393,Central Bedfordshire 013C,5,0,0.0,52.01988,-0.33596
E01017394,Central Bedfordshire 007C,6,0,0.0,52.07924,-0.59502
E01017397,Central Bedfordshire 007F,5,0,0.0,52.07069,-0.60365
E01017398,Central Bedfordshire 017A,8,0,0.0,51.99732,-0.45661
E01017463,Bedford 008E,4,0,0.0,52.14836,-0.52818
E01017451,Central Bedfordshire 009D,5,0,0.0,51.96837,-0.59591
E01017452,Central Bedfordshire 009E,1,0,0.0,51.9902,-0.63875
E01017453,Bedford 005A,5,0,0.0,52.16302,-0.46168
E01017454,Bedford 005B,2,0,0.0,52.16079,-0.45605
E01017455,Bedford 005C,4,0,0.0,52.15729,-0.46538
E01017456,Bedford 005D,1,0,0.0,52.15268,-0.4563
E01017457,Bedford 005E,1,0,0.0,52.15341,-0.46673
E01017458,Bedford 005F,2,0,0.0,52.16517,-0.45568
E01017459,Bedford 008A,4,0,0.0,52.14466,-0.5409
E01017460,Bedford 008B,7,0,0.0,52.15597,-0.50725
E01017462,Bedford 008D,3,0,0.0,52.15148,-0.55118
E01017450,Central Bedfordshire 017E,10,0,0.0,51.98171,-0.51049
E01017464,Bedford 002A,3,0,0.0,52.1974,-0.54976
E01017465,Bedford 002B,6,0,0.0,52.17918,-0.5914
E01017467,Bedford 012B,5,0,0.0,52.13687,-0.45475
E01017468,Bedford 012C,5,0,0.0,52.13522,-0.44943
E01017470,Bedford 012E,3,0,0.0,52.13801,-0.44791
E01017471,Bedford 012F,4,0,0.0,52.13692,-0.47877
E01017472,Bedford 015A,3,0,0.0,52.12276,-0.46219
E01017474,Bedford 015C,7,0,0.0,52.12544,-0.47038
E01017475,Bedford 015D,2,0,0.0,52.12184,-0.47291
E01017476,Bedford 015E,4,0,0.0,52.1191,-0.45561
E01017437,Central Bedfordshire 011A,2,0,0.0,52.04414,-0.33578
E01017427,Central Bedfordshire 003C,7,0,0.0,52.14752,-0.25351
E01017428,Central Bedfordshire 003D,6,0,0.0,52.1363,-0.21419
E01017429,Central Bedfordshire 003E,6,0,0.0,52.1246,-0.21897
E01017430,Central Bedfordshire 002A,3,0,0.0,52.14393,-0.30522
E01017431,Central Bedfordshire 002B,3,0,0.0,52.12021,-0.26359
E01017432,Central Bedfordshire 002C,7,0,0.0,52.11894,-0.29294
E01017433,Central Bedfordshire 001A,6,0,0.0,52.13589,-0.29031
E01017434,Central Bedfordshire 001B,7,0,0.0,52.1333,-0.29219
E01017435,Central Bedfordshire 002D,6,0,0.0,52.1335,-0.26905
E01017436,Central Bedfordshire 001C,4,0,0.0,52.14023,-0.29304
E01016848,Milton Keynes 018E,3,0,0.0,52.02596,-0.74248
E01017438,Central Bedfordshire 011B,5,0,0.0,52.03787,-0.32627
E01017439,Central Bedfordshire 011C,7,0,0.0,52.03222,-0.34946
E01017440,Central Bedfordshire 011D,5,0,0.0,52.03161,-0.32782
E01017441,Central Bedfordshire 011E,3,0,0.0,52.01077,-0.38108
E01017442,Central Bedfordshire 013D,6,0,0.0,51.99601,-0.31941
E01017443,Central Bedfordshire 013E,3,0,0.0,52.00749,-0.29149
E01017444,Central Bedfordshire 011F,2,0,0.0,51.97737,-0.37253
E01017446,Central Bedfordshire 014A,3,0,0.0,52.01852,-0.23267
E01017447,Central Bedfordshire 014B,5,0,0.0,52.01867,-0.21561
E01017449,Central Bedfordshire 014D,8,0,0.0,52.03481,-0.23073
E01016788,Milton Keynes 003C,5,0,0.0,52.09445,-0.74242
E01016774,Milton Keynes 020A,7,0,0.0,52.03466,-0.78237
E01016775,Milton Keynes 020B,6,0,0.0,52.02183,-0.7676
E01016776,Milton Keynes 015A,4,0,0.0,52.03572,-0.79186
E01016777,Milton Keynes 020C,6,0,0.0,52.0344,-0.79771
E01016778,Milton Keynes 020D,3,0,0.0,52.02883,-0.7941
E01016780,Milton Keynes 037C,2,0,0.0,52.02403,-0.79869
E01016781,Milton Keynes 037D,4,0,0.0,52.02078,-0.78933
E01016783,Milton Keynes 035A,3,0,0.0,52.03759,-0.68867
E01016784,Milton Keynes 016D,3,0,0.0,52.02749,-0.7184
E01016786,Milton Keynes 003A,6,0,0.0,52.08356,-0.74305
E01016787,Milton Keynes 003B,2,0,0.0,52.08293,-0.73286
E01016773,Milton Keynes 007D,3,0,0.0,52.05493,-0.73456
E01016789,Milton Keynes 003D,2,0,0.0,52.08736,-0.74963
E01016790,Milton Keynes 003E,5,0,0.0,52.08753,-0.73736
E01016791,Milton Keynes 004A,1,0,0.0,52.07893,-0.72475
E01016792,Milton Keynes 004B,3,0,0.0,52.07615,-0.73201
E01016793,Milton Keynes 004C,4,0,0.0,52.08346,-0.70664
E01016794,Milton Keynes 004D,6,0,0.0,52.085,-0.71969
E01016796,Milton Keynes 001A,4,0,0.0,52.15642,-0.70195
E01016797,Milton Keynes 001B,10,0,0.0,52.14857,-0.68419
E01016798,Milton Keynes 001C,6,0,0.0,52.16882,-0.70733
E01016799,Milton Keynes 001D,9,0,0.0,52.1487,-0.74888
E01016762,Milton Keynes 005A,7,0,0.0,52.07069,-0.76063
E01016750,Milton Keynes 028C,6,0,0.0,52.00236,-0.77315
E01016751,Milton Keynes 028D,5,0,0.0,51.99785,-0.7786
E01016752,Milton Keynes 025B,1,0,0.0,52.01483,-0.78409
E01016753,Milton Keynes 025C,3,0,0.0,52.00577,-0.78955
E01016754,Milton Keynes 026A,5,0,0.0,52.00651,-0.76562
E01016755,Milton Keynes 025D,1,0,0.0,52.01864,-0.77703
E01016756,Milton Keynes 026B,5,0,0.0,52.01433,-0.7755
E01016757,Milton Keynes 026C,4,0,0.0,52.0126,-0.75607
E01016758,Milton Keynes 026D,2,0,0.0,52.01233,-0.76681
E01016759,Milton Keynes 002A,6,0,0.0,52.09842,-0.85119
E01016761,Milton Keynes 002C,4,0,0.0,52.1335,-0.82729
E01016800,Milton Keynes 001E,5,0,0.0,52.17412,-0.67099
E01016763,Milton Keynes 007A,8,0,0.0,52.06724,-0.73027
E01016764,Milton Keynes 005B,2,0,0.0,52.07006,-0.7471
E01016765,Milton Keynes 009B,2,0,0.0,52.06566,-0.75531
E01016766,Milton Keynes 005C,2,0,0.0,52.06249,-0.74339
E01016767,Milton Keynes 005D,3,0,0.0,52.07521,-0.74238
E01016768,Milton Keynes 014D,8,0,0.0,52.04885,-0.73241
E01016769,Milton Keynes 007B,7,0,0.0,52.06125,-0.7222
E01016770,Milton Keynes 007C,5,0,0.0,52.05911,-0.7367
E01016771,Milton Keynes 005E,5,0,0.0,52.06023,-0.7518
E01016772,Milton Keynes 009C,2,0,0.0,52.0567,-0.74678
E01016836,Milton Keynes 008A,6,0,0.0,52.05933,-0.81632
E01016824,Milton Keynes 022B,3,0,0.0,52.02029,-0.6814
E01016825,Milton Keynes 022C,2,0,0.0,52.01852,-0.69027
E01016826,Milton Keynes 024D,2,0,0.0,52.01649,-0.67792
E01016828,Milton Keynes 022E,5,0,0.0,52.00954,-0.70186
E01016829,Milton Keynes 029A,3,0,0.0,51.99251,-0.76095
E01016830,Milton Keynes 031D,4,0,0.0,51.98618,-0.76922
E01016831,Milton Keynes 029B,4,0,0.0,51.99856,-0.76629
E01016832,Milton Keynes 029C,4,0,0.0,51.99838,-0.76064
E01016833,Milton Keynes 029D,1,0,0.0,51.99103,-0.77386
E01016834,Milton Keynes 029E,6,0,0.0,51.99503,-0.75976
E01016835,Milton Keynes 006D,1,0,0.0,52.06881,-0.78497
E01016823,Milton Keynes 035C,5,0,0.0,52.03006,-0.68935
E01016837,Milton Keynes 008B,7,0,0.0,52.06096,-0.8116
E01016838,Milton Keynes 008C,5,0,0.0,52.05746,-0.80988
E01016839,Milton Keynes 012D,3,0,0.0,52.05385,-0.81939
E01016841,Milton Keynes 008D,5,0,0.0,52.06576,-0.79911
E01016842,Milton Keynes 023B,2,0,0.0,52.01919,-0.73144
E01016843,Milton Keynes 023C,3,0,0.0,52.0197,-0.72258
E01016844,Milton Keynes 023D,2,0,0.0,52.01875,-0.74934
E01016845,Milton Keynes 018C,6,0,0.0,52.02465,-0.73295
E01016846,Milton Keynes 018D,7,0,0.0,52.03145,-0.73658
