LSOA Code,LSOA Name,Total samples,Number of exceedances,Exceedance rate (failures/total samples),Latitude,Longitude
E01026685,King's Lynn and West Norfolk 013B,2,0,0.0,52.66173,0.207187
E01026687,King's Lynn and West Norfolk 007A,9,0,0.0,52.76225,0.408396
E01026688,King's Lynn and West Norfolk 007B,9,0,0.0,52.77161,0.396415
E01026689,King's Lynn and West Norfolk 007C,6,0,0.0,52.76037,0.402349
E01026690,King's Lynn and West Norfolk 007D,3,0,0.0,52.76783,0.413774
E01026691,King's Lynn and West Norfolk 005A,5,0,0.0,52.81437,0.400888
E01026692,King's Lynn and West Norfolk 005B,6,0,0.0,52.78847,0.427642
E01026693,King's Lynn and West Norfolk 009D,4,0,0.0,52.76136,0.423406
E01026694,King's Lynn and West Norfolk 012D,9,0,0.0,52.71035,0.590722
E01026656,King's Lynn and West Norfolk 002C,4,0,0.0,52.88719,0.642508
E01026645,King's Lynn and West Norfolk 002A,10,0,0.0,52.95198,0.61629
E01026646,King's Lynn and West Norfolk 002B,8,0,0.0,52.93366,0.7214
E01026647,King's Lynn and West Norfolk 008A,3,0,0.0,52.76071,0.338262
E01026648,King's Lynn and West Norfolk 019A,7,0,0.0,52.46319,0.520551
E01026649,King's Lynn and West Norfolk 019B,7,0,0.0,52.49463,0.541973
E01026650,King's Lynn and West Norfolk 019C,1,0,0.0,52.51009,0.467893
E01026651,King's Lynn and West Norfolk 019D,13,0,0.0,52.53621,0.552588
E01026652,King's Lynn and West Norfolk 019E,4,0,0.0,52.51459,0.407994
E01026653,King's Lynn and West Norfolk 004A,10,0,0.0,52.84435,0.489998
E01026654,King's Lynn and West Norfolk 004B,4,0,0.0,52.84546,0.502447
E01026655,King's Lynn and West Norfolk 004C,5,0,0.0,52.84351,0.537442
E01026695,King's Lynn and West Norfolk 002D,4,0,0.0,52.84226,0.713438
E01026659,King's Lynn and West Norfolk 016A,3,0,0.0,52.61511,0.254049
E01026660,King's Lynn and West Norfolk 016B,5,0,0.0,52.64713,0.196133
E01026661,King's Lynn and West Norfolk 016C,5,0,0.0,52.63485,0.219549
E01026662,King's Lynn and West Norfolk 010A,5,0,0.0,52.7483,0.433025
E01026663,King's Lynn and West Norfolk 010B,3,0,0.0,52.75367,0.433487
E01026665,King's Lynn and West Norfolk 012A,9,0,0.0,52.74483,0.537454
E01026666,King's Lynn and West Norfolk 009A,7,0,0.0,52.75247,0.423239
E01026667,King's Lynn and West Norfolk 009B,3,0,0.0,52.74932,0.409432
E01026668,King's Lynn and West Norfolk 009C,7,0,0.0,52.75472,0.413598
E01026669,King's Lynn and West Norfolk 006A,5,0,0.0,52.76921,0.426629
E01026734,North Norfolk 003A,5,0,0.0,52.93242,1.2954
E01026720,King's Lynn and West Norfolk 013D,5,0,0.0,52.70006,0.185661
E01026721,King's Lynn and West Norfolk 013E,5,0,0.0,52.68722,0.231466
E01026722,King's Lynn and West Norfolk 015C,10,0,0.0,52.67594,0.391575
E01026724,King's Lynn and West Norfolk 014E,4,0,0.0,52.72447,0.425301
E01026725,King's Lynn and West Norfolk 014F,14,0,0.0,52.71675,0.458293
E01026726,King's Lynn and West Norfolk 015D,7,0,0.0,52.67481,0.335906
E01026727,King's Lynn and West Norfolk 018B,6,0,0.0,52.61331,0.468272
E01026728,King's Lynn and West Norfolk 018C,5,0,0.0,52.57801,0.492209
E01026729,North Norfolk 008A,5,0,0.0,52.83734,0.988951
E01026730,North Norfolk 008B,5,0,0.0,52.84713,1.075463
E01026733,North Norfolk 006C,10,0,0.0,52.87305,1.151819
E01026719,King's Lynn and West Norfolk 013C,4,0,0.0,52.73081,0.214673
E01026735,North Norfolk 003B,5,0,0.0,52.92852,1.300521
E01026736,North Norfolk 003C,6,0,0.0,52.92595,1.284491
E01026737,North Norfolk 006D,4,0,0.0,52.84687,1.241989
E01026738,North Norfolk 007A,5,0,0.0,52.8661,1.382896
E01026739,North Norfolk 002A,8,0,0.0,52.91832,1.024966
E01026740,North Norfolk 012A,8,0,0.0,52.80754,1.448827
E01026741,North Norfolk 004A,15,0,0.0,52.94026,1.105362
E01026742,North Norfolk 004B,4,0,0.0,52.91343,1.094575
E01026743,North Norfolk 004C,11,0,0.0,52.89859,1.08452
E01026744,North Norfolk 014A,7,0,0.0,52.70855,1.429578
E01026708,King's Lynn and West Norfolk 005C,2,0,0.0,52.78185,0.405978
E01026696,King's Lynn and West Norfolk 015A,2,0,0.0,52.68582,0.290891
E01026697,King's Lynn and West Norfolk 015B,3,0,0.0,52.71172,0.29475
E01026699,King's Lynn and West Norfolk 011B,2,0,0.0,52.75085,0.400862
E01026700,King's Lynn and West Norfolk 011C,4,0,0.0,52.74767,0.401072
E01026701,King's Lynn and West Norfolk 003D,5,0,0.0,52.86455,0.493991
E01026702,King's Lynn and West Norfolk 003E,8,0,0.0,52.87544,0.503043
E01026703,King's Lynn and West Norfolk 003F,3,0,0.0,52.8832,0.53081
E01026704,King's Lynn and West Norfolk 011D,3,0,0.0,52.72847,0.391827
E01026705,King's Lynn and West Norfolk 011E,3,0,0.0,52.75648,0.37977
E01026706,King's Lynn and West Norfolk 011F,4,0,0.0,52.74284,0.413549
E01026644,King's Lynn and West Norfolk 014C,5,0,0.0,52.65288,0.542744
E01026709,King's Lynn and West Norfolk 005D,4,0,0.0,52.77992,0.44364
E01026710,King's Lynn and West Norfolk 005E,4,0,0.0,52.78729,0.479056
E01026711,King's Lynn and West Norfolk 008B,1,0,0.0,52.78331,0.293962
E01026712,King's Lynn and West Norfolk 008C,5,0,0.0,52.76301,0.298483
E01026713,King's Lynn and West Norfolk 008D,3,0,0.0,52.7412,0.32261
E01026714,King's Lynn and West Norfolk 010D,9,0,0.0,52.76039,0.441154
E01026715,King's Lynn and West Norfolk 016D,6,0,0.0,52.60053,0.212379
E01026716,King's Lynn and West Norfolk 016E,3,0,0.0,52.53578,0.259939
E01026717,King's Lynn and West Norfolk 016F,3,0,0.0,52.59388,0.306307
E01026718,King's Lynn and West Norfolk 004D,8,0,0.0,52.79745,0.569059
E01026529,Broadland 010D,10,0,0.0,52.65941,1.247703
E01026517,Broadland 003D,7,0,0.0,52.70726,1.352123
E01026518,Broadland 007A,8,0,0.0,52.69788,1.214631
E01026519,Broadland 007B,5,0,0.0,52.68431,1.22793
E01026520,Broadland 007C,9,0,0.0,52.67006,1.23688
E01026521,Broadland 007D,4,0,0.0,52.67345,1.222764
E01026522,Broadland 002A,4,0,0.0,52.79348,1.054334
E01026523,Broadland 002B,9,0,0.0,52.78946,1.159287
E01026524,Broadland 002C,8,0,0.0,52.67398,1.128544
E01026526,Broadland 010A,2,0,0.0,52.67087,1.262727
E01026527,Broadland 010B,5,0,0.0,52.66673,1.261753
E01026528,Broadland 010C,2,0,0.0,52.6663,1.255522
E01026516,Broadland 003C,6,0,0.0,52.73692,1.367261
E01026530,Broadland 011A,2,0,0.0,52.66009,1.27735
E01026531,Broadland 011B,9,0,0.0,52.65812,1.265681
E01026532,Broadland 011C,1,0,0.0,52.66319,1.263871
E01026533,Broadland 004A,2,0,0.0,52.71856,1.290147
E01026534,Broadland 004B,3,0,0.0,52.73751,1.261126
E01026535,Broadland 004C,8,0,0.0,52.71485,1.213377
E01026536,Broadland 004D,4,0,0.0,52.69051,1.248
E01026537,Broadland 004E,2,0,0.0,52.70228,1.237592
E01026538,Broadland 018C,6,0,0.0,52.5787,1.59084
E01026539,Broadland 018D,3,0,0.0,52.6096,1.585082
E01026505,Broadland 014B,5,0,0.0,52.6433,1.466977
E01026493,Breckland 012D,9,0,0.0,52.47416,0.666333
E01026494,Breckland 014D,6,0,0.0,52.41038,1.004507
E01026495,Breckland 008D,7,0,0.0,52.62359,0.79566
E01026496,Breckland 008E,4,0,0.0,52.6034,0.768217
E01026497,Broadland 018A,3,0,0.0,52.63942,1.557583
E01026498,Broadland 018B,9,0,0.0,52.63195,1.547781
E01026499,Broadland 001A,4,0,0.0,52.78846,1.253085
E01026500,Broadland 001B,4,0,0.0,52.80107,1.246369
E01035557,South Cambridgeshire 003G,5,0,0.0,52.28504,0.048567
E01026502,Broadland 001D,5,0,0.0,52.80433,1.199393
E01026503,Broadland 001E,11,0,0.0,52.79895,1.259625
E01026540,Broadland 009A,4,0,0.0,52.6653,1.301128
E01026506,Broadland 014C,8,0,0.0,52.65506,1.442809
E01026507,Broadland 014D,3,0,0.0,52.63567,1.446342
E01026508,Broadland 017A,7,0,0.0,52.62434,1.435977
E01026509,Broadland 017B,3,0,0.0,52.62389,1.400871
E01026510,Broadland 017C,5,0,0.0,52.61939,1.454002
E01026511,Broadland 017D,2,0,0.0,52.5894,1.504334
E01026512,Broadland 014E,5,0,0.0,52.63804,1.492433
E01026513,Broadland 014F,3,0,0.0,52.62358,1.491532
E01026514,Broadland 003A,6,0,0.0,52.76197,1.310929
E01026515,Broadland 003B,3,0,0.0,52.72238,1.320978
E01026577,Broadland 016D,4,0,0.0,52.62688,1.340712
E01026566,Broadland 006E,2,0,0.0,52.68113,1.180564
E01026567,Broadland 006F,7,0,0.0,52.6812,1.203166
E01026568,Broadland 006G,5,0,0.0,52.67287,1.207897
E01026569,Broadland 015A,2,0,0.0,52.64506,1.349476
E01026570,Broadland 015B,9,0,0.0,52.63881,1.350876
E01026571,Broadland 015C,6,0,0.0,52.63817,1.33792
E01026572,Broadland 015D,4,0,0.0,52.63288,1.335921
E01026573,Broadland 015E,5,0,0.0,52.63471,1.345935
E01026574,Broadland 016A,2,0,0.0,52.63603,1.363111
E01026575,Broadland 016B,5,0,0.0,52.62898,1.36152
E01026576,Broadland 016C,4,0,0.0,52.64353,1.365579
E01026565,Broadland 006D,2,0,0.0,52.68672,1.203584
E01026578,Broadland 008C,8,0,0.0,52.67018,1.371504
E01026579,Broadland 008D,4,0,0.0,52.67862,1.393196
E01026580,Broadland 008E,4,0,0.0,52.71029,1.390605
E01026606,Great Yarmouth 001B,1,0,0.0,52.72268,1.672811
E01026609,Great Yarmouth 002B,2,0,0.0,52.65207,1.629866
E01026636,Great Yarmouth 002C,1,0,0.0,52.68147,1.572678
E01026637,Great Yarmouth 002D,13,0,0.0,52.71102,1.613717
E01026638,Great Yarmouth 002E,4,0,0.0,52.71131,1.645419
E01026642,King's Lynn and West Norfolk 014A,5,0,0.0,52.65687,0.503494
E01026643,King's Lynn and West Norfolk 014B,4,0,0.0,52.66385,0.433746
E01026551,Broadland 005C,4,0,0.0,52.6874,1.32769
E01026541,Broadland 009B,4,0,0.0,52.66744,1.314722
E01026542,Broadland 009C,4,0,0.0,52.66816,1.306551
E01026543,Broadland 009D,8,0,0.0,52.65793,1.299937
E01026544,Broadland 009E,8,0,0.0,52.66993,1.296181
E01026545,Broadland 008A,3,0,0.0,52.64966,1.403286
E01026546,Broadland 008B,3,0,0.0,52.64762,1.3821
E01026547,Broadland 002E,6,0,0.0,52.76507,1.082234
E01026548,Broadland 002F,5,0,0.0,52.76705,1.128351
E01026549,Broadland 005A,8,0,0.0,52.6966,1.287473
E01026550,Broadland 005B,6,0,0.0,52.68378,1.339802
E01026745,North Norfolk 011A,8,0,0.0,52.83731,0.854764
E01026552,Broadland 005D,3,0,0.0,52.68708,1.317083
E01026553,Broadland 012A,4,0,0.0,52.66064,1.320671
E01026555,Broadland 012C,5,0,0.0,52.65881,1.314365
E01026556,Broadland 012D,5,0,0.0,52.65499,1.308322
E01026557,Broadland 013A,3,0,0.0,52.65543,1.323027
E01026558,Broadland 013B,10,0,0.0,52.65469,1.351706
E01026559,Broadland 013C,1,0,0.0,52.64964,1.320517
E01026560,Broadland 013D,4,0,0.0,52.65265,1.329811
E01026563,Broadland 006B,2,0,0.0,52.69054,1.207846
E01026564,Broadland 006C,4,0,0.0,52.69493,1.195807
E01026879,South Norfolk 008A,2,0,0.0,52.56229,1.493714
E01026868,Norwich 006F,7,0,0.0,52.63027,1.249636
E01026869,Norwich 006G,2,0,0.0,52.64181,1.239715
E01026870,South Norfolk 005A,4,0,0.0,52.57108,1.110065
E01026871,South Norfolk 005B,4,0,0.0,52.57901,1.103142
E01026872,South Norfolk 013A,8,0,0.0,52.42914,1.252237
E01026873,South Norfolk 014A,1,0,0.0,52.40551,1.065671
E01026874,South Norfolk 014B,2,0,0.0,52.41895,1.125175
E01026875,South Norfolk 006A,1,0,0.0,52.53488,1.365608
E01026876,South Norfolk 006B,6,0,0.0,52.53735,1.407687
E01026877,South Norfolk 011A,4,0,0.0,52.45979,1.12773
E01026878,South Norfolk 011B,2,0,0.0,52.48895,1.133556
E01026867,Norwich 006E,2,0,0.0,52.63694,1.24469
E01026880,South Norfolk 008B,2,0,0.0,52.56788,1.459515
E01026881,South Norfolk 002A,7,0,0.0,52.59515,1.248793
E01026883,South Norfolk 002C,8,0,0.0,52.62995,1.197674
E01026884,South Norfolk 007A,8,0,0.0,52.5627,1.122429
E01026885,South Norfolk 007B,2,0,0.0,52.54661,1.106653
E01026886,South Norfolk 014C,3,0,0.0,52.4435,1.196351
E01026887,South Norfolk 014D,1,0,0.0,52.40328,1.213278
E01026888,South Norfolk 015A,3,0,0.0,52.38464,1.125294
E01026889,South Norfolk 015B,6,0,0.0,52.38247,1.105931
E01026891,South Norfolk 015D,11,0,0.0,52.37485,1.105616
E01026856,Norwich 011E,4,0,0.0,52.62351,1.280275
E01026842,Norwich 003B,4,0,0.0,52.64652,1.302433
E01026843,Norwich 003C,6,0,0.0,52.64575,1.294849
E01026844,Norwich 003D,5,0,0.0,52.6415,1.308308
E01026845,Norwich 003E,9,0,0.0,52.64182,1.30063
E01026846,Norwich 003F,4,0,0.0,52.641,1.295733
E01026848,Norwich 015A,10,0,0.0,52.63667,1.307929
E01026849,Norwich 015B,6,0,0.0,52.62727,1.320862
E01026850,Norwich 015C,7,0,0.0,52.63173,1.316071
E01026852,Norwich 011A,3,0,0.0,52.61543,1.288093
E01026853,Norwich 011B,4,0,0.0,52.62017,1.294404
E01026855,Norwich 011D,1,0,0.0,52.62146,1.283225
E01026892,South Norfolk 012A,5,0,0.0,52.48776,1.412763
E01026857,Norwich 011F,5,0,0.0,52.6182,1.278148
E01026858,Norwich 010A,2,0,0.0,52.62455,1.255227
E01026859,Norwich 010B,4,0,0.0,52.62436,1.26179
E01026860,Norwich 010C,2,0,0.0,52.62291,1.240341
E01026861,Norwich 010D,1,0,0.0,52.63016,1.240981
E01026862,Norwich 010E,6,0,0.0,52.62736,1.259131
E01026863,Norwich 006A,4,0,0.0,52.63306,1.261625
E01026864,Norwich 006B,3,0,0.0,52.64436,1.249677
E01026865,Norwich 006C,5,0,0.0,52.63467,1.25184
E01026866,Norwich 006D,9,0,0.0,52.63738,1.267475
E01026934,South Norfolk 014E,3,0,0.0,52.36804,1.149171
E01026918,South Norfolk 017B,4,0,0.0,52.64687,1.237782
E01026920,South Norfolk 009E,1,0,0.0,52.54103,1.175024
E01026921,South Norfolk 005C,4,0,0.0,52.59421,1.113757
E01026922,South Norfolk 005D,1,0,0.0,52.58195,1.105756
E01026924,South Norfolk 016D,6,0,0.0,52.6623,1.22567
E01026925,South Norfolk 017D,7,0,0.0,52.6469,1.207177
E01026928,South Norfolk 006E,4,0,0.0,52.5596,1.347194
E01026929,South Norfolk 008E,3,0,0.0,52.57972,1.384797
E01026930,South Norfolk 008F,4,0,0.0,52.60059,1.42261
E01026931,South Norfolk 015E,10,0,0.0,52.38527,1.081303
E01026932,South Norfolk 015F,7,0,0.0,52.37918,1.09578
E01026917,South Norfolk 017C,3,0,0.0,52.64727,1.220881
E01026935,South Norfolk 014F,4,0,0.0,52.38009,1.200379
E01026936,South Norfolk 006F,2,0,0.0,52.56677,1.313247
E01026937,South Norfolk 006G,4,0,0.0,52.59089,1.30978
E01026938,South Norfolk 011D,10,0,0.0,52.49167,1.23637
E01026939,South Norfolk 011E,2,0,0.0,52.47146,1.220056
E01026940,South Norfolk 011F,7,0,0.0,52.50869,1.213403
E01026941,South Norfolk 009F,2,0,0.0,52.53224,1.300484
E01026942,South Norfolk 009G,2,0,0.0,52.51802,1.251163
E01026943,South Norfolk 010C,9,0,0.0,52.50031,1.614673
E01026944,South Norfolk 010D,4,0,0.0,52.53645,1.568834
E01026905,South Norfolk 003A,3,0,0.0,52.59827,1.172518
E01026894,South Norfolk 012C,9,0,0.0,52.44786,1.367385
E01026895,South Norfolk 002D,6,0,0.0,52.65508,1.15785
E01026896,South Norfolk 002E,4,0,0.0,52.61958,1.133482
E01026897,South Norfolk 011C,7,0,0.0,52.51235,1.16992
E01026898,South Norfolk 010A,4,0,0.0,52.48017,1.550088
E01026899,South Norfolk 010B,11,0,0.0,52.50964,1.511189
E01026900,South Norfolk 013B,4,0,0.0,52.39618,1.295286
E01026901,South Norfolk 013C,3,0,0.0,52.42175,1.313596
E01026902,South Norfolk 013D,2,0,0.0,52.40098,1.304922
E01026904,South Norfolk 012E,5,0,0.0,52.49128,1.31212
E01026841,Norwich 003A,4,0,0.0,52.63893,1.299613
E01026906,South Norfolk 003B,7,0,0.0,52.59174,1.171322
E01026907,South Norfolk 003C,8,0,0.0,52.60384,1.177145
E01026908,South Norfolk 003D,6,0,0.0,52.60144,1.197117
E01026909,South Norfolk 004A,4,0,0.0,52.58007,0.990811
E01026911,South Norfolk 008C,7,0,0.0,52.53543,1.477362
E01026912,South Norfolk 008D,8,0,0.0,52.52315,1.475595
E01026913,South Norfolk 009A,4,0,0.0,52.55313,1.206337
E01026914,South Norfolk 009B,3,0,0.0,52.57124,1.196174
E01026915,South Norfolk 009C,7,0,0.0,52.56285,1.234555
E01026916,South Norfolk 017A,5,0,0.0,52.64831,1.229785
E01026781,North Norfolk 005C,9,0,0.0,52.91789,1.251549
E01026770,North Norfolk 001A,3,0,0.0,52.94309,1.201333
E01026771,North Norfolk 001B,4,0,0.0,52.93978,1.220009
E01026772,North Norfolk 001C,4,0,0.0,52.93685,1.199309
E01026773,North Norfolk 001D,7,0,0.0,52.93498,1.212449
E01026774,North Norfolk 013A,8,0,0.0,52.76105,1.526264
E01026775,North Norfolk 013B,5,0,0.0,52.77697,1.51932
E01026776,North Norfolk 013C,4,0,0.0,52.76877,1.500166
E01026777,North Norfolk 003D,5,0,0.0,52.91935,1.300522
E01026778,North Norfolk 003E,7,0,0.0,52.92503,1.310747
E01026779,North Norfolk 003F,4,0,0.0,52.919,1.310778
E01026780,North Norfolk 009A,8,0,0.0,52.81383,0.81425
E01026769,North Norfolk 014B,7,0,0.0,52.72851,1.471308
E01026782,North Norfolk 009B,10,0,0.0,52.89297,0.856369
E01026783,North Norfolk 014C,4,0,0.0,52.71737,1.575006
E01026784,North Norfolk 014D,2,0,0.0,52.72244,1.520953
E01026785,North Norfolk 014E,1,0,0.0,52.75341,1.584748
E01026786,North Norfolk 013D,15,0,0.0,52.78992,1.573168
E01026787,North Norfolk 009C,1,0,0.0,52.80945,0.921263
E01026788,North Norfolk 008C,2,0,0.0,52.8613,0.920719
E01026789,North Norfolk 012D,2,0,0.0,52.79901,1.334755
E01026790,North Norfolk 012E,3,0,0.0,52.7881,1.403733
E01026791,Norwich 005A,4,0,0.0,52.64009,1.227449
E01026757,North Norfolk 015A,5,0,0.0,52.83282,1.393346
E01026746,North Norfolk 011B,4,0,0.0,52.84292,0.871677
E01026747,North Norfolk 011C,5,0,0.0,52.82851,0.849644
E01026748,North Norfolk 011D,7,0,0.0,52.83236,0.87487
E01026749,North Norfolk 011E,7,0,0.0,52.82903,0.863575
E01026750,North Norfolk 007B,10,0,0.0,52.87458,1.435849
E01026751,North Norfolk 007C,3,0,0.0,52.87985,1.42253
E01026752,North Norfolk 007D,8,0,0.0,52.84564,1.460539
E01026753,North Norfolk 015D,4,0,0.0,52.82206,1.393472
E01026754,North Norfolk 015C,4,0,0.0,52.82173,1.40663
E01026755,North Norfolk 015E,3,0,0.0,52.81189,1.410239
E01026756,North Norfolk 015B,5,0,0.0,52.82508,1.391852
E01026792,Norwich 005B,2,0,0.0,52.64177,1.222605
E01026758,North Norfolk 016B,4,0,0.0,52.82537,1.385267
E01026759,North Norfolk 016C,3,0,0.0,52.8153,1.361876
E01026760,North Norfolk 016D,6,0,0.0,52.81145,1.388103
E01026761,North Norfolk 016A,4,0,0.0,52.82921,1.371474
E01026763,North Norfolk 002B,4,0,0.0,52.94315,0.806084
E01026764,North Norfolk 002C,8,0,0.0,52.94619,0.849781
E01026765,North Norfolk 002D,7,0,0.0,52.91317,0.957025
E01026766,North Norfolk 005B,10,0,0.0,52.87598,1.315287
E01026767,North Norfolk 012B,8,0,0.0,52.75119,1.405092
E01026768,North Norfolk 012C,3,0,0.0,52.7607,1.375664
E01026830,Norwich 002C,6,0,0.0,52.64308,1.285865
E01026817,Norwich 013B,4,0,0.0,52.61386,1.303017
E01026818,Norwich 013C,2,0,0.0,52.60882,1.29525
E01026819,Norwich 013D,4,0,0.0,52.6116,1.298828
E01026820,Norwich 013E,4,0,0.0,52.60836,1.28511
E01026821,Norwich 013F,4,0,0.0,52.60121,1.285417
E01026823,Norwich 017A,6,0,0.0,52.63251,1.292863
E01026825,Norwich 016A,7,0,0.0,52.64083,1.279132
E01026826,Norwich 016B,6,0,0.0,52.63688,1.291314
E01026827,Norwich 016C,5,0,0.0,52.63785,1.282472
E01026828,Norwich 002A,2,0,0.0,52.64579,1.268561
E01026829,Norwich 002B,3,0,0.0,52.64304,1.28051
E01026816,Norwich 013A,6,0,0.0,52.61824,1.301766
E01026831,Norwich 002D,4,0,0.0,52.64049,1.289589
E01026832,Norwich 002E,2,0,0.0,52.65377,1.275517
E01026833,Norwich 002F,3,0,0.0,52.6513,1.26986
E01026834,Norwich 002G,6,0,0.0,52.64891,1.276676
E01026835,Norwich 009A,3,0,0.0,52.62714,1.277783
E01026836,Norwich 009B,5,0,0.0,52.62737,1.269611
E01026837,Norwich 009C,4,0,0.0,52.63052,1.276099
E01026838,Norwich 009D,5,0,0.0,52.62299,1.269285
E01026839,Norwich 009E,2,0,0.0,52.62414,1.274972
E01026840,Norwich 009F,2,0,0.0,52.63271,1.273986
E01026805,Norwich 004C,4,0,0.0,52.64526,1.330107
E01026794,Norwich 005D,4,0,0.0,52.64134,1.211663
E01026796,Norwich 005F,7,0,0.0,52.63404,1.238208
E01026797,Norwich 001A,11,0,0.0,52.66966,1.280967
E01026798,Norwich 001B,3,0,0.0,52.65406,1.287577
E01026799,Norwich 001C,4,0,0.0,52.65587,1.29042
E01026800,Norwich 001D,3,0,0.0,52.64944,1.285633
E01026801,Norwich 001E,2,0,0.0,52.65118,1.298984
E01026802,Norwich 001F,3,0,0.0,52.64703,1.311935
E01026803,Norwich 004A,1,0,0.0,52.64161,1.336231
E01026804,Norwich 004B,4,0,0.0,52.63893,1.329552
E01027344,North Northamptonshire 029B,3,0,0.0,52.30757,-0.70596
E01026806,Norwich 004D,4,0,0.0,52.63861,1.318114
E01026807,Norwich 004E,4,0,0.0,52.63463,1.319439
E01026808,Norwich 004F,4,0,0.0,52.63306,1.324833
E01026809,Norwich 004G,3,0,0.0,52.64657,1.338606
E01026810,Norwich 012A,7,0,0.0,52.61322,1.253056
E01026811,Norwich 012B,3,0,0.0,52.61068,1.274809
E01026812,Norwich 012C,6,0,0.0,52.60698,1.267604
E01026813,Norwich 012D,6,0,0.0,52.60268,1.258258
E01026814,Norwich 012E,3,0,0.0,52.61869,1.26026
E01026815,Norwich 012F,6,0,0.0,52.61636,1.267386
E01033822,Central Bedfordshire 009I,3,0,0.0,52.06138,-0.55494
E01033811,Central Bedfordshire 006H,1,0,0.0,52.09328,-0.24721
E01033812,Central Bedfordshire 006I,5,0,0.0,52.09764,-0.24329
E01033813,Central Bedfordshire 006J,2,0,0.0,52.08917,-0.25112
E01033814,Central Bedfordshire 007H,3,0,0.0,52.05285,-0.62388
E01033815,Central Bedfordshire 007I,3,0,0.0,52.08957,-0.59698
E01033816,Central Bedfordshire 007J,3,0,0.0,52.06625,-0.61456
E01033817,Central Bedfordshire 008F,1,0,0.0,52.05387,-0.47845
E01033818,Central Bedfordshire 008G,4,0,0.0,52.07124,-0.48549
E01033819,Central Bedfordshire 009F,3,0,0.0,52.06548,-0.53513
E01033820,Central Bedfordshire 009G,1,0,0.0,52.05228,-0.5617
E01033821,Central Bedfordshire 009H,2,0,0.0,52.07604,-0.57046
E01033810,Central Bedfordshire 006G,6,0,0.0,52.07942,-0.23367
E01033823,Central Bedfordshire 009J,5,0,0.0,52.06755,-0.54452
E01033824,Central Bedfordshire 017F,4,0,0.0,51.99562,-0.42443
E01033825,Central Bedfordshire 017G,6,0,0.0,52.01218,-0.43198
E01033826,Central Bedfordshire 019F,4,0,0.0,51.92504,-0.61893
E01033827,Central Bedfordshire 019G,4,0,0.0,51.91313,-0.58792
E01033828,Central Bedfordshire 024H,2,0,0.0,51.90379,-0.66162
E01033829,Central Bedfordshire 024I,3,0,0.0,51.9089,-0.64684
E01033830,Central Bedfordshire 024J,1,0,0.0,51.91385,-0.65365
E01033831,Central Bedfordshire 024K,1,0,0.0,51.91414,-0.63628
E01033832,Central Bedfordshire 024L,2,0,0.0,51.90253,-0.64919
E01033523,Milton Keynes 036D,4,0,0.0,52.01977,-0.80195
E01033501,Milton Keynes 016E,4,0,0.0,52.0356,-0.71043
E01033503,Milton Keynes 033A,6,0,0.0,52.0558,-0.70376
E01033506,Milton Keynes 016F,8,0,0.0,52.03237,-0.72521
E01033508,Milton Keynes 034C,13,0,0.0,52.0462,-0.68969
E01033511,Milton Keynes 033B,6,0,0.0,52.04868,-0.70159
E01033514,Milton Keynes 025E,8,0,0.0,52.00481,-0.80672
E01033515,Milton Keynes 025F,5,0,0.0,52.00912,-0.7955
E01033517,Milton Keynes 025G,7,0,0.0,51.99978,-0.8057
E01033519,Milton Keynes 028E,8,0,0.0,51.99462,-0.7993
E01033520,Milton Keynes 028F,4,0,0.0,51.99874,-0.7866
E01033522,Milton Keynes 036E,6,0,0.0,52.01902,-0.81896
E01033833,Central Bedfordshire 024M,5,0,0.0,51.90488,-0.64178
E01033539,South Norfolk 015G,3,0,0.0,52.37612,1.126793
E01033540,South Norfolk 016E,2,0,0.0,52.66197,1.201729
E01033541,South Norfolk 015H,3,0,0.0,52.37177,1.115597
E01033719,Colchester 008G,3,0,0.0,51.88112,0.931826
E01033720,Colchester 002F,3,0,0.0,51.92134,0.921577
E01033721,Colchester 002G,5,0,0.0,51.9195,0.916934
E01033722,Colchester 008H,4,0,0.0,51.88462,0.933377
E01033769,Bassetlaw 014F,3,0,0.0,53.25631,-1.12306
E01033808,Central Bedfordshire 006E,2,0,0.0,52.08628,-0.24448
E01033809,Central Bedfordshire 006F,2,0,0.0,52.09046,-0.24168
E01034441,Huntingdonshire 018E,3,0,0.0,52.24548,-0.1932
E01034430,Bedford 021E,5,0,0.0,52.08596,-0.43879
E01034431,Bedford 022A,4,0,0.0,52.11476,-0.4608
E01034432,Bedford 022B,3,0,0.0,52.10302,-0.4655
E01034433,Bedford 022C,13,0,0.0,52.0929,-0.46316
E01034434,Bedford 022D,5,0,0.0,52.08437,-0.46238
E01034435,Huntingdonshire 010H,5,0,0.0,52.37248,-0.24696
E01034436,Huntingdonshire 010I,2,0,0.0,52.35792,-0.2162
E01034437,Huntingdonshire 012F,3,0,0.0,52.33255,-0.18848
E01034438,Huntingdonshire 012G,4,0,0.0,52.3319,-0.19924
E01034439,Huntingdonshire 014E,3,0,0.0,52.32941,-0.16964
E01034440,Huntingdonshire 014F,3,0,0.0,52.29486,-0.17436
E01034429,Bedford 021D,1,0,0.0,52.11645,-0.41139
E01034442,Huntingdonshire 018F,3,0,0.0,52.23077,-0.2441
E01034443,Huntingdonshire 018G,3,0,0.0,52.22066,-0.22583
E01034444,Huntingdonshire 021G,2,0,0.0,52.2126,-0.26598
E01034445,Huntingdonshire 021H,4,0,0.0,52.21197,-0.27431
