recorddate,ETP_DailyInfluent_ML,WTP_DailyInfluent_ML,ObjectId
5/7/2000 2:00:00 PM,354,537,1749
8/30/1999 2:00:00 PM,461,546,1750
5/22/1999 2:00:00 PM,362,524,1751
12/8/1999 1:00:00 PM,336,533,1752
8/8/1999 2:00:00 PM,441,549,1753
10/20/1999 2:00:00 PM,376,548,1754
5/8/2000 2:00:00 PM,339,522,1755
8/31/1999 2:00:00 PM,420,545,1756
5/23/1999 2:00:00 PM,326,484,1757
12/9/1999 1:00:00 PM,323,523,1758
8/9/1999 2:00:00 PM,435,576,1759
10/21/1999 2:00:00 PM,367,523,1760
5/9/2000 2:00:00 PM,325,523,1761
9/1/1999 2:00:00 PM,387,520,1762
5/24/1999 2:00:00 PM,390,634,1763
12/10/1999 1:00:00 PM,326,520,1764
8/10/1999 2:00:00 PM,393,538,1765
10/22/1999 2:00:00 PM,385,535,1766
5/10/2000 2:00:00 PM,335,524,1767
9/2/1999 2:00:00 PM,429,522,1768
5/25/1999 2:00:00 PM,457,635,1769
12/11/1999 1:00:00 PM,346,517,1770
8/11/1999 2:00:00 PM,385,519,1771
10/23/1999 2:00:00 PM,389,510,1772
5/11/2000 2:00:00 PM,326,524,1773
9/3/1999 2:00:00 PM,405,533,1774
5/26/1999 2:00:00 PM,367,564,1775
12/12/1999 1:00:00 PM,319,481,1776
8/12/1999 2:00:00 PM,361,496,1777
10/24/1999 2:00:00 PM,358,462,1778
5/12/2000 2:00:00 PM,338,530,1779
9/4/1999 2:00:00 PM,471,539,1780
5/27/1999 2:00:00 PM,414,580,1781
12/13/1999 1:00:00 PM,341,510,1782
8/13/1999 2:00:00 PM,409,539,1783
10/25/1999 2:00:00 PM,375,497,1784
5/13/2000 2:00:00 PM,352,570,1785
9/5/1999 2:00:00 PM,496,505,1786
5/28/1999 2:00:00 PM,363,556,1787
12/14/1999 1:00:00 PM,350,523,1788
8/14/1999 2:00:00 PM,611,727,1789
10/26/1999 2:00:00 PM,358,502,1790
5/14/2000 2:00:00 PM,312,461,1791
9/6/1999 2:00:00 PM,486,528,1792
5/29/1999 2:00:00 PM,479,650,1793
12/15/1999 1:00:00 PM,345,531,1794
8/15/1999 2:00:00 PM,414,505,1795
10/27/1999 2:00:00 PM,362,515,1796
5/15/2000 2:00:00 PM,327,504,1797
9/7/1999 2:00:00 PM,397,524,1798
5/30/1999 2:00:00 PM,435,555,1799
12/16/1999 1:00:00 PM,484,588,1800
8/16/1999 2:00:00 PM,405,511,1801
10/28/1999 2:00:00 PM,360,515,1802
5/16/2000 2:00:00 PM,337,512,1803
9/8/1999 2:00:00 PM,373,516,1804
5/31/1999 2:00:00 PM,419,585,1805
12/17/1999 1:00:00 PM,356,523,1806
8/17/1999 2:00:00 PM,396,504,1807
10/29/1999 2:00:00 PM,364,512,1808
5/17/2000 2:00:00 PM,335,523,1809
9/9/1999 2:00:00 PM,379,528,1810
6/1/1999 2:00:00 PM,391,561,1811
12/18/1999 1:00:00 PM,344,529,1812
8/18/1999 2:00:00 PM,410,489,1813
10/30/1999 2:00:00 PM,346,489,1814
5/18/2000 2:00:00 PM,345,513,1815
9/10/1999 2:00:00 PM,400,566,1816
6/2/1999 2:00:00 PM,358,536,1817
12/19/1999 1:00:00 PM,330,476,1818
8/19/1999 2:00:00 PM,353,498,1819
10/31/1999 1:00:00 PM,334,452,1820
5/19/2000 2:00:00 PM,330,514,1821
9/11/1999 2:00:00 PM,411,511,1822
6/3/1999 2:00:00 PM,354,539,1823
12/20/1999 1:00:00 PM,348,493,1824
8/20/1999 2:00:00 PM,376,520,1825
11/1/1999 1:00:00 PM,309,460,1826
5/20/2000 2:00:00 PM,358,506,1827
9/12/1999 2:00:00 PM,422,457,1828
6/4/1999 2:00:00 PM,358,549,1829
12/21/1999 1:00:00 PM,337,524,1830
8/21/1999 2:00:00 PM,382,502,1831
11/2/1999 1:00:00 PM,337,461,1832
5/21/2000 2:00:00 PM,344,469,1833
9/13/1999 2:00:00 PM,415,488,1834
6/5/1999 2:00:00 PM,369,518,1835
12/22/1999 1:00:00 PM,342,517,1836
8/22/1999 2:00:00 PM,362,453,1837
11/3/1999 1:00:00 PM,350,501,1838
5/22/2000 2:00:00 PM,329,488,1839
9/14/1999 2:00:00 PM,386,513,1840
6/6/1999 2:00:00 PM,332,485,1841
12/23/1999 1:00:00 PM,342,490,1842
8/23/1999 2:00:00 PM,365,487,1843
11/4/1999 1:00:00 PM,351,510,1844
5/23/2000 2:00:00 PM,313,523,1845
9/15/1999 2:00:00 PM,355,512,1846
6/7/1999 2:00:00 PM,327,528,1847
12/24/1999 1:00:00 PM,354,492,1848
8/24/1999 2:00:00 PM,363,506,1849
11/5/1999 1:00:00 PM,347,523,1850
5/24/2000 2:00:00 PM,333,522,1851
9/16/1999 2:00:00 PM,357,505,1852
6/8/1999 2:00:00 PM,332,513,1853
12/25/1999 1:00:00 PM,316,415,1854
8/25/1999 2:00:00 PM,361,508,1855
11/6/1999 1:00:00 PM,503,663,1856
5/25/2000 2:00:00 PM,328,509,1857
9/17/1999 2:00:00 PM,371,514,1858
6/9/1999 2:00:00 PM,337,528,1859
12/26/1999 1:00:00 PM,316,479,1860
8/26/1999 2:00:00 PM,471,642,1861
11/7/1999 1:00:00 PM,445,536,1862
5/26/2000 2:00:00 PM,339,540,1863
9/18/1999 2:00:00 PM,369,484,1864
6/10/1999 2:00:00 PM,404,573,1865
12/27/1999 1:00:00 PM,694,1086,1866
11/8/1999 1:00:00 PM,463,620,1867
5/27/2000 2:00:00 PM,383,560,1868
9/19/1999 2:00:00 PM,348,443,1869
6/11/1999 2:00:00 PM,989,1123,1870
12/28/1999 1:00:00 PM,722,1046,1871
11/9/1999 1:00:00 PM,389,535,1872
5/28/2000 2:00:00 PM,444,510,1873
9/20/1999 2:00:00 PM,380,472,1874
6/12/1999 2:00:00 PM,420,655,1875
12/29/1999 1:00:00 PM,401,599,1876
11/10/1999 1:00:00 PM,360,522,1877
5/29/2000 2:00:00 PM,559,570,1878
9/21/1999 2:00:00 PM,367,505,1879
6/13/1999 2:00:00 PM,303,514,1880
12/30/1999 1:00:00 PM,352,530,1881
11/11/1999 1:00:00 PM,358,513,1882
5/30/2000 2:00:00 PM,795,1007,1883
9/22/1999 2:00:00 PM,362,500,1884
6/14/1999 2:00:00 PM,344,505,1885
12/31/1999 1:00:00 PM,350,516,1886
1/1/2000 1:00:00 PM,308,428,1887
1/2/2000 1:00:00 PM,302,436,1888
1/3/2000 1:00:00 PM,316,447,1889
1/4/2000 1:00:00 PM,337,501,1890
1/5/2000 1:00:00 PM,324,478,1891
1/6/2000 1:00:00 PM,311,491,1892
1/7/2000 1:00:00 PM,314,503,1893
1/8/2000 1:00:00 PM,322,488,1894
1/9/2000 1:00:00 PM,306,441,1895
1/10/2000 1:00:00 PM,308,482,1896
1/11/2000 1:00:00 PM,302,513,1897
1/12/2000 1:00:00 PM,299,516,1898
1/13/2000 1:00:00 PM,299,517,1899
1/14/2000 1:00:00 PM,306,528,1900
1/15/2000 1:00:00 PM,304,508,1901
1/16/2000 1:00:00 PM,282,455,1902
1/17/2000 1:00:00 PM,315,508,1903
1/18/2000 1:00:00 PM,314,531,1904
1/19/2000 1:00:00 PM,312,527,1905
1/20/2000 1:00:00 PM,319,534,1906
1/21/2000 1:00:00 PM,306,538,1907
1/22/2000 1:00:00 PM,334,523,1908
1/23/2000 1:00:00 PM,357,492,1909
9/23/1999 2:00:00 PM,354,493,1910
9/24/1999 2:00:00 PM,357,500,1911
9/25/1999 2:00:00 PM,346,471,1912
9/26/1999 2:00:00 PM,326,435,1913
9/27/1999 2:00:00 PM,354,482,1914
9/28/1999 2:00:00 PM,359,507,1915
9/29/1999 2:00:00 PM,367,554,1916
9/30/1999 2:00:00 PM,490,651,1917
10/1/1999 2:00:00 PM,393,521,1918
10/2/1999 2:00:00 PM,387,494,1919
10/3/1999 2:00:00 PM,346,452,1920
10/4/1999 2:00:00 PM,363,490,1921
10/5/1999 2:00:00 PM,360,502,1922
10/6/1999 2:00:00 PM,364,507,1923
10/7/1999 2:00:00 PM,363,515,1924
10/8/1999 2:00:00 PM,365,520,1925
10/9/1999 2:00:00 PM,365,494,1926
10/10/1999 2:00:00 PM,556,836,1927
10/11/1999 2:00:00 PM,606,760,1928
10/12/1999 2:00:00 PM,427,582,1929
10/13/1999 2:00:00 PM,385,562,1930
10/14/1999 2:00:00 PM,394,549,1931
10/15/1999 2:00:00 PM,404,556,1932
6/15/1999 2:00:00 PM,355,545,1933
6/16/1999 2:00:00 PM,364,557,1934
5/31/2000 2:00:00 PM,710,859,1935
11/12/1999 1:00:00 PM,363,522,1936
6/17/1999 2:00:00 PM,358,538,1937
6/1/2000 2:00:00 PM,477,671,1938
11/13/1999 1:00:00 PM,373,515,1939
6/18/1999 2:00:00 PM,353,547,1940
6/2/2000 2:00:00 PM,440,600,1941
11/14/1999 1:00:00 PM,335,463,1942
6/19/1999 2:00:00 PM,381,531,1943
6/3/2000 2:00:00 PM,399,548,1944
11/15/1999 1:00:00 PM,342,488,1945
6/20/1999 2:00:00 PM,358,477,1946
6/4/2000 2:00:00 PM,388,475,1947
11/16/1999 1:00:00 PM,345,503,1948
6/21/1999 2:00:00 PM,352,503,1949
6/5/2000 2:00:00 PM,509,661,1950
11/17/1999 1:00:00 PM,342,516,1951
6/22/1999 2:00:00 PM,397,549,1952
6/6/2000 2:00:00 PM,645,711,1953
11/18/1999 1:00:00 PM,350,512,1954
6/23/1999 2:00:00 PM,360,534,1955
6/7/2000 2:00:00 PM,507,591,1956
11/19/1999 1:00:00 PM,353,517,1957
6/24/1999 2:00:00 PM,348,518,1958
6/8/2000 2:00:00 PM,412,553,1959
11/20/1999 1:00:00 PM,361,509,1960
6/25/1999 2:00:00 PM,342,530,1961
6/9/2000 2:00:00 PM,395,549,1962
11/21/1999 1:00:00 PM,309,454,1963
6/26/1999 2:00:00 PM,336,537,1964
6/10/2000 2:00:00 PM,368,513,1965
11/22/1999 1:00:00 PM,351,539,1966
6/27/1999 2:00:00 PM,301,498,1967
6/11/2000 2:00:00 PM,351,456,1968
11/23/1999 1:00:00 PM,360,531,1969
6/28/1999 2:00:00 PM,320,531,1970
6/12/2000 2:00:00 PM,347,442,1971
11/24/1999 1:00:00 PM,366,520,1972
6/29/1999 2:00:00 PM,314,540,1973
6/13/2000 2:00:00 PM,353,488,1974
11/25/1999 1:00:00 PM,363,521,1975
6/30/1999 2:00:00 PM,347,562,1976
6/14/2000 2:00:00 PM,373,491,1977
11/26/1999 1:00:00 PM,351,512,1978
7/1/1999 2:00:00 PM,343,531,1979
6/15/2000 2:00:00 PM,339,522,1980
11/27/1999 1:00:00 PM,354,505,1981
7/2/1999 2:00:00 PM,354,512,1982
6/16/2000 2:00:00 PM,338,516,1983
11/28/1999 1:00:00 PM,324,483,1984
7/3/1999 2:00:00 PM,340,488,1985
6/17/2000 2:00:00 PM,362,498,1986
11/29/1999 1:00:00 PM,352,509,1987
7/4/1999 2:00:00 PM,343,455,1988
6/18/2000 2:00:00 PM,342,460,1989
11/30/1999 1:00:00 PM,385,519,1990
7/5/1999 2:00:00 PM,343,483,1991
6/19/2000 2:00:00 PM,336,490,1992
12/1/1999 1:00:00 PM,336,529,1993
7/6/1999 2:00:00 PM,332,485,1994
6/20/2000 2:00:00 PM,336,505,1995
12/2/1999 1:00:00 PM,358,540,1996
7/7/1999 2:00:00 PM,350,491,1997
6/21/2000 2:00:00 PM,332,519,1998
12/3/1999 1:00:00 PM,358,544,1999
12/4/1999 1:00:00 PM,355,507,2000
6/7/2001 2:00:00 PM,336,529,2001
6/8/2001 2:00:00 PM,354,541,2002
6/9/2001 2:00:00 PM,419,582,2003
6/10/2001 2:00:00 PM,379,541,2004
6/11/2001 2:00:00 PM,334,499,2005
6/12/2001 2:00:00 PM,345,548,2006
6/13/2001 2:00:00 PM,418,682,2007
6/14/2001 2:00:00 PM,464,681,2008
6/15/2001 2:00:00 PM,554,742,2009
6/16/2001 2:00:00 PM,480,695,2010
6/17/2001 2:00:00 PM,422,549,2011
6/18/2001 2:00:00 PM,395,549,2012
6/19/2001 2:00:00 PM,380,545,2013
6/20/2001 2:00:00 PM,322,569,2014
6/21/2001 2:00:00 PM,600,773,2015
6/22/2001 2:00:00 PM,425,596,2016
6/23/2001 2:00:00 PM,397,552,2017
6/24/2001 2:00:00 PM,343,494,2018
6/25/2001 2:00:00 PM,394,509,2019
6/26/2001 2:00:00 PM,371,553,2020
6/27/2001 2:00:00 PM,356,525,2021
6/28/2001 2:00:00 PM,344,517,2022
6/29/2001 2:00:00 PM,348,504,2023
6/30/2001 2:00:00 PM,343,496,2024
7/1/2001 2:00:00 PM,357,457,2025
7/2/2001 2:00:00 PM,388,484,2026
7/3/2001 2:00:00 PM,346,493,2027
7/4/2001 2:00:00 PM,317,505,2028
7/5/2001 2:00:00 PM,331,498,2029
7/6/2001 2:00:00 PM,314,499,2030
7/7/2001 2:00:00 PM,346,494,2031
7/8/2001 2:00:00 PM,356,472,2032
7/9/2001 2:00:00 PM,364,485,2033
7/10/2001 2:00:00 PM,353,493,2034
7/11/2001 2:00:00 PM,341,487,2035
7/12/2001 2:00:00 PM,360,541,2036
7/13/2001 2:00:00 PM,365,517,2037
7/14/2001 2:00:00 PM,354,506,2038
7/15/2001 2:00:00 PM,344,470,2039
7/16/2001 2:00:00 PM,348,495,2040
7/17/2001 2:00:00 PM,340,499,2041
7/18/2001 2:00:00 PM,341,502,2042
7/19/2001 2:00:00 PM,349,506,2043
7/20/2001 2:00:00 PM,361,505,2044
7/21/2001 2:00:00 PM,371,496,2045
7/22/2001 2:00:00 PM,363,454,2046
7/23/2001 2:00:00 PM,361,489,2047
7/24/2001 2:00:00 PM,342,494,2048
7/25/2001 2:00:00 PM,343,494,2049
7/26/2001 2:00:00 PM,341,495,2050
8/11/2000 2:00:00 PM,365,516,2051
8/12/2000 2:00:00 PM,375,503,2052
8/13/2000 2:00:00 PM,359,464,2053
8/14/2000 2:00:00 PM,359,504,2054
8/15/2000 2:00:00 PM,360,519,2055
8/16/2000 2:00:00 PM,434,605,2056
8/17/2000 2:00:00 PM,378,533,2057
8/18/2000 2:00:00 PM,363,543,2058
8/19/2000 2:00:00 PM,385,513,2059
8/20/2000 2:00:00 PM,355,468,2060
8/21/2000 2:00:00 PM,360,499,2061
8/22/2000 2:00:00 PM,357,505,2062
8/23/2000 2:00:00 PM,365,512,2063
8/24/2000 2:00:00 PM,356,507,2064
8/25/2000 2:00:00 PM,419,548,2065
8/26/2000 2:00:00 PM,409,528,2066
8/27/2000 2:00:00 PM,375,464,2067
8/28/2000 2:00:00 PM,375,511,2068
8/29/2000 2:00:00 PM,370,549,2069
8/30/2000 2:00:00 PM,415,581,2070
8/31/2000 2:00:00 PM,431,580,2071
9/1/2000 2:00:00 PM,405,567,2072
9/2/2000 2:00:00 PM,424,574,2073
9/3/2000 2:00:00 PM,446,594,2074
9/4/2000 2:00:00 PM,410,527,2075
9/5/2000 2:00:00 PM,432,570,2076
9/6/2000 2:00:00 PM,381,544,2077
9/7/2000 2:00:00 PM,410,583,2078
9/8/2000 2:00:00 PM,566,631,2079
9/9/2000 2:00:00 PM,587,624,2080
9/10/2000 2:00:00 PM,629,580,2081
9/11/2000 2:00:00 PM,617,600,2082
9/12/2000 2:00:00 PM,499,575,2083
9/13/2000 2:00:00 PM,430,575,2084
9/14/2000 2:00:00 PM,402,555,2085
9/15/2000 2:00:00 PM,403,563,2086
9/16/2000 2:00:00 PM,420,535,2087
9/17/2000 2:00:00 PM,361,485,2088
9/18/2000 2:00:00 PM,366,513,2089
9/19/2000 2:00:00 PM,369,521,2090
9/20/2000 2:00:00 PM,405,565,2091
9/21/2000 2:00:00 PM,369,523,2092
9/22/2000 2:00:00 PM,366,526,2093
9/23/2000 2:00:00 PM,367,504,2094
9/24/2000 2:00:00 PM,337,462,2095
9/25/2000 2:00:00 PM,571,766,2096
9/26/2000 2:00:00 PM,671,1018,2097
9/27/2000 2:00:00 PM,652,769,2098
9/28/2000 2:00:00 PM,470,592,2099
9/29/2000 2:00:00 PM,407,544,2100
11/19/2000 1:00:00 PM,365,466,2101
11/20/2000 1:00:00 PM,406,491,2102
11/21/2000 1:00:00 PM,369,504,2103
11/22/2000 1:00:00 PM,370,499,2104
11/23/2000 1:00:00 PM,369,499,2105
11/24/2000 1:00:00 PM,374,499,2106
11/25/2000 1:00:00 PM,374,492,2107
11/26/2000 1:00:00 PM,363,451,2108
11/27/2000 1:00:00 PM,353,491,2109
11/28/2000 1:00:00 PM,364,495,2110
11/29/2000 1:00:00 PM,348,514,2111
11/30/2000 1:00:00 PM,351,503,2112
12/1/2000 1:00:00 PM,361,526,2113
12/2/2000 1:00:00 PM,373,486,2114
12/3/2000 1:00:00 PM,330,444,2115
12/4/2000 1:00:00 PM,348,488,2116
12/5/2000 1:00:00 PM,357,491,2117
12/6/2000 1:00:00 PM,353,482,2118
12/7/2000 1:00:00 PM,352,481,2119
12/8/2000 1:00:00 PM,335,486,2120
12/9/2000 1:00:00 PM,348,494,2121
12/10/2000 1:00:00 PM,326,462,2122
12/11/2000 1:00:00 PM,375,457,2123
12/12/2000 1:00:00 PM,368,470,2124
12/13/2000 1:00:00 PM,352,468,2125
12/14/2000 1:00:00 PM,383,467,2126
12/15/2000 1:00:00 PM,344,489,2127
12/16/2000 1:00:00 PM,350,486,2128
12/17/2000 1:00:00 PM,334,456,2129
12/18/2000 1:00:00 PM,344,478,2130
12/19/2000 1:00:00 PM,338,503,2131
12/20/2000 1:00:00 PM,336,504,2132
12/21/2000 1:00:00 PM,355,509,2133
12/22/2000 1:00:00 PM,628,631,2134
12/23/2000 1:00:00 PM,485,568,2135
12/24/2000 1:00:00 PM,364,457,2136
12/25/2000 1:00:00 PM,313,402,2137
12/26/2000 1:00:00 PM,323,396,2138
12/27/2000 1:00:00 PM,320,436,2139
12/28/2000 1:00:00 PM,324,441,2140
12/29/2000 1:00:00 PM,315,442,2141
12/30/2000 1:00:00 PM,319,441,2142
12/31/2000 1:00:00 PM,311,431,2143
1/1/2001 1:00:00 PM,281,409,2144
1/2/2001 1:00:00 PM,321,448,2145
1/3/2001 1:00:00 PM,325,464,2146
1/4/2001 1:00:00 PM,321,456,2147
1/5/2001 1:00:00 PM,320,466,2148
1/6/2001 1:00:00 PM,309,438,2149
1/7/2001 1:00:00 PM,313,427,2150
2/27/2001 1:00:00 PM,344,494,2151
2/28/2001 1:00:00 PM,340,499,2152
3/1/2001 1:00:00 PM,335,491,2153
3/2/2001 1:00:00 PM,323,510,2154
3/3/2001 1:00:00 PM,344,503,2155
3/4/2001 1:00:00 PM,316,461,2156
3/5/2001 1:00:00 PM,372,475,2157
3/6/2001 1:00:00 PM,366,486,2158
3/7/2001 1:00:00 PM,357,488,2159
3/8/2001 1:00:00 PM,355,487,2160
3/9/2001 1:00:00 PM,336,501,2161
3/10/2001 1:00:00 PM,316,487,2162
3/11/2001 1:00:00 PM,276,427,2163
3/12/2001 1:00:00 PM,294,440,2164
3/13/2001 1:00:00 PM,310,499,2165
3/14/2001 1:00:00 PM,306,512,2166
3/15/2001 1:00:00 PM,312,505,2167
3/16/2001 1:00:00 PM,317,512,2168
3/17/2001 1:00:00 PM,388,563,2169
3/18/2001 1:00:00 PM,350,476,2170
3/19/2001 1:00:00 PM,351,490,2171
3/20/2001 1:00:00 PM,364,490,2172
3/21/2001 1:00:00 PM,399,608,2173
3/22/2001 1:00:00 PM,546,1110,2174
3/23/2001 1:00:00 PM,483,834,2175
3/24/2001 1:00:00 PM,370,586,2176
3/25/2001 2:00:00 PM,360,545,2177
3/26/2001 2:00:00 PM,383,490,2178
3/27/2001 2:00:00 PM,362,516,2179
3/28/2001 2:00:00 PM,386,525,2180
3/29/2001 2:00:00 PM,383,485,2181
3/30/2001 2:00:00 PM,397,496,2182
4/18/2001 2:00:00 PM,308,505,2183
3/31/2001 2:00:00 PM,385,514,2184
4/1/2001 2:00:00 PM,336,470,2185
4/2/2001 2:00:00 PM,344,512,2186
4/3/2001 2:00:00 PM,355,527,2187
4/19/2001 2:00:00 PM,302,491,2188
9/30/2000 2:00:00 PM,421,533,2189
1/8/2001 1:00:00 PM,322,462,2190
4/4/2001 2:00:00 PM,397,542,2191
4/20/2001 2:00:00 PM,330,497,2192
10/1/2000 2:00:00 PM,431,513,2193
1/9/2001 1:00:00 PM,311,471,2194
4/5/2001 2:00:00 PM,358,533,2195
4/21/2001 2:00:00 PM,333,531,2196
10/2/2000 2:00:00 PM,390,514,2197
1/10/2001 1:00:00 PM,303,479,2198
4/6/2001 2:00:00 PM,347,537,2199
4/22/2001 2:00:00 PM,636,889,2200
10/3/2000 2:00:00 PM,386,518,2201
1/11/2001 1:00:00 PM,311,494,2202
4/7/2001 2:00:00 PM,413,527,2203
4/23/2001 2:00:00 PM,927,1322,2204
10/4/2000 2:00:00 PM,391,522,2205
1/12/2001 1:00:00 PM,308,486,2206
4/8/2001 2:00:00 PM,371,482,2207
4/24/2001 2:00:00 PM,1256,1539,2208
10/5/2000 2:00:00 PM,391,539,2209
1/13/2001 1:00:00 PM,306,472,2210
4/9/2001 2:00:00 PM,386,528,2211
4/25/2001 2:00:00 PM,660,891,2212
10/6/2000 2:00:00 PM,364,528,2213
1/14/2001 1:00:00 PM,316,445,2214
4/10/2001 2:00:00 PM,366,553,2215
4/26/2001 2:00:00 PM,553,655,2216
10/7/2000 2:00:00 PM,360,507,2217
1/15/2001 1:00:00 PM,314,481,2218
4/11/2001 2:00:00 PM,310,543,2219
4/27/2001 2:00:00 PM,475,645,2220
10/8/2000 2:00:00 PM,364,487,2221
1/16/2001 1:00:00 PM,305,497,2222
4/12/2001 2:00:00 PM,317,532,2223
4/28/2001 2:00:00 PM,464,585,2224
10/9/2000 2:00:00 PM,370,509,2225
1/17/2001 1:00:00 PM,313,497,2226
4/13/2001 2:00:00 PM,330,484,2227
4/29/2001 2:00:00 PM,413,510,2228
10/10/2000 2:00:00 PM,364,526,2229
1/18/2001 1:00:00 PM,319,509,2230
4/14/2001 2:00:00 PM,293,435,2231
4/30/2001 2:00:00 PM,452,508,2232
10/11/2000 2:00:00 PM,367,513,2233
1/19/2001 1:00:00 PM,323,517,2234
4/15/2001 2:00:00 PM,276,420,2235
5/1/2001 2:00:00 PM,392,519,2236
10/12/2000 2:00:00 PM,365,508,2237
1/20/2001 1:00:00 PM,317,504,2238
4/16/2001 2:00:00 PM,288,432,2239
5/2/2001 2:00:00 PM,378,518,2240
10/13/2000 2:00:00 PM,340,531,2241
1/21/2001 1:00:00 PM,308,449,2242
4/17/2001 2:00:00 PM,302,483,2243
5/3/2001 2:00:00 PM,378,524,2244
10/14/2000 2:00:00 PM,383,550,2245
1/22/2001 1:00:00 PM,311,497,2246
6/22/2000 2:00:00 PM,352,540,2247
5/4/2001 2:00:00 PM,423,527,2248
10/15/2000 2:00:00 PM,395,514,2249
1/23/2001 1:00:00 PM,314,504,2250
6/23/2000 2:00:00 PM,416,558,2251
5/5/2001 2:00:00 PM,406,526,2252
10/16/2000 2:00:00 PM,367,514,2253
1/24/2001 1:00:00 PM,319,536,2254
6/24/2000 2:00:00 PM,362,525,2255
5/6/2001 2:00:00 PM,361,486,2256
10/17/2000 2:00:00 PM,358,556,2257
1/25/2001 1:00:00 PM,349,554,2258
6/25/2000 2:00:00 PM,340,470,2259
5/7/2001 2:00:00 PM,343,504,2260
10/18/2000 2:00:00 PM,353,516,2261
10/19/2000 2:00:00 PM,392,594,2262
10/20/2000 2:00:00 PM,439,588,2263
10/21/2000 2:00:00 PM,398,549,2264
10/22/2000 2:00:00 PM,374,490,2265
10/23/2000 2:00:00 PM,408,643,2266
10/24/2000 2:00:00 PM,627,1230,2267
10/25/2000 2:00:00 PM,1253,1561,2268
10/26/2000 2:00:00 PM,753,861,2269
10/27/2000 2:00:00 PM,519,634,2270
10/28/2000 2:00:00 PM,496,626,2271
10/29/2000 1:00:00 PM,408,529,2272
10/30/2000 1:00:00 PM,426,540,2273
10/31/2000 1:00:00 PM,400,531,2274
11/1/2000 1:00:00 PM,396,518,2275
11/2/2000 1:00:00 PM,485,624,2276
11/3/2000 1:00:00 PM,414,566,2277
11/4/2000 1:00:00 PM,388,515,2278
11/5/2000 1:00:00 PM,357,470,2279
11/6/2000 1:00:00 PM,361,466,2280
11/7/2000 1:00:00 PM,374,458,2281
11/8/2000 1:00:00 PM,366,502,2282
11/9/2000 1:00:00 PM,348,505,2283
11/10/2000 1:00:00 PM,381,526,2284
11/11/2000 1:00:00 PM,458,548,2285
11/12/2000 1:00:00 PM,404,522,2286
11/13/2000 1:00:00 PM,446,506,2287
11/14/2000 1:00:00 PM,418,502,2288
11/15/2000 1:00:00 PM,408,515,2289
11/16/2000 1:00:00 PM,428,535,2290
11/17/2000 1:00:00 PM,423,532,2291
11/18/2000 1:00:00 PM,439,507,2292
6/26/2000 2:00:00 PM,342,484,2293
6/27/2000 2:00:00 PM,329,503,2294
6/28/2000 2:00:00 PM,333,500,2295
6/29/2000 2:00:00 PM,342,501,2296
6/30/2000 2:00:00 PM,352,500,2297
7/1/2000 2:00:00 PM,370,490,2298
7/2/2000 2:00:00 PM,341,453,2299
7/3/2000 2:00:00 PM,354,481,2300
7/4/2000 2:00:00 PM,338,488,2301
7/5/2000 2:00:00 PM,344,497,2302
7/6/2000 2:00:00 PM,369,510,2303
7/7/2000 2:00:00 PM,353,502,2304
7/8/2000 2:00:00 PM,371,489,2305
7/9/2000 2:00:00 PM,336,449,2306
7/10/2000 2:00:00 PM,340,482,2307
7/11/2000 2:00:00 PM,344,501,2308
7/12/2000 2:00:00 PM,327,498,2309
7/13/2000 2:00:00 PM,353,498,2310
7/14/2000 2:00:00 PM,353,504,2311
7/15/2000 2:00:00 PM,361,496,2312
7/16/2000 2:00:00 PM,329,442,2313
7/17/2000 2:00:00 PM,334,468,2314
7/18/2000 2:00:00 PM,332,490,2315
7/19/2000 2:00:00 PM,533,697,2316
7/20/2000 2:00:00 PM,443,579,2317
7/21/2000 2:00:00 PM,376,533,2318
7/22/2000 2:00:00 PM,382,517,2319
7/23/2000 2:00:00 PM,364,473,2320
7/24/2000 2:00:00 PM,352,494,2321
7/25/2000 2:00:00 PM,347,505,2322
1/26/2001 1:00:00 PM,364,513,2323
7/26/2000 2:00:00 PM,586,671,2324
1/27/2001 1:00:00 PM,316,457,2325
5/8/2001 2:00:00 PM,346,518,2326
7/27/2000 2:00:00 PM,618,743,2327
1/28/2001 1:00:00 PM,307,436,2328
5/9/2001 2:00:00 PM,358,519,2329
7/28/2000 2:00:00 PM,467,617,2330
1/29/2001 1:00:00 PM,320,488,2331
5/10/2001 2:00:00 PM,336,514,2332
7/29/2000 2:00:00 PM,421,567,2333
1/30/2001 1:00:00 PM,342,494,2334
5/11/2001 2:00:00 PM,409,517,2335
7/30/2000 2:00:00 PM,372,494,2336
1/31/2001 1:00:00 PM,333,521,2337
5/12/2001 2:00:00 PM,379,512,2338
7/31/2000 2:00:00 PM,368,522,2339
2/1/2001 1:00:00 PM,326,523,2340
5/13/2001 2:00:00 PM,366,479,2341
8/1/2000 2:00:00 PM,370,516,2342
2/2/2001 1:00:00 PM,314,525,2343
5/14/2001 2:00:00 PM,354,515,2344
8/2/2000 2:00:00 PM,376,520,2345
2/3/2001 1:00:00 PM,334,501,2346
5/15/2001 2:00:00 PM,343,522,2347
8/3/2000 2:00:00 PM,373,516,2348
2/4/2001 1:00:00 PM,324,465,2349
5/16/2001 2:00:00 PM,341,534,2350
8/4/2000 2:00:00 PM,376,507,2351
2/5/2001 1:00:00 PM,329,494,2352
5/17/2001 2:00:00 PM,345,533,2353
8/5/2000 2:00:00 PM,388,500,2354
