recorddate,COD_mg.L-1,BOD_mg.L-1,Ammonia_mg.L-1,Total_KjeldahlNitrogen_mg.L-1,Nitrogentotal_mg.L-1,NitrateplusNitrite_mg.L-1,ObjectId
8/21/2017 2:00:00 PM,30,NULL,0.15,9.7,NULL,NULL,1041
8/22/2017 9:00:00 PM,NULL,2,0.10,1.7,14,13,1042
8/23/2017 1:59:00 AM,30,NULL,0.04,2.2,NULL,NULL,1043
1/3/2017 1:00:00 PM,30,NULL,0.10,3.0,NULL,NULL,1044
8/24/2017 3:13:00 AM,35,NULL,0.00,1.0,NULL,NULL,1045
9/13/2017 9:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1046
1/4/2017 1:00:00 PM,25,NULL,0.15,4.7,NULL,NULL,1047
8/25/2017 1:47:00 AM,29,NULL,0.04,1.8,NULL,NULL,1048
9/14/2017 2:45:00 AM,35,NULL,0.10,2.3,NULL,NULL,1049
1/5/2017 1:00:00 PM,28,NULL,0.10,1.4,NULL,NULL,1050
8/28/2017 2:32:00 AM,35,NULL,0.08,1.3,NULL,NULL,1051
9/15/2017 2:11:00 AM,NULL,NULL,0.08,1.5,NULL,NULL,1052
1/5/2017 8:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1053
8/28/2017 9:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1054
9/18/2017 3:42:00 AM,35,NULL,0.12,1.9,NULL,NULL,1055
1/8/2017 1:00:00 PM,28,NULL,0.10,1.9,NULL,NULL,1056
8/29/2017 2:41:00 AM,30,NULL,0.08,1.2,NULL,NULL,1057
9/19/2017 2:30:00 AM,15,NULL,0.05,1.6,NULL,NULL,1058
1/9/2017 1:00:00 PM,28,NULL,0.09,2.3,NULL,NULL,1059
8/30/2017 1:58:00 AM,35,NULL,0.10,1.5,NULL,NULL,1060
9/20/2017 3:05:00 AM,35,NULL,0.09,1.6,NULL,NULL,1061
8/31/2017 2:59:00 AM,30,NULL,0.08,1.5,NULL,NULL,1062
9/21/2017 2:51:00 AM,35,NULL,0.09,1.0,NULL,NULL,1063
9/1/2017 1:34:00 AM,40,NULL,0.07,6.0,NULL,NULL,1064
9/22/2017 2:27:00 AM,35,NULL,0.07,2.6,NULL,NULL,1065
9/4/2017 3:16:00 AM,30,NULL,0.20,3.4,NULL,NULL,1066
9/25/2017 5:15:00 AM,24,NULL,0.08,2.2,NULL,NULL,1067
9/26/2017 4:43:00 AM,19,NULL,0.06,1.0,NULL,NULL,1068
9/27/2017 4:35:00 AM,15,NULL,0.05,1.9,NULL,NULL,1069
9/27/2017 9:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1070
9/28/2017 5:21:00 AM,20,NULL,0.04,1.4,NULL,NULL,1071
9/30/2017 2:03:00 AM,40,NULL,0.07,3.0,NULL,NULL,1072
10/2/2017 4:33:00 AM,16,NULL,0.07,1.4,NULL,NULL,1073
10/3/2017 4:31:00 AM,15,NULL,0.06,1.4,NULL,NULL,1074
10/3/2017 8:00:00 PM,NULL,3,0.10,2.1,17,15,1075
10/4/2017 4:23:00 AM,18,NULL,0.05,1.7,NULL,NULL,1076
11/1/2017 8:00:00 PM,NULL,2,0.10,1.2,13,12,1077
10/5/2017 4:18:00 AM,24,NULL,0.05,1.2,NULL,NULL,1078
10/6/2017 3:49:00 AM,20,NULL,0.05,1.2,NULL,NULL,1079
10/9/2017 3:53:00 AM,10,NULL,0.05,2.1,NULL,NULL,1080
10/9/2017 8:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1081
10/10/2017 3:59:00 AM,23,NULL,0.04,1.6,NULL,NULL,1082
10/11/2017 3:46:00 AM,17,NULL,0.03,1.9,NULL,NULL,1083
10/12/2017 4:32:00 AM,14,NULL,0.04,1.9,NULL,NULL,1084
10/13/2017 3:52:00 AM,8,NULL,0.03,1.6,NULL,NULL,1085
10/13/2017 4:20:00 AM,8,NULL,0.03,1.6,NULL,NULL,1086
10/15/2017 8:00:00 PM,NULL,2,0.10,1.3,18,16,1087
10/16/2017 3:55:00 AM,28,NULL,0.02,1.4,NULL,NULL,1088
10/17/2017 3:50:00 AM,14,NULL,0.02,1.3,NULL,NULL,1089
10/18/2017 3:36:00 AM,10,NULL,0.14,2.1,NULL,NULL,1090
10/19/2017 4:22:00 AM,9,NULL,0.05,2.6,NULL,NULL,1091
10/20/2017 4:09:00 AM,10,NULL,0.06,3.6,NULL,NULL,1092
10/23/2017 3:54:00 AM,26,NULL,0.03,2.0,NULL,NULL,1093
10/23/2017 8:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1094
10/24/2017 2:59:00 AM,30,NULL,0.06,2.5,NULL,NULL,1095
10/25/2017 3:25:00 AM,2,NULL,0.06,1.9,NULL,NULL,1096
10/26/2017 3:29:00 AM,30,NULL,0.05,2.4,NULL,NULL,1097
10/27/2017 2:57:00 AM,45,NULL,0.05,3.0,NULL,NULL,1098
10/30/2017 1:44:00 AM,30,NULL,0.10,3.9,NULL,NULL,1099
10/31/2017 1:31:00 AM,35,NULL,0.70,3.2,NULL,NULL,1100
11/1/2017 1:46:00 AM,30,NULL,0.07,3.0,NULL,NULL,1101
11/2/2017 2:16:00 AM,29,NULL,0.16,3.0,NULL,NULL,1102
11/3/2017 2:01:00 AM,35,NULL,0.06,3.5,NULL,NULL,1103
11/6/2017 2:57:00 AM,25,NULL,0.09,2.6,NULL,NULL,1104
11/8/2017 2:44:00 AM,25,NULL,0.06,2.0,NULL,NULL,1105
11/9/2017 2:22:00 AM,15,NULL,0.08,2.4,NULL,NULL,1106
11/9/2017 8:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1107
11/10/2017 3:28:00 AM,25,NULL,0.10,1.8,NULL,NULL,1108
11/13/2017 3:40:00 AM,30,NULL,0.30,2.0,NULL,NULL,1109
11/14/2017 1:24:00 AM,30,NULL,0.11,2.6,NULL,NULL,1110
11/15/2017 1:36:00 AM,29,NULL,0.09,2.5,NULL,NULL,1111
11/15/2017 8:00:00 PM,NULL,2,0.10,1.4,12,11,1112
11/16/2017 1:41:00 AM,30,NULL,0.05,3.4,NULL,NULL,1113
11/17/2017 12:41:00 AM,25,NULL,0.05,3.0,NULL,NULL,1114
11/20/2017 5:12:00 AM,15,NULL,0.05,1.6,NULL,NULL,1115
11/21/2017 1:42:00 AM,28,NULL,0.03,2.1,NULL,NULL,1116
11/21/2017 8:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1117
11/22/2017 3:08:00 AM,35,NULL,0.02,2.0,NULL,NULL,1118
11/23/2017 2:10:00 AM,29,NULL,0.02,3.0,NULL,NULL,1119
11/24/2017 2:10:00 AM,30,NULL,0.03,2.6,NULL,NULL,1120
11/27/2017 4:43:00 AM,10,NULL,0.04,1.9,NULL,NULL,1121
11/27/2017 8:00:00 PM,NULL,2,0.10,1.9,14,12,1122
11/28/2017 4:40:00 AM,11,NULL,0.03,2.3,NULL,NULL,1123
11/29/2017 4:25:00 AM,11,NULL,0.03,1.8,NULL,NULL,1124
11/30/2017 3:48:00 AM,25,NULL,0.03,2.4,NULL,NULL,1125
12/1/2017 2:10:00 AM,30,NULL,0.03,3.0,NULL,NULL,1126
12/3/2017 8:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1127
12/4/2017 2:03:00 AM,30,NULL,0.12,5.9,NULL,NULL,1128
12/5/2017 2:30:00 AM,18,NULL,0.06,1.5,NULL,NULL,1129
12/6/2017 12:55:00 AM,35,NULL,0.05,2.0,NULL,NULL,1130
12/7/2017 2:29:00 AM,28,NULL,0.06,1.7,NULL,NULL,1131
12/8/2017 2:43:00 AM,35,NULL,0.05,2.5,NULL,NULL,1132
12/11/2017 2:25:00 AM,35,NULL,0.06,3.0,NULL,NULL,1133
12/11/2017 8:00:00 PM,NULL,3,0.10,1.6,15,14,1134
12/12/2017 2:30:00 AM,35,NULL,0.06,1.8,NULL,NULL,1135
12/13/2017 1:50:00 AM,35,NULL,0.06,1.8,NULL,NULL,1136
12/14/2017 1:24:00 AM,35,NULL,0.06,2.4,NULL,NULL,1137
12/15/2017 1:30:00 AM,30,NULL,0.06,3.6,NULL,NULL,1138
12/18/2017 2:17:00 AM,35,NULL,0.13,2.7,NULL,NULL,1139
12/19/2017 2:06:00 AM,30,NULL,0.12,2.4,NULL,NULL,1140
12/19/2017 8:00:00 PM,NULL,3,0.10,NULL,NULL,NULL,1141
12/20/2017 2:38:00 AM,35,NULL,0.11,2.7,NULL,NULL,1142
12/21/2017 1:08:00 AM,35,NULL,0.13,2.5,NULL,NULL,1143
12/22/2017 2:13:00 AM,20,NULL,0.12,2.7,NULL,NULL,1144
12/24/2017 2:05:00 AM,30,NULL,0.13,2.3,NULL,NULL,1145
12/27/2017 1:30:00 AM,15,NULL,0.09,4.5,NULL,NULL,1146
12/27/2017 8:00:00 PM,NULL,2,0.40,1.2,22,21,1147
12/28/2017 1:29:00 AM,20,NULL,0.08,2.8,NULL,NULL,1148
12/29/2017 12:43:00 AM,30,NULL,0.07,2.4,NULL,NULL,1149
12/30/2017 12:00:00 AM,30,NULL,0.06,2.4,NULL,NULL,1150
3/10/2017 2:13:00 AM,30,NULL,0.08,2.7,NULL,NULL,1151
3/11/2017 12:53:00 AM,25,NULL,0.10,2.0,NULL,NULL,1152
3/14/2017 1:59:00 AM,20,NULL,0.16,2.1,NULL,NULL,1153
3/15/2017 1:15:00 AM,21,NULL,0.09,2.8,NULL,NULL,1154
3/15/2017 8:00:00 PM,NULL,3,0.10,NULL,NULL,NULL,1155
3/16/2017 2:49:00 AM,30,NULL,0.15,3.0,NULL,NULL,1156
3/17/2017 4:49:00 AM,30,NULL,0.13,3.8,NULL,NULL,1157
3/20/2017 3:07:00 AM,16,NULL,0.14,2.1,NULL,NULL,1158
3/20/2017 8:00:00 PM,NULL,3,0.10,1.7,15,14,1159
3/21/2017 4:23:00 AM,26,NULL,0.06,2.6,NULL,NULL,1160
3/22/2017 1:56:00 AM,30,NULL,0.09,3.1,NULL,NULL,1161
3/23/2017 1:56:00 AM,25,NULL,0.11,2.6,NULL,NULL,1162
3/24/2017 2:01:00 AM,26,NULL,0.10,2.7,NULL,NULL,1163
3/27/2017 2:37:00 AM,30,NULL,0.12,3.0,NULL,NULL,1164
3/28/2017 1:27:00 AM,21,NULL,0.10,4.0,NULL,NULL,1165
3/28/2017 8:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1166
3/29/2017 1:07:00 AM,28,NULL,0.05,2.4,NULL,NULL,1167
3/30/2017 1:38:00 AM,30,NULL,0.07,2.8,NULL,NULL,1168
3/31/2017 1:42:00 AM,25,NULL,0.10,2.6,NULL,NULL,1169
4/2/2017 9:00:00 PM,NULL,2,0.10,2.4,17,14,1170
4/3/2017 3:53:00 AM,30,NULL,0.21,4.0,NULL,NULL,1171
4/4/2017 2:16:00 AM,38,NULL,0.15,1.6,NULL,NULL,1172
4/5/2017 3:09:00 AM,25,NULL,1.00,2.2,NULL,NULL,1173
4/6/2017 2:26:00 AM,20,NULL,0.05,2.1,NULL,NULL,1174
4/7/2017 2:38:00 AM,30,NULL,0.05,2.1,NULL,NULL,1175
4/10/2017 4:03:00 AM,25,NULL,0.09,2.2,NULL,NULL,1176
4/10/2017 9:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1177
4/11/2017 3:57:00 AM,28,NULL,0.06,2.0,NULL,NULL,1178
4/12/2017 2:40:00 AM,25,NULL,0.04,3.3,NULL,NULL,1179
4/13/2017 3:30:00 AM,29,NULL,0.06,2.6,NULL,NULL,1180
4/18/2017 2:42:00 AM,25,NULL,0.15,1.6,NULL,NULL,1181
4/18/2017 9:00:00 PM,NULL,2,0.10,1.3,19,18,1182
4/19/2017 2:08:00 AM,23,NULL,0.09,3.0,NULL,NULL,1183
4/20/2017 2:03:00 AM,26,NULL,0.09,2.7,NULL,NULL,1184
4/21/2017 2:24:00 AM,28,NULL,0.08,1.8,NULL,NULL,1185
4/24/2017 2:39:00 AM,27,NULL,0.09,5.0,NULL,NULL,1186
4/26/2017 2:22:00 AM,20,NULL,0.05,3.5,NULL,NULL,1187
4/26/2017 9:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1188
4/27/2017 3:04:00 AM,25,NULL,0.10,2.0,NULL,NULL,1189
4/28/2017 2:52:00 AM,30,NULL,0.04,2.2,NULL,NULL,1190
5/1/2017 2:34:00 AM,40,NULL,0.08,3.7,NULL,NULL,1191
5/2/2017 2:25:00 AM,26,NULL,0.10,5.0,NULL,NULL,1192
5/2/2017 9:00:00 PM,NULL,2,0.10,1.7,16,14,1193
5/3/2017 2:50:00 AM,30,NULL,NULL,2.5,NULL,NULL,1194
5/4/2017 2:40:00 AM,29,NULL,0.08,4.0,NULL,NULL,1195
5/5/2017 2:02:00 AM,33,NULL,0.08,2.7,NULL,NULL,1196
5/8/2017 2:52:00 AM,30,NULL,0.09,2.8,NULL,NULL,1197
5/9/2017 2:40:00 AM,29,NULL,0.08,2.6,NULL,NULL,1198
5/10/2017 3:23:00 AM,25,NULL,0.08,2.0,NULL,NULL,1199
5/10/2017 9:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1200
12/18/2018 2:06:00 AM,15,NULL,0.24,3.2,NULL,NULL,1201
6/28/2018 2:59:00 AM,20,NULL,0.16,1.4,NULL,NULL,1202
12/18/2018 8:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1203
12/19/2018 2:13:00 AM,24,NULL,0.10,4.3,NULL,NULL,1204
6/29/2018 3:00:00 AM,25,NULL,0.36,1.9,NULL,NULL,1205
12/20/2018 12:53:00 AM,20,NULL,0.01,3.7,NULL,NULL,1206
7/2/2018 3:22:00 AM,20,NULL,0.06,1.5,NULL,NULL,1207
12/21/2018 2:09:00 AM,15,NULL,0.13,3.5,NULL,NULL,1208
7/2/2018 9:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1209
12/24/2018 4:02:00 AM,4,NULL,NULL,NULL,NULL,NULL,1210
7/3/2018 2:51:00 AM,30,NULL,0.06,1.8,NULL,NULL,1211
12/27/2018 3:53:00 AM,2,NULL,NULL,NULL,NULL,NULL,1212
7/4/2018 2:59:00 AM,20,NULL,0.08,1.0,NULL,NULL,1213
12/27/2018 8:00:00 PM,NULL,2,0.10,1.3,18,17,1214
7/5/2018 2:38:00 AM,25,NULL,0.08,1.6,NULL,NULL,1215
12/28/2018 4:05:00 AM,4,NULL,NULL,NULL,NULL,NULL,1216
7/6/2018 2:30:00 AM,15,NULL,0.05,1.1,NULL,NULL,1217
12/31/2018 3:54:00 AM,6,NULL,NULL,NULL,NULL,NULL,1218
7/8/2018 9:00:00 PM,NULL,2,0.10,1.5,17,16,1219
1/2/2019 3:39:00 AM,2,NULL,NULL,NULL,NULL,NULL,1220
7/9/2018 5:49:00 AM,2,NULL,0.05,1.4,NULL,NULL,1221
1/3/2019 3:27:00 AM,2,NULL,NULL,NULL,NULL,NULL,1222
1/3/2019 8:00:00 PM,NULL,3,0.10,NULL,NULL,NULL,1223
7/10/2018 4:57:00 AM,10,NULL,0.06,NULL,NULL,NULL,1224
1/4/2019 3:46:00 AM,2,NULL,NULL,NULL,NULL,NULL,1225
1/7/2019 1:58:00 AM,20,NULL,0.20,1.8,NULL,NULL,1226
7/11/2018 4:52:00 AM,24,NULL,0.04,NULL,NULL,NULL,1227
1/8/2019 1:34:00 AM,15,NULL,0.13,1.9,NULL,NULL,1228
7/11/2018 5:18:00 AM,NULL,NULL,NULL,1.3,NULL,NULL,1229
1/9/2019 2:15:00 AM,25,NULL,0.01,2.0,NULL,NULL,1230
7/12/2018 4:49:00 AM,7,NULL,0.04,1.5,NULL,NULL,1231
1/9/2019 1:00:00 PM,NULL,2,0.10,1.5,10,8,1232
7/13/2018 4:44:00 AM,5,NULL,0.03,NULL,NULL,NULL,1233
1/10/2019 1:23:00 AM,25,NULL,0.10,2.4,NULL,NULL,1234
7/16/2018 4:39:00 AM,16,NULL,0.03,NULL,NULL,NULL,1235
1/11/2019 1:20:00 AM,30,NULL,0.16,4.0,NULL,NULL,1236
7/16/2018 9:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1237
1/14/2019 1:20:00 AM,NULL,NULL,1.00,3.5,NULL,NULL,1238
7/17/2018 4:41:00 AM,11,NULL,0.08,NULL,NULL,NULL,1239
1/15/2019 1:26:00 AM,20,NULL,0.10,3.7,NULL,NULL,1240
7/18/2018 4:26:00 AM,10,NULL,0.07,1.8,NULL,NULL,1241
1/15/2019 8:00:00 PM,NULL,4,0.10,NULL,NULL,NULL,1242
7/19/2018 4:33:00 AM,23,NULL,0.06,NULL,NULL,NULL,1243
1/16/2019 2:13:00 AM,16,NULL,0.12,3.8,NULL,NULL,1244
7/20/2018 4:49:00 AM,10,NULL,0.06,NULL,NULL,NULL,1245
1/17/2019 3:10:00 AM,16,NULL,0.06,1.6,NULL,NULL,1246
7/23/2018 4:43:00 AM,15,NULL,0.12,NULL,NULL,NULL,1247
7/23/2018 5:19:00 AM,NULL,NULL,NULL,1.9,NULL,NULL,1248
1/18/2019 2:47:00 AM,20,NULL,0.09,2.8,NULL,NULL,1249
7/24/2018 4:26:00 AM,5,NULL,0.09,1.6,NULL,NULL,1250
1/21/2019 1:16:00 AM,25,NULL,0.01,3.3,NULL,NULL,1251
7/24/2018 9:00:00 PM,NULL,2,0.20,1.5,16,15,1252
1/21/2019 8:00:00 PM,NULL,2,0.10,1.6,18,17,1253
7/25/2018 2:29:00 AM,20,NULL,0.08,1.6,NULL,NULL,1254
1/22/2019 1:12:00 AM,25,NULL,0.10,3.3,NULL,NULL,1255
10/19/2018 1:49:00 AM,25,NULL,0.25,5.2,NULL,NULL,1256
2/18/2019 1:02:00 AM,30,NULL,0.16,3.8,NULL,NULL,1257
7/26/2018 1:42:00 AM,25,NULL,0.05,1.0,NULL,NULL,1258
7/27/2018 2:53:00 AM,29,NULL,0.06,1.0,NULL,NULL,1259
7/30/2018 3:08:00 AM,25,NULL,0.10,2.0,NULL,NULL,1260
7/31/2018 2:06:00 AM,25,NULL,0.08,1.6,NULL,NULL,1261
8/1/2018 2:20:00 AM,25,NULL,0.09,1.0,NULL,NULL,1262
8/1/2018 9:00:00 PM,NULL,3,0.10,NULL,NULL,NULL,1263
8/2/2018 2:43:00 AM,25,NULL,0.09,1.6,NULL,NULL,1264
8/3/2018 2:41:00 AM,25,NULL,0.09,1.7,NULL,NULL,1265
8/6/2018 2:48:00 AM,20,NULL,0.09,1.1,NULL,NULL,1266
8/7/2018 2:31:00 AM,25,NULL,0.09,1.1,NULL,NULL,1267
8/8/2018 2:40:00 AM,24,NULL,0.09,1.7,NULL,NULL,1268
8/9/2018 2:12:00 AM,25,NULL,0.09,2.2,NULL,NULL,1269
8/9/2018 9:00:00 PM,NULL,2,0.10,1.5,15,13,1270
8/10/2018 2:21:00 AM,20,NULL,0.06,1.7,NULL,NULL,1271
8/13/2018 2:18:00 AM,25,NULL,0.08,1.1,NULL,NULL,1272
8/14/2018 2:15:00 AM,25,NULL,0.10,1.4,NULL,NULL,1273
8/15/2018 2:20:00 AM,30,NULL,0.11,1.5,NULL,NULL,1274
8/15/2018 9:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1275
8/16/2018 2:47:00 AM,30,NULL,0.09,1.2,NULL,NULL,1276
8/17/2018 2:06:00 AM,30,NULL,0.09,1.3,NULL,NULL,1277
8/20/2018 2:57:00 AM,20,NULL,0.08,1.4,NULL,NULL,1278
8/21/2018 2:43:00 AM,15,NULL,0.04,1.1,NULL,NULL,1279
8/21/2018 9:00:00 PM,NULL,2,0.10,1.0,14,13,1280
8/22/2018 3:56:00 AM,10,NULL,0.08,1.1,NULL,NULL,1281
8/23/2018 2:23:00 AM,25,NULL,0.06,1.4,NULL,NULL,1282
1/2/2018 1:20:00 AM,25,NULL,0.07,1.2,NULL,NULL,1283
2/28/2018 1:38:00 AM,26,NULL,0.00,2.7,NULL,NULL,1284
3/1/2018 1:42:00 AM,20,NULL,0.05,1.5,NULL,NULL,1285
8/24/2018 2:51:00 AM,20,NULL,0.05,1.4,NULL,NULL,1286
1/3/2018 1:37:00 AM,30,NULL,0.09,1.8,NULL,NULL,1287
3/2/2018 1:36:00 AM,20,NULL,0.05,2.1,NULL,NULL,1288
10/22/2018 1:55:00 AM,25,NULL,0.12,2.8,NULL,NULL,1289
2/19/2019 1:30:00 AM,25,NULL,0.09,3.3,NULL,NULL,1290
8/27/2018 2:52:00 AM,25,NULL,0.06,2.4,NULL,NULL,1291
1/4/2018 1:07:00 AM,30,NULL,7.00,2.6,NULL,NULL,1292
1/23/2019 1:41:00 AM,25,NULL,0.33,3.0,NULL,NULL,1293
3/4/2018 11:42:00 PM,NULL,NULL,0.06,1.8,NULL,NULL,1294
10/22/2018 8:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1295
2/20/2019 1:05:00 AM,25,NULL,0.10,4.0,NULL,NULL,1296
8/27/2018 9:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1297
1/4/2018 8:00:00 PM,NULL,3,0.20,NULL,NULL,NULL,1298
1/24/2019 12:52:00 AM,25,NULL,0.16,4.5,NULL,NULL,1299
3/5/2018 8:00:00 PM,NULL,2,0.10,1.6,17,15,1300
10/23/2018 2:00:00 AM,25,NULL,0.18,2.3,NULL,NULL,1301
2/20/2019 8:00:00 PM,NULL,2,0.10,1.5,13,11,1302
8/28/2018 2:46:00 AM,15,NULL,0.06,1.2,NULL,NULL,1303
1/5/2018 1:35:00 AM,30,NULL,0.06,1.8,NULL,NULL,1304
1/25/2019 4:27:00 AM,2,NULL,NULL,NULL,NULL,NULL,1305
3/6/2018 2:30:00 AM,20,NULL,0.05,1.0,NULL,NULL,1306
10/24/2018 2:01:00 AM,25,NULL,0.15,6.0,NULL,NULL,1307
2/21/2019 1:21:00 AM,30,NULL,0.15,1.3,NULL,NULL,1308
8/29/2018 2:23:00 AM,20,NULL,0.08,2.6,NULL,NULL,1309
1/8/2018 2:21:00 AM,35,NULL,0.09,2.5,NULL,NULL,1310
1/26/2019 12:31:00 AM,25,NULL,0.10,3.9,NULL,NULL,1311
3/7/2018 3:02:00 AM,30,NULL,0.12,1.9,NULL,NULL,1312
10/25/2018 1:16:00 AM,25,NULL,0.20,2.0,NULL,NULL,1313
2/22/2019 1:26:00 AM,25,NULL,0.10,2.5,NULL,NULL,1314
8/30/2018 1:55:00 AM,30,NULL,0.20,1.9,NULL,NULL,1315
1/9/2018 2:10:00 AM,35,NULL,0.09,2.6,NULL,NULL,1316
1/29/2019 1:25:00 AM,20,NULL,0.09,2.8,NULL,NULL,1317
3/8/2018 1:48:00 AM,25,NULL,0.11,1.1,NULL,NULL,1318
10/26/2018 1:06:00 AM,30,NULL,0.15,2.2,NULL,NULL,1319
2/25/2019 1:30:00 AM,25,NULL,0.10,3.8,NULL,NULL,1320
8/31/2018 2:37:00 AM,20,NULL,0.04,1.3,NULL,NULL,1321
1/10/2018 2:01:00 AM,33,NULL,0.09,1.9,NULL,NULL,1322
1/29/2019 8:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1323
3/9/2018 2:44:00 AM,25,NULL,0.14,1.0,NULL,NULL,1324
10/29/2018 1:58:00 AM,22,NULL,0.14,4.5,NULL,NULL,1325
2/25/2019 11:54:00 PM,15,NULL,0.08,3.4,NULL,NULL,1326
9/3/2018 2:14:00 AM,25,NULL,0.09,1.0,NULL,NULL,1327
1/10/2018 8:00:00 PM,NULL,2,0.10,1.8,15,13,1328
1/30/2019 1:41:00 AM,20,NULL,0.17,2.0,NULL,NULL,1329
3/10/2018 12:43:00 AM,25,NULL,0.11,1.7,NULL,NULL,1330
10/30/2018 1:27:00 AM,23,NULL,0.16,3.6,NULL,NULL,1331
2/26/2019 8:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1332
9/4/2018 2:07:00 AM,25,NULL,0.09,2.0,NULL,NULL,1333
1/11/2018 1:59:00 AM,35,NULL,0.09,2.2,NULL,NULL,1334
1/30/2019 11:44:00 PM,23,NULL,0.02,1.7,NULL,NULL,1335
3/13/2018 1:53:00 AM,25,NULL,0.07,2.1,NULL,NULL,1336
10/30/2018 8:00:00 PM,NULL,2,0.10,1.9,17,15,1337
2/27/2019 1:20:00 AM,25,NULL,0.05,2.5,NULL,NULL,1338
9/4/2018 9:00:00 PM,NULL,2,0.10,1.6,16,15,1339
1/12/2018 1:36:00 AM,35,NULL,0.09,2.1,NULL,NULL,1340
2/1/2019 2:00:00 AM,20,NULL,0.10,4.2,NULL,NULL,1341
3/13/2018 8:00:00 PM,NULL,2,0.20,NULL,NULL,NULL,1342
10/31/2018 1:12:00 AM,25,NULL,0.13,2.6,NULL,NULL,1343
2/28/2019 1:05:00 AM,25,NULL,0.10,2.4,NULL,NULL,1344
9/5/2018 3:06:00 AM,35,NULL,0.13,1.1,NULL,NULL,1345
1/15/2018 1:33:00 AM,30,NULL,0.10,2.5,NULL,NULL,1346
2/4/2019 1:47:00 AM,25,NULL,0.14,2.9,NULL,NULL,1347
3/14/2018 2:09:00 AM,25,NULL,0.06,1.5,NULL,NULL,1348
11/1/2018 1:06:00 AM,25,NULL,0.10,2.2,NULL,NULL,1349
11/2/2018 1:17:00 AM,25,NULL,0.21,2.3,NULL,NULL,1350
11/5/2018 1:29:00 AM,25,NULL,0.08,2.4,NULL,NULL,1351
11/7/2018 2:23:00 AM,20,NULL,0.43,3.7,NULL,NULL,1352
11/8/2018 1:46:00 AM,20,NULL,0.18,5.0,NULL,NULL,1353
11/8/2018 8:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1354
11/9/2018 1:39:00 AM,25,NULL,0.10,3.2,NULL,NULL,1355
11/12/2018 3:53:00 AM,5,NULL,NULL,NULL,NULL,NULL,1356
11/13/2018 3:23:00 AM,4,NULL,0.04,2.9,NULL,NULL,1357
11/14/2018 3:43:00 AM,4,NULL,NULL,NULL,NULL,NULL,1358
11/14/2018 8:00:00 PM,NULL,2,0.10,1.3,13,12,1359
11/15/2018 3:59:00 AM,9,NULL,NULL,NULL,NULL,NULL,1360
11/16/2018 3:42:00 AM,4,NULL,NULL,NULL,NULL,NULL,1361
11/16/2018 4:34:00 AM,NULL,NULL,0.09,3.6,NULL,NULL,1362
11/19/2018 2:10:00 AM,20,NULL,0.31,3.1,NULL,NULL,1363
11/20/2018 1:26:00 AM,16,NULL,0.14,1.6,NULL,NULL,1364
11/20/2018 8:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1365
11/21/2018 2:14:00 AM,20,NULL,0.14,2.1,NULL,NULL,1366
11/23/2018 1:52:00 AM,20,NULL,0.13,3.3,NULL,NULL,1367
11/26/2018 1:52:00 AM,20,NULL,0.30,4.8,NULL,NULL,1368
11/26/2018 8:00:00 PM,NULL,2,0.10,1.3,14,13,1369
11/27/2018 1:20:00 AM,20,NULL,0.30,2.6,NULL,NULL,1370
11/28/2018 1:48:00 AM,18,NULL,0.18,4.6,NULL,NULL,1371
11/29/2018 2:19:00 AM,25,NULL,0.08,3.8,NULL,NULL,1372
11/30/2018 1:25:00 AM,20,NULL,0.12,3.8,NULL,NULL,1373
12/2/2018 8:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1374
12/3/2018 2:06:00 AM,17,NULL,0.14,4.9,NULL,NULL,1375
12/4/2018 1:28:00 AM,15,NULL,0.07,4.2,NULL,NULL,1376
12/5/2018 1:50:00 AM,15,NULL,0.14,3.0,NULL,NULL,1377
12/6/2018 1:10:00 AM,20,NULL,0.30,3.9,NULL,NULL,1378
12/7/2018 1:34:00 AM,30,NULL,0.13,4.4,NULL,NULL,1379
12/10/2018 1:41:00 AM,25,NULL,0.07,4.2,NULL,NULL,1380
12/10/2018 8:00:00 PM,NULL,2,0.10,1.3,13,11,1381
