Collected date,Month,Total phosphorus [ug/L],Collection site
2024-05-27,May,714.0,4002700902
2024-06-24,Jun,80.5,4002700702
2024-06-24,Jun,109.0,4002700902
2024-06-24,Jun,84.9,4002701502
2024-06-24,Jun,222.0,4002701702
2024-06-24,Jun,176.0,4002701602
2024-06-24,Jun,210.0,4002700802
2024-10-09,Oct,14.6,17002114002
2024-10-09,Oct,14.3,17002107002
2024-10-09,Oct,12.1,17002101802
2024-10-09,Oct,14.0,17002107702
2024-05-28,May,91.1,9000100402
2024-05-28,May,56.8,9000800702
2024-05-28,May,105.0,9000100502
2024-09-16,Sep,55.5,16018407502
2024-05-13,May,52.5,4001302502
2024-05-13,May,19.2,4001304102
2024-10-17,Oct,16.1,3013304002
2024-09-16,Sep,17.2,16018412602
2024-09-16,Sep,15.4,16018406702
2024-08-05,Aug,31.6,8012304402
2024-08-05,Aug,10.4,8012305002
2024-10-09,Oct,4.8,17002105202
2024-11-09,Nov,13.0,17002106502
2024-11-09,Nov,24.1,17002106702
2024-05-28,May,145.0,9000800602
2024-05-28,May,101.0,9000800502
2024-05-28,May,119.0,6005000202
2024-06-25,Jun,72.4,9000800502
2024-06-25,Jun,35.0,9000800702
2024-09-07,Sep,15.1,8005600102
2024-09-07,Sep,18.2,8005603702
2024-09-07,Sep,299.0,8005602002
2024-09-07,Sep,29.3,8005603502
2024-09-07,Sep,19.9,8005603802
2024-09-07,Sep,230.0,8005604102
2024-12-11,Dec,18.6,6010800102
2024-12-11,Dec,18.9,6011100802
2024-12-11,Dec,10.7,6011100302
2024-12-11,Dec,51.5,6010800202
2024-12-11,Dec,28.3,6011600102
2024-12-11,Dec,25.5,6011200302
2024-12-11,Dec,6.1,6011600602
2024-07-22,Jul,111.0,4002700702
2024-07-22,Jul,222.0,4002700402
2024-07-22,Jul,256.0,4002701702
2024-07-22,Jul,269.0,4002700802
2024-07-22,Jul,140.0,4002701502
2024-07-22,Jul,210.0,4002700902
2024-07-22,Jul,147.0,4002701202
2024-08-26,Aug,81.8,4002700802
2024-08-26,Aug,33.7,4002701202
2024-11-09,Nov,10.1,17002114102
2024-11-09,Nov,13.9,17002114302
2024-11-09,Nov,11.8,17002101702
2024-06-25,Jun,79.5,9000100402
2024-06-25,Jun,46.9,9000100502
2024-06-25,Jun,342.0,6005000202
2024-06-25,Jun,102.0,9000800602
2024-07-23,Jul,61.0,9000100402
2024-07-23,Jul,393.0,6005000202
2024-08-13,Aug,26.8,8005603502
2024-08-13,Aug,64.3,8005604102
2024-08-13,Aug,83.8,8005602002
2024-08-13,Aug,61.1,8005600902
2024-10-31,Oct,22.1,9000800502
2024-08-13,Aug,23.0,8005600202
2024-08-13,Aug,21.0,8005600302
2024-08-13,Aug,11.0,8005600102
2024-01-17,Jan,9.6,6007601502
2024-01-17,Jan,14.0,6007602202
2024-01-17,Jan,31.5,6007600602
2024-01-17,Jan,9.1,6007605102
2024-01-17,Jan,29.7,6007600302
2024-01-17,Jan,11.2,6007600802
2024-08-26,Aug,27.4,4002701502
2024-08-26,Aug,28.2,4002701602
2024-08-26,Aug,29.2,4002700702
2024-09-23,Sep,187.0,4002700402
2024-09-23,Sep,144.0,4002700802
2024-09-23,Sep,83.3,4002701602
2024-08-26,Aug,84.2,4002700402
2024-08-26,Aug,194.0,4002700902
2024-08-26,Aug,58.2,4002701702
2024-09-23,Sep,73.4,4002701702
2024-07-23,Jul,46.7,9000100502
2024-07-23,Jul,79.0,9000800702
2024-07-23,Jul,79.4,9000800602
2024-07-23,Jul,66.8,9000800502
2024-11-09,Nov,16.4,17002101602
2024-11-09,Nov,11.4,17002114202
2024-11-09,Nov,9.2,17002100702
2024-08-10,Aug,14.7,17002114402
2024-08-10,Aug,8.2,17002107702
2024-08-10,Aug,9.7,17002101802
2024-08-10,Aug,4.0,17002105202
2024-08-13,Aug,27.0,8005603902
2024-08-13,Aug,23.9,8007600202
2024-08-13,Aug,14.5,8007600102
2024-08-13,Aug,14.8,8005603702
2024-09-09,Sep,122.0,8005604102
2024-01-17,Jan,22.7,6007602302
2024-01-17,Jan,17.3,6007601802
2024-01-17,Jan,57.1,6007601702
2024-01-17,Jan,7.8,6006800102
2024-01-17,Jan,45.5,6007600402
2024-01-17,Jan,19.6,6007601002
2024-01-17,Jan,8.7,6007600502
2024-01-17,Jan,20.7,6007605202
2024-01-17,Jan,26.5,6007601602
2024-02-21,Feb,9.7,6007601502
2024-02-21,Feb,19.3,6007601702
2024-02-21,Feb,24.0,6007601602
2024-08-27,Aug,321.0,6005000202
2024-08-27,Aug,45.3,9000800602
2024-08-27,Aug,52.8,9000800502
2024-08-27,Aug,39.8,9000100502
2024-08-27,Aug,296.0,9000100402
2024-08-27,Aug,85.9,9000800702
2024-09-25,Sep,38.1,9000800502
2024-09-25,Sep,95.9,9000100502
2024-09-25,Sep,57.3,9000800602
2024-09-25,Sep,87.9,9000800702
2024-09-25,Sep,87.9,6005000202
2024-09-25,Sep,156.0,9000100402
2024-10-31,Oct,28.6,9000800702
2024-10-31,Oct,119.0,6005000202
2024-10-31,Oct,211.0,9000100402
2024-09-23,Sep,58.3,4002700702
2024-09-23,Sep,162.0,4002700902
2024-09-23,Sep,36.9,4002701502
2024-09-23,Sep,72.9,4002701202
2024-10-28,Oct,17.6,4002701502
2024-10-28,Oct,71.7,4002701702
2024-10-28,Oct,38.5,4002700702
2024-10-28,Oct,118.0,4002700902
2024-10-28,Oct,86.1,4002700402
2024-10-28,Oct,73.8,4002700802
2024-10-28,Oct,34.7,4002701602
2024-10-28,Oct,14.6,4002701202
2024-08-10,Aug,20.6,17002103802
2024-08-10,Aug,13.7,17002100802
2024-08-10,Aug,11.3,17002107002
2024-08-10,Aug,8.9,17002114002
2024-02-21,Feb,21.0,6007605202
2024-02-21,Feb,9.1,6007605102
2024-02-21,Feb,14.8,6007601802
2024-02-21,Feb,13.3,6007601002
2024-02-21,Feb,9.6,6006800102
2024-02-21,Feb,12.6,6007600802
2024-02-21,Feb,67.2,6007602202
2024-02-21,Feb,15.2,6007605002
2024-02-21,Feb,18.1,6007600302
2024-09-09,Sep,127.0,8005602002
2024-09-09,Sep,27.1,8005600302
2024-09-09,Sep,11.9,8005600102
2024-09-09,Sep,108.0,8005600902
2024-09-09,Sep,34.6,8005603902
2024-10-31,Oct,119.0,9000100502
2024-10-31,Oct,44.4,9000800602
2024-11-26,Nov,28.9,9000800602
2024-11-27,Nov,214.0,9000100402
2024-09-10,Sep,14.5,17002106502
2024-09-10,Sep,10.3,17002114102
2024-09-10,Sep,11.6,17002100702
2024-02-21,Feb,34.2,6007602302
2024-02-21,Feb,34.2,6007600402
2024-02-21,Feb,33.9,6007600602
2024-02-21,Feb,9.0,6007600502
2024-09-10,Sep,12.9,17002114202
2024-09-09,Sep,39.8,8005600202
2024-01-16,Jan,87.5,4002700702
2024-01-16,Jan,168.0,4002701602
2024-09-04,Sep,15.8,17002104102
2024-09-04,Sep,6.4,17002102502
2024-07-24,Jul,5.3,17002600902
2024-02-28,Feb,150.0,6002400102
2024-02-28,Feb,66.7,6001700702
2024-10-16,Oct,16.9,12007301102
2024-09-10,Sep,21.9,17002101602
2024-09-10,Sep,15.8,17002106702
2024-09-09,Sep,15.6,8005603702
2024-09-09,Sep,38.8,8005603502
2024-09-09,Sep,17.7,8005603802
2024-09-09,Sep,21.3,8007600202
2024-09-09,Sep,15.9,8007600102
2024-08-10,Aug,11.6,8005603702
2024-08-10,Aug,93.0,8005604102
2024-09-12,Sep,18.1,4002701502
2024-09-12,Sep,115.0,4002700402
2024-09-12,Sep,30.0,4002700702
2024-01-16,Jan,248.0,4002700402
2024-09-12,Sep,79.5,4002700802
2024-09-12,Sep,35.4,4002701602
2024-09-12,Sep,128.0,4002701202
2024-09-12,Sep,65.0,4002701702
2024-01-16,Jan,117.0,4002701202
2024-01-16,Jan,276.0,4002700802
2024-01-16,Jan,77.7,4002701502
2024-09-09,Sep,17.8,16015901002
2024-02-28,Feb,65.3,8004000202
2024-02-28,Feb,39.7,8002100202
2024-06-13,Jun,18.1,16018402902
2024-06-13,Jun,17.2,16018411702
2024-06-13,Jun,18.4,16018407402
2024-06-13,Jun,75.6,16018407702
2024-06-13,Jun,86.1,16018401602
2024-06-24,Jun,81.8,16018403502
2024-06-24,Jun,34.3,16018410602
2024-06-27,Jun,82.3,16018407502
2024-06-27,Jun,49.3,16018407702
2024-06-27,Jun,27.0,16018409902
2024-06-27,Jun,25.0,16018415602
2024-03-01,Mar,13.2,3013301902
2024-05-02,May,15.5,3013301902
2024-05-02,May,21.8,3013303002
2024-05-02,May,11.2,3013301302
2024-05-02,May,6.9,18607008002
2024-03-13,Mar,10.7,18607008002
2024-03-13,Mar,15.0,3013301302
2024-03-13,Mar,27.7,3013303002
2024-03-13,Mar,20.2,3013301902
2024-03-04,Mar,16.2,18607006002
2024-03-04,Mar,9.1,18607002002
2024-03-04,Mar,13.0,18000036002
2024-03-04,Mar,9.2,18607008002
2024-02-14,Feb,52.3,4001304402
2024-03-18,Mar,127.0,4001301602
2024-03-18,Mar,28.2,4001304102
2024-03-19,Mar,75.8,4001304702
2024-03-19,Mar,46.4,4001302902
2024-07-15,Jul,66.5,18003303602
2024-07-15,Jul,16.3,18003302302
2024-10-22,Oct,3.1,1010400202
2024-10-22,Oct,26.0,1010700402
2024-11-18,Nov,3.4,1010400202
2024-11-18,Nov,74.9,1010800102
2024-11-18,Nov,1.5,1010500102
2024-11-18,Nov,8.4,1010800602
2024-11-18,Nov,3.0,1010700202
2024-11-18,Nov,7.3,1010600202
2024-11-18,Nov,10.5,1010700402
2024-08-19,Aug,40.3,18003303102
2024-08-19,Aug,26.5,18003302902
2024-08-19,Aug,59.2,18003303602
2024-08-19,Aug,30.4,18003303702
2024-08-19,Aug,18.3,18003302602
2024-08-19,Aug,20.9,18003303502
2024-03-18,Mar,70.4,4001302502
2024-03-18,Mar,57.1,4001306402
2024-03-19,Mar,26.1,4001306302
2024-02-28,Feb,46.9,8002201002
2024-02-28,Feb,51.7,8002201602
2024-02-28,Feb,82.7,8002200702
2024-02-28,Feb,96.7,8002201902
2024-02-28,Feb,47.3,8002202002
2024-06-27,Jun,20.5,16018413102
2024-06-27,Jun,17.4,16018412602
2024-06-27,Jun,31.8,16018406702
2024-06-27,Jun,31.9,16018409102
2024-06-27,Jun,33.4,16018403602
2024-06-27,Jun,19.2,16018410202
2024-06-27,Jun,24.9,16018409002
2024-06-27,Jun,16.8,16018403702
2024-02-07,Feb,46.5,16018409202
2024-02-07,Feb,115.0,16018409302
2024-02-07,Feb,27.5,16018401002
2024-02-07,Feb,76.7,16018412902
2024-02-07,Feb,37.0,16018410602
2024-02-07,Feb,14.3,16018400902
2024-02-07,Feb,16.4,16018403302
2024-02-07,Feb,99.0,16018412802
2024-02-07,Feb,22.3,16018402702
2024-02-07,Feb,27.3,16018415502
2024-07-15,Jul,52.1,16018410102
2024-07-15,Jul,64.4,16018407702
2024-07-15,Jul,190.0,16018401602
2024-04-04,Apr,36.6,3013301502
2024-04-04,Apr,38.4,3013303002
2024-04-04,Apr,14.8,3013304002
2024-04-04,Apr,17.5,3013301302
2024-04-04,Apr,27.7,3013301902
2024-07-05,Jul,15.4,3013301902
2024-07-05,Jul,13.9,3013304002
2024-07-05,Jul,162.0,3013301302
2024-07-05,Jul,361.0,3013301502
2024-07-05,Jul,305.0,3013303002
2024-10-12,Oct,39.3,1010800602
2024-10-12,Oct,20.7,1010500102
2024-10-12,Oct,60.2,1010800102
2024-10-12,Oct,5.9,1010400202
2024-09-04,Sep,28.3,16012401302
2024-09-04,Sep,29.3,16015901002
2024-09-04,Sep,27.6,16012401102
2024-09-04,Sep,19.8,16012401402
2024-09-04,Sep,30.7,16010900702
2024-08-19,Aug,46.3,18003303402
2024-08-19,Aug,16.4,18003302302
2024-08-19,Aug,24.8,18003300802
2024-09-23,Sep,16.1,18003302602
2024-09-23,Sep,45.6,18003303602
2024-09-23,Sep,12.5,18003302302
2024-09-23,Sep,29.4,18003303102
2024-09-23,Sep,26.6,18003303402
2024-09-23,Sep,21.5,18003303702
2024-09-23,Sep,18.5,18003303502
2024-09-23,Sep,17.6,18003300802
2024-02-28,Feb,31.9,8004000802
2024-02-28,Feb,88.1,8002201202
2024-02-28,Feb,27.1,8002202402
2024-09-03,Sep,303.0,8002202402
2024-03-19,Mar,20.3,8004000202
2024-03-19,Mar,27.0,8004000802
2024-03-19,Mar,28.3,8002201902
2024-03-19,Mar,129.0,8002201202
2024-03-19,Mar,25.2,8002200702
2024-03-19,Mar,65.3,8002202002
2024-03-18,Mar,47.6,4001304402
2024-03-18,Mar,28.4,4001301702
2024-04-15,Apr,67.0,4001305002
2024-04-15,Apr,116.0,4001306602
2024-04-16,Apr,62.2,4001304702
2024-04-15,Apr,55.8,4001309802
2024-04-15,Apr,30.6,4001309402
2024-04-16,Apr,27.8,4001309602
2024-07-15,Jul,139.0,16018405102
2024-07-15,Jul,30.2,16018410302
2024-07-15,Jul,68.4,16018401202
2024-07-15,Jul,80.4,16018411702
2024-07-15,Jul,513.0,16018407402
2024-07-15,Jul,89.3,16018413002
2024-07-15,Jul,516.0,16018412702
2024-07-15,Jul,278.0,16018402902
2024-07-15,Jul,171.0,16018401502
2024-07-17,Jul,191.0,16018403502
2024-07-17,Jul,211.0,16018410602
2024-07-23,Jul,17.4,16018410202
2024-07-23,Jul,51.3,16018413102
2024-07-23,Jul,21.2,16018403602
2024-07-23,Jul,17.9,16018412602
2024-07-23,Jul,24.4,16018403702
2024-07-23,Jul,20.8,16018406702
2024-07-23,Jul,18.7,16018409002
2024-07-23,Jul,17.1,16018410402
2024-07-23,Jul,25.4,16018409102
2024-09-04,Sep,35.1,16010900802
2024-09-04,Sep,35.4,16016400102
2024-09-04,Sep,20.3,16012401202
2024-09-04,Sep,29.3,16015900302
2024-09-04,Sep,17.6,16010901002
2024-05-21,May,89.5,16016400102
2024-05-21,May,38.9,16012401202
2024-05-21,May,52.8,16012401302
2024-08-05,Aug,15.6,18607006002
2024-08-05,Aug,7.6,18607008002
2024-08-05,Aug,10.1,18607002002
2024-08-05,Aug,12.2,18000036002
2024-03-06,Mar,19.1,3013301302
2024-03-06,Mar,72.0,3013301502
2024-03-06,Mar,17.2,3013304002
2024-03-06,Mar,14.2,3013301902
2024-03-06,Mar,50.2,3013303002
2024-03-19,Mar,24.1,8002201002
2024-03-19,Mar,36.8,8002201602
2024-03-19,Mar,87.2,8002100202
2024-03-19,Mar,29.9,8002202402
2024-04-16,Apr,85.1,8002201902
2024-10-28,Oct,25.8,18003303602
2024-10-28,Oct,27.8,18003303102
2024-10-28,Oct,11.9,18003300802
2024-10-28,Oct,17.5,18003303402
2024-10-28,Oct,14.3,18003302902
2024-10-28,Oct,13.4,18003302302
2024-10-28,Oct,13.9,18003303702
2024-10-28,Oct,11.5,18003303502
2024-10-28,Oct,11.9,18003302602
2024-04-15,Apr,32.2,4001309502
2024-04-15,Apr,59.4,4001309002
2024-04-15,Apr,94.7,4001302502
2024-04-16,Apr,16.7,4001306302
2024-04-15,Apr,88.1,4001304202
2024-04-15,Apr,53.8,4001304402
2024-04-15,Apr,81.9,4001306802
2024-11-26,Nov,15.4,9000800702
2024-07-23,Jul,24.4,16018403402
2024-07-23,Jul,44.4,16018407502
2024-07-23,Jul,17.1,16018409902
2024-07-08,Jul,11.9,16018410602
2024-07-08,Jul,37.7,16018412802
2024-07-08,Jul,102.0,16018415502
2024-07-08,Jul,26.4,16018409202
2024-07-08,Jul,104.0,16018409302
2024-07-08,Jul,4.5,16018402702
2024-07-08,Jul,17.1,16018403302
2024-07-08,Jul,130.0,16018412902
2024-07-08,Jul,4.3,16018400902
2024-12-08,Dec,64.6,16018403502
2024-12-08,Dec,15.4,16018410602
2024-08-15,Aug,22.0,16018407402
2024-08-15,Aug,21.5,16018401002
2024-08-15,Aug,11.9,16018411702
2024-08-15,Aug,84.2,16018401602
2024-08-15,Aug,18.6,16018410302
2024-05-21,May,46.8,16012401102
2024-05-21,May,38.4,16010901002
2024-05-21,May,31.7,16015901002
2024-05-21,May,46.7,16010900702
2024-04-16,Apr,118.0,8002201202
2024-04-16,Apr,48.7,8004000802
2024-04-16,Apr,18.6,8004000202
2024-04-16,Apr,94.6,8002202002
2024-04-16,Apr,52.3,8002201602
2024-05-21,May,111.0,16010900802
2024-05-21,May,18.1,16012401402
2024-05-21,May,36.9,16015900302
2024-11-06,Nov,84.4,16012401202
2024-11-06,Nov,170.0,16016400102
2024-11-06,Nov,19.3,16012401402
2024-11-06,Nov,33.3,16015901002
2024-11-06,Nov,110.0,16010900702
2024-05-06,May,24.9,18607006002
2024-05-06,May,10.9,18607002002
2024-05-06,May,10.4,18607008002
2024-05-06,May,14.7,18000036002
2024-03-07,Mar,16.8,3013304002
2024-11-27,Nov,65.4,6005000202
2024-03-07,Mar,31.1,3013301902
2024-03-07,Mar,18.3,3013301302
2024-03-07,Mar,56.5,3013301502
2024-03-07,Mar,36.1,3013303002
2024-11-18,Nov,2.9,18003302302
2024-11-19,Nov,14.3,18003303602
2024-11-19,Nov,3.8,18003303402
2024-11-18,Nov,6.8,18003300802
2024-11-19,Nov,3.7,18003303702
2024-11-19,Nov,4.1,18003302902
2024-11-19,Nov,8.5,18003303102
2024-11-18,Nov,1.7,18003303502
2024-11-18,Nov,2.6,18003302602
2024-09-04,Sep,81.2,8012305602
2024-09-04,Sep,22.1,8012303002
2024-09-04,Sep,12.4,8012300202
2024-09-04,Sep,33.2,8010300102
2024-09-04,Sep,31.6,8010700502
2024-10-04,Oct,16.0,8012304402
2024-10-04,Oct,3.8,8012305802
2024-04-15,Apr,122.0,4001301602
2024-04-15,Apr,29.4,4001309702
2024-04-16,Apr,55.0,4001302902
2024-04-15,Apr,22.5,4001308902
2024-04-16,Apr,96.2,4001301402
2024-04-16,Apr,35.7,4001308602
2024-08-15,Aug,125.0,16018405102
2024-08-15,Aug,36.3,16018402902
2024-08-15,Aug,27.6,16018407702
2024-08-15,Aug,27.4,16018410102
2024-08-15,Aug,25.9,16018413002
2024-08-15,Aug,72.5,16018412702
2024-08-15,Aug,26.8,16018401502
2024-08-15,Aug,29.1,16018401202
2024-08-21,Aug,22.4,16018403702
2024-08-21,Aug,16.2,16018403402
2024-08-21,Aug,115.0,16018407502
2024-08-21,Aug,13.2,16018409902
2024-08-21,Aug,32.6,16018409102
2024-08-21,Aug,31.1,16018403602
2024-08-21,Aug,9.6,16018410202
2024-04-16,Apr,45.7,8002200702
2024-04-16,Apr,122.0,8002100202
2024-04-16,Apr,51.2,8002202402
2024-05-21,May,53.9,8002200702
2024-05-21,May,82.4,8002201202
2024-05-21,May,66.9,8002201902
2024-05-21,May,34.8,8002201602
2024-05-21,May,20.7,8002201002
2024-05-21,May,22.6,8002202002
2024-11-06,Nov,68.1,16012401102
2024-11-06,Nov,212.0,16010900802
2024-11-06,Nov,51.6,16012401302
2024-11-06,Nov,94.6,16010901002
2024-11-06,Nov,31.0,16015900302
2024-08-07,Aug,48.4,16010900702
2024-08-07,Aug,117.0,16010901002
2024-08-07,Aug,19.3,16015901002
2024-08-07,Aug,49.6,16012401202
2024-08-07,Aug,103.0,16010900802
2024-08-07,Aug,32.0,16012401102
2024-08-07,Aug,28.8,16015900302
2024-08-07,Aug,50.7,16012401302
2024-08-07,Aug,87.6,16016400102
2024-04-07,Apr,10.8,18607002002
2024-04-07,Apr,21.0,18607006002
2024-04-07,Apr,12.9,18000036002
2024-04-07,Apr,11.3,18607008002
2024-07-08,Jul,16.1,18607006002
2024-07-08,Jul,10.4,18607002002
2024-07-08,Jul,8.8,18000036002
2024-07-08,Jul,9.0,18607008002
2024-10-04,Oct,24.6,8012305902
2024-10-04,Oct,20.5,8012305102
2024-10-04,Oct,9.8,8012305002
2024-11-04,Nov,6.5,8012305302
2024-04-15,Apr,36.9,4001306402
2024-04-15,Apr,69.1,4001309202
2024-04-15,Apr,61.3,4001308002
2024-04-15,Apr,67.6,4001301702
2024-04-15,Apr,34.0,4001304102
2024-05-13,May,62.3,4001301702
2024-08-21,Aug,17.9,16018413102
2024-08-21,Aug,19.7,16018412602
2024-08-21,Aug,27.9,16018410402
2024-08-21,Aug,22.9,16018406702
2024-08-21,Aug,29.8,16018409002
2024-03-09,Mar,32.4,16018409202
2024-03-09,Mar,29.3,16018410602
2024-03-09,Mar,25.8,16018403302
2024-03-09,Mar,26.2,16018401002
2024-03-09,Mar,109.0,16018409302
2024-03-09,Mar,24.7,16018402702
2024-03-09,Mar,34.2,16018415502
2024-03-09,Mar,88.7,16018412902
2024-03-09,Mar,43.4,16018412802
2024-03-09,Mar,18.9,16018400902
2024-11-09,Nov,19.7,16018401202
2024-11-09,Nov,24.1,16018407402
2024-11-09,Nov,48.4,16018412702
2024-11-09,Nov,14.6,16018401502
2024-11-09,Nov,20.6,16018410102
2024-11-09,Nov,11.0,16018410302
2024-11-09,Nov,26.0,16018402902
2024-05-21,May,19.9,8004000202
2024-05-21,May,35.7,8002100202
2024-05-21,May,15.7,8004000802
2024-05-21,May,61.5,8002202402
2024-06-18,Jun,76.1,8002200702
2024-08-07,Aug,16.2,16012401402
2024-08-13,Aug,21.2,16012401302
2024-08-13,Aug,64.0,16010900702
2024-08-13,Aug,138.0,16010901002
2024-08-08,Aug,10.2,3013301902
2024-08-08,Aug,24.1,3013304002
2024-08-08,Aug,23.4,3013301302
2024-08-08,Aug,42.4,3013301502
2024-08-08,Aug,37.9,3013303002
2024-09-09,Sep,19.2,18607006002
2024-09-09,Sep,15.9,18607002002
2024-09-09,Sep,12.9,18000036002
2024-09-09,Sep,11.7,18607008002
2024-11-09,Nov,16.9,3013301302
2024-11-09,Nov,31.8,3013301502
2024-11-27,Nov,112.0,9000100502
2024-11-27,Nov,25.8,9000800502
2024-03-20,Mar,9.4,6007601502
2024-03-20,Mar,19.5,6007601002
2024-03-20,Mar,12.0,6007600802
2024-03-20,Mar,12.9,6007600402
2024-03-20,Mar,16.4,6007600302
2024-03-20,Mar,28.4,6007605202
2024-03-20,Mar,12.8,6006800102
2024-03-20,Mar,26.1,6007601602
2024-03-20,Mar,45.8,6007600602
2024-03-20,Mar,10.2,6007602202
2024-08-10,Aug,20.2,8007600202
2024-08-10,Aug,29.9,8005600202
2024-09-10,Sep,12.2,17002114302
2024-08-10,Aug,37.9,8005603902
2024-08-10,Aug,13.2,8005603802
2024-08-10,Aug,121.0,8005600902
2024-08-10,Aug,17.0,8005603502
2024-08-10,Aug,17.9,8005600302
2024-08-10,Aug,7.2,8007600102
2024-08-10,Aug,115.0,8005602002
2024-09-10,Sep,11.8,17002101702
2024-12-11,Dec,23.9,17002103802
2024-12-11,Dec,10.9,17002107002
2024-12-11,Dec,11.5,17002100802
2024-12-11,Dec,6.2,17002105202
2024-12-11,Dec,15.7,17002114402
2024-12-11,Dec,10.6,17002101802
2024-12-11,Dec,8.3,17002107702
2024-12-11,Dec,16.0,17002114002
2024-11-13,Nov,6.5,17002114202
2024-11-13,Nov,6.5,17002114302
2024-02-27,Feb,47.6,4002700802
2024-02-27,Feb,16.1,4002701502
2024-02-27,Feb,26.9,4002701202
2024-02-27,Feb,26.9,4002701602
2024-02-27,Feb,29.0,4002700702
2024-02-27,Feb,27.6,4002700402
2024-09-01,Sep,10.2,14002808902
2024-09-01,Sep,13.5,17002111902
2024-09-01,Sep,27.8,17002113702
2024-09-01,Sep,18.8,17002104102
2024-09-01,Sep,30.8,17002105402
2024-03-20,Mar,10.6,6007605102
2024-03-20,Mar,16.6,6007601802
2024-03-20,Mar,16.4,6007601702
2024-03-20,Mar,17.1,6007605002
2024-03-20,Mar,9.3,6007600502
2024-03-20,Mar,30.5,6007602302
2024-04-17,Apr,15.2,6006800102
2024-05-11,May,3.5,8005600102
2024-05-11,May,4.9,8005600202
2024-05-11,May,11.0,8005603902
2024-05-11,May,4.0,8005603802
2024-05-11,May,38.8,8005600902
2024-05-11,May,7.4,8005603502
2024-05-11,May,7.3,8005600302
2024-11-13,Nov,13.7,17002101602
2024-09-01,Sep,52.7,14002800302
2024-05-11,May,1.0,8007600102
2024-05-11,May,325.0,8005604102
2024-11-13,Nov,6.9,17002114102
2024-11-13,Nov,10.3,17002106702
2024-11-13,Nov,8.7,17002106502
2024-11-13,Nov,7.0,17002101702
2024-11-13,Nov,6.5,17002100702
2024-09-01,Sep,8.5,14002802802
2024-02-13,Feb,13.8,14002808902
2024-02-13,Feb,47.5,14002800302
2024-02-13,Feb,9.0,14002802802
2024-12-03,Dec,58.5,14002800302
2024-09-01,Sep,8.6,17002102102
2024-09-01,Sep,5.8,17002102502
2024-09-01,Sep,13.3,17002102302
2024-09-01,Sep,14.9,17002113002
2024-09-01,Sep,7.8,17002107402
2024-09-01,Sep,15.1,17002107502
2024-04-17,Apr,10.5,6007600502
2024-04-17,Apr,17.7,6007600802
2024-04-17,Apr,11.6,6007602202
2024-09-01,Sep,25.7,17002113602
2024-04-17,Apr,31.4,6007605202
2024-04-17,Apr,22.7,6007602302
2024-04-17,Apr,21.8,6007600302
2024-04-17,Apr,23.9,6007601602
2024-04-17,Apr,11.9,6007601502
2024-04-17,Apr,17.7,6007601002
2024-05-11,May,6.2,8007600202
2024-03-12,Mar,33.2,8005603502
2024-03-12,Mar,52.8,8007600202
2024-04-17,Apr,10.1,17002600302
2024-04-17,Apr,7.6,17002602302
2024-03-12,Mar,48.3,8005600202
2024-04-17,Apr,9.8,17002601202
2024-04-17,Apr,15.0,17002600102
2024-04-17,Apr,15.4,17002600202
2024-12-03,Dec,10.4,14002808902
2024-12-03,Dec,15.2,14002802802
2024-09-04,Sep,14.8,14002809002
2024-09-04,Sep,17.6,3013400302
2024-04-17,Apr,26.3,6007600602
2024-04-17,Apr,22.0,6007601702
2024-04-17,Apr,11.8,6007605102
2024-04-17,Apr,14.2,6007601802
2024-04-17,Apr,72.6,6007605002
2024-04-17,Apr,23.0,6007600402
2024-02-13,Feb,6.3,17002107502
2024-02-13,Feb,8.4,17002102302
2024-02-13,Feb,8.7,17002107402
2024-02-13,Feb,28.9,17002113702
2024-02-13,Feb,5.5,17002102502
2024-02-13,Feb,9.8,17002105402
2024-02-27,Feb,11.9,19006401420
2024-05-28,May,11.1,19006404502
2024-05-28,May,8.8,19006401420
2024-04-29,Apr,7.5,19006401420
2024-05-28,May,12.7,19006400102
2024-05-28,May,52.8,19006400402
2024-06-25,Jun,39.9,19006400402
2024-06-25,Jun,14.9,19006400102
2024-04-17,Apr,11.0,17002600402
2024-04-17,Apr,11.6,17002600702
2024-04-17,Apr,11.0,17002600602
2024-04-17,Apr,9.7,17002601902
2024-04-17,Apr,11.3,17002602502
2024-04-17,Apr,11.0,17002601302
2024-04-17,Apr,10.3,17002601101
2024-10-04,Oct,14.6,14002809102
2024-05-22,May,25.2,6007601802
2024-05-22,May,55.8,6007601602
2024-05-22,May,24.8,6007600302
2024-10-04,Oct,10.0,14002808902
2024-10-04,Oct,10.9,3013401802
2024-10-04,Oct,23.5,14002803002
2024-10-04,Oct,56.6,14002800302
2024-10-04,Oct,6.7,14002801202
2024-02-13,Feb,10.9,17002113002
2024-06-25,Jun,8.9,19006401420
2024-02-13,Feb,14.8,17002111902
2024-02-13,Feb,7.8,17002102102
2024-02-13,Feb,20.7,17002104102
2024-02-13,Feb,13.6,17002113602
2024-06-25,Jun,15.9,19006404502
2024-07-30,Jul,2.2,19006400102
2024-05-11,May,19.0,19006400402
2024-05-11,May,8.9,19006404502
2024-07-05,Jul,16.1,17002600602
2024-07-05,Jul,15.7,17002602502
2024-04-17,Apr,23.6,17002600902
2024-07-05,Jul,8.7,17002601902
2024-07-05,Jul,19.1,17002600702
2024-05-22,May,19.0,6007605102
2024-05-22,May,61.5,6007600402
