Collected date,Month,Total phosphorus [ug/L],Collection site
2024-10-17,Oct,21.6,13000800102
2024-05-16,May,8.5,13001100202
2024-07-16,Jul,205.0,8002201602
2024-07-16,Jul,468.0,8002201002
2024-07-16,Jul,39.6,8004000202
2024-07-16,Jul,743.0,8002202002
2024-09-09,Sep,32.5,16012401102
2024-09-09,Sep,113.0,16016400102
2024-08-13,Aug,14.9,16012401402
2024-09-05,Sep,29.5,8012304802
2024-10-17,Oct,9.1,16018403302
2024-05-16,May,39.4,13000800102
2024-05-16,May,14.9,13001100102
2024-05-16,May,27.8,13001101002
2024-09-12,Sep,16.6,3013301902
2024-09-12,Sep,22.9,3013303002
2024-06-05,Jun,28.8,8010700502
2024-06-05,Jun,17.4,8012303002
2024-09-17,Sep,10.2,3003000202
2024-08-10,Aug,13.1,18607006002
2024-08-10,Aug,8.3,18607002002
2024-09-17,Sep,23.8,3001600302
2024-09-17,Sep,8.0,3001700202
2024-09-17,Sep,13.1,3001500202
2024-09-04,Sep,7.2,17002105702
2024-05-14,May,22.1,4001306302
2024-05-14,May,49.0,4001304702
2024-06-05,Jun,16.9,8012300202
2024-06-18,Jun,142.0,12002700102
2024-06-18,Jun,94.2,12003400102
2024-06-18,Jun,17.5,12000400202
2024-06-17,Jun,18.2,12001700202
2024-06-18,Jun,176.0,12003100102
2024-06-18,Jun,32.7,12001700102
2024-09-04,Sep,15.8,17002111802
2024-09-04,Sep,31.9,17002113302
2024-09-04,Sep,13.6,17002153802
2024-09-04,Sep,27.1,17002104602
2024-09-04,Sep,20.8,17002115602
2024-09-04,Sep,27.2,17002107102
2024-05-28,May,66.2,17002115602
2024-10-22,Oct,3.5,3005702802
2024-10-21,Oct,16.2,3005703602
2024-10-21,Oct,11.0,3005400102
2024-10-21,Oct,9.6,3005300102
2024-10-21,Oct,6.1,3005703002
2024-10-21,Oct,10.0,3004900102
2024-10-22,Oct,12.2,3005700702
2024-10-22,Oct,5.9,3005703502
2024-10-22,Oct,9.5,3005703202
2024-10-22,Oct,6.3,3005701002
2024-05-16,May,20.4,13000300102
2024-12-06,Dec,369.0,13000800102
2024-12-06,Dec,107.0,13001101002
2024-12-06,Dec,33.8,13001100202
2024-12-06,Dec,10.5,13001100102
2024-12-06,Dec,15.9,13000300102
2024-09-17,Sep,12.9,3003601002
2024-08-07,Aug,22.2,17003700302
2024-10-22,Oct,13.0,3005703102
2024-11-03,Nov,12.8,3006600102
2024-11-03,Nov,30.4,3007600502
2024-03-12,Mar,7.6,3007600602
2024-02-13,Feb,20.2,3007300202
2024-02-07,Feb,34.2,3007000302
2024-02-07,Feb,22.5,3007300302
2024-03-09,Mar,30.1,3007000302
2024-03-09,Mar,31.7,3007300202
2024-03-09,Mar,9.2,3007600602
2024-04-06,Apr,25.1,3007000302
2024-04-06,Apr,13.3,3007600602
2024-07-10,Jul,5.5,3006600102
2024-07-10,Jul,5.5,3007500202
2024-07-10,Jul,4.6,3007600602
2024-09-17,Sep,7.5,3003600502
2024-09-17,Sep,12.6,8013500302
2024-09-17,Sep,5.9,3003600902
2024-09-17,Sep,6.2,8013500602
2024-09-17,Sep,21.9,8013500502
2024-08-07,Aug,104.0,12000200902
2024-08-07,Aug,12.2,6018000302
2024-08-07,Aug,80.1,12000200402
2024-08-07,Aug,21.8,6018000202
2024-05-28,May,18.0,17002153802
2024-05-28,May,20.2,17002115702
2024-05-28,May,27.0,17002112802
2024-05-28,May,59.5,17002107102
2024-05-28,May,15.6,17002105702
2024-05-28,May,57.9,17002104602
2024-05-28,May,29.3,17002113302
2024-10-22,Oct,9.1,3005702902
2024-02-04,Feb,6.4,17002107002
2024-02-04,Feb,17.5,17002114002
2024-02-04,Feb,23.6,17002101802
2024-02-04,Feb,14.8,17002100802
2024-02-04,Feb,7.8,17002107702
2024-02-04,Feb,15.1,17002103802
2024-02-04,Feb,13.9,17002114402
2024-02-04,Feb,9.4,17002105202
2024-09-04,Sep,10.0,17002101702
2024-09-04,Sep,6.7,17002106502
2024-09-04,Sep,18.7,17002114302
2024-09-04,Sep,9.6,17002114102
2024-07-18,Jul,20.7,13000300102
2024-07-18,Jul,26.4,13001101002
2024-07-18,Jul,13.6,13001100102
2024-07-18,Jul,19.3,13000800102
2024-07-18,Jul,7.2,13001100202
2024-10-21,Oct,5.7,8013500602
2024-10-21,Oct,10.4,8013500302
2024-08-07,Aug,8.2,12000400802
2024-08-07,Aug,126.0,6018300202
2024-08-07,Aug,28.1,12000201002
2024-09-09,Sep,29.2,17003700302
2024-09-09,Sep,6.6,12000400802
2024-06-24,Jun,73.9,17002104602
2024-06-24,Jun,24.0,17002111802
2024-09-04,Sep,12.0,17002106702
2024-06-24,Jun,25.7,17002112802
2024-06-24,Jun,27.7,17002153802
2024-06-24,Jun,32.5,17002115702
2024-06-24,Jun,88.3,17002115602
2024-06-24,Jun,63.2,17002107102
2024-06-24,Jun,54.7,17002113302
2024-06-24,Jun,20.2,17002105702
2024-07-23,Jul,28.7,17002104602
2024-09-04,Sep,10.2,17002100702
2024-09-04,Sep,6.5,17002101602
2024-09-04,Sep,13.9,17002114202
2024-05-13,May,32.4,17002103802
2024-05-13,May,10.7,17002107002
2024-05-13,May,15.1,17002114402
2024-05-13,May,11.7,17002100802
2024-05-13,May,20.2,17002114002
2024-09-16,Sep,13.7,13000300102
2024-09-16,Sep,24.4,13000800102
2024-09-16,Sep,25.2,13001101002
2024-10-21,Oct,7.3,3003000202
2024-10-21,Oct,17.1,3001700202
2024-08-14,Aug,22.8,13000300102
2024-08-14,Aug,7.3,13001101002
2024-08-14,Aug,18.7,13000800102
2024-08-14,Aug,23.7,13001100202
2024-09-16,Sep,4.9,13001100202
2024-10-21,Oct,7.1,3003600502
2024-10-21,Oct,17.3,8013500502
2024-10-21,Oct,12.5,3001600302
2024-10-21,Oct,4.7,3003600902
2024-10-21,Oct,52.7,3001500202
2024-10-21,Oct,9.3,3003601002
2024-06-03,Jun,53.6,6006000802
2024-06-03,Jun,40.4,6006301102
2024-06-03,Jun,12.3,6006301202
2024-06-03,Jun,34.1,6005900102
2024-04-23,Apr,23.8,9000800502
2024-09-09,Sep,44.1,12000200902
2024-09-09,Sep,48.2,12000200402
2024-09-09,Sep,29.4,12000201002
2024-09-09,Sep,112.0,6018300202
2024-09-09,Sep,13.5,6018000202
2024-09-09,Sep,15.1,6018000302
2024-07-10,Jul,8.2,6018000302
2024-07-10,Jul,11.7,17003700302
2024-07-10,Jul,57.1,12000200402
2024-07-10,Jul,10.4,6018000202
2024-07-10,Jul,56.7,6018300202
2024-08-26,Aug,17.4,17002112802
2024-08-26,Aug,54.9,17002115602
2024-02-04,Feb,18.6,3007000402
2024-02-04,Feb,10.0,3007300202
2024-05-13,May,9.6,3006600102
2024-05-13,May,26.7,3007000402
2024-05-13,May,14.9,3007300302
2024-05-13,May,8.5,3007701302
2024-02-07,Feb,10.9,3006600102
2024-02-07,Feb,10.1,3007500202
2024-03-09,Mar,16.9,3007600402
2024-04-06,Apr,29.2,3007000402
2024-04-06,Apr,32.1,3007600502
2024-06-08,Jun,14.2,3006600102
2024-06-08,Jun,25.1,3007300302
2024-06-08,Jun,9.4,3007600402
2024-06-08,Jun,10.4,3007600302
2024-07-10,Jul,12.9,3007600502
2024-07-23,Jul,19.0,17002112802
2024-07-23,Jul,25.7,17002153802
2024-07-23,Jul,24.6,17002111802
2024-07-23,Jul,25.1,17002113302
2024-07-23,Jul,20.3,17002105702
2024-07-23,Jul,49.3,17002115602
2024-07-23,Jul,23.8,17002115702
2024-07-23,Jul,23.0,17002107102
2024-08-26,Aug,19.2,17002104602
2024-08-26,Aug,15.1,17002111802
2024-08-26,Aug,15.2,17002113302
2024-05-13,May,14.0,17002107702
2024-05-14,May,12.2,17002100702
2024-05-14,May,17.3,17002114102
2024-05-14,May,14.3,17002114202
2024-09-23,Sep,19.9,13001100102
2024-06-03,Jun,18.3,6006301002
2024-06-03,Jun,34.7,6006300102
2024-06-03,Jun,32.7,6006100302
2024-06-03,Jun,87.6,9000902402
2024-06-03,Jun,17.4,6006000402
2024-06-03,Jun,16.4,6006301402
2024-03-04,Mar,15.9,6006300102
2024-03-04,Mar,21.2,6006000702
2024-03-04,Mar,30.0,9000902402
2024-03-04,Mar,57.9,6006301202
2024-03-04,Mar,57.6,6006301102
2024-03-04,Mar,36.7,6005900102
2024-03-04,Mar,58.7,6006100302
2024-03-04,Mar,28.6,6006000802
2024-03-04,Mar,20.1,6006000402
2024-07-10,Jul,38.6,12000200902
2024-07-10,Jul,19.9,12000201002
2024-08-10,Aug,93.2,12002700102
2024-08-10,Aug,66.4,12003100102
2024-11-20,Nov,10.4,13001100102
2024-11-20,Nov,36.7,13001101002
2024-03-04,Mar,9.8,6006301002
2024-03-04,Mar,25.8,6006301402
2024-08-05,Aug,102.0,6006301002
2024-11-20,Nov,9.2,13001100202
2024-11-20,Nov,16.5,13000800102
2024-08-26,Aug,12.6,17002115702
2024-08-26,Aug,15.7,17002153802
2024-08-26,Aug,16.4,17002105702
2024-08-26,Aug,17.7,17002107102
2024-09-24,Sep,16.0,17002153802
2024-09-24,Sep,23.8,17002104602
2024-09-24,Sep,29.8,17002115602
2024-09-24,Sep,21.0,17002113302
2024-05-14,May,6.8,17002105202
2024-05-14,May,24.1,17002114302
2024-05-14,May,12.7,17002106502
2024-05-14,May,10.1,17002101802
2024-08-05,Aug,13.5,6006000402
2024-08-05,Aug,36.7,6006301102
2024-08-05,Aug,44.7,6006000702
2024-08-05,Aug,24.8,6005900102
2024-05-14,May,13.4,17002106702
2024-08-10,Aug,23.1,12000400202
2024-08-10,Aug,29.6,12001700102
2024-07-10,Jul,27.6,12001700202
2024-08-10,Aug,6.4,12000400802
2024-08-10,Aug,28.0,12003400102
2024-08-05,Aug,20.0,6006301402
2024-08-05,Aug,24.4,6006300102
2024-08-05,Aug,26.1,6006100302
2024-08-05,Aug,30.0,9000902402
2024-08-05,Aug,32.2,6006301202
2024-08-05,Aug,33.4,6006000802
2024-05-06,May,85.0,6005900102
2024-05-06,May,11.0,6006301002
2024-05-06,May,18.1,6006301202
2024-05-06,May,20.1,6006300102
2024-05-06,May,104.0,9000902402
2024-05-06,May,38.0,6006301102
2024-05-06,May,28.9,6006000802
2024-05-06,May,26.9,6006000702
2024-11-20,Nov,6.9,13000300102
2024-03-25,Mar,142.0,18207015002
2024-03-25,Mar,31.5,18207016002
2024-09-24,Sep,11.3,17002115702
2024-09-24,Sep,16.3,17002112802
2024-09-24,Sep,14.7,17002111802
2024-09-24,Sep,14.5,17002105702
2024-09-24,Sep,20.5,17002107102
2024-10-29,Oct,8.2,17002111802
2024-10-29,Oct,9.2,17002107102
2024-10-29,Oct,6.8,17002115702
2024-10-29,Oct,9.4,17002113302
2024-11-13,Nov,20.7,12000201002
2024-11-13,Nov,18.0,6018000302
2024-05-06,May,55.3,6006000402
2024-05-06,May,39.0,6006301402
2024-05-06,May,46.2,6006100302
2024-05-14,May,10.8,17002101702
2024-05-14,May,7.4,17002101602
2024-12-06,Dec,11.1,17002107702
2024-12-06,Dec,12.4,17002100802
2024-12-06,Dec,9.5,17002101802
2024-11-13,Nov,14.4,17003700302
2024-11-13,Nov,24.7,6018000202
2024-11-13,Nov,37.5,12000200402
2024-11-13,Nov,47.2,6018300202
2024-11-13,Nov,56.2,12000200902
2024-11-14,Nov,11.5,12001700202
2024-10-07,Oct,118.0,6006300102
2024-03-27,Mar,12.2,18207006002
2024-03-27,Mar,28.6,18207002002
2024-03-27,Mar,33.8,18207010002
2024-03-27,Mar,47.2,18207014502
2024-03-27,Mar,37.8,18207000702
2024-03-27,Mar,106.0,18207000802
2024-04-22,Apr,21.5,18207014502
2024-10-29,Oct,15.1,17002153802
2024-10-29,Oct,14.4,17002115602
2024-10-29,Oct,15.9,17002112802
2024-02-04,Feb,11.1,3006600102
2024-02-04,Feb,13.7,3007300302
2024-11-03,Nov,16.5,3007000502
2024-11-03,Nov,18.5,3007600402
2024-11-03,Nov,19.6,3007600302
2024-02-12,Feb,49.2,3007500202
2024-03-09,Mar,45.8,3007000402
2024-04-06,Apr,13.6,3007600302
2024-10-29,Oct,11.8,17002105702
2024-06-08,Jun,10.0,3007600602
2024-07-10,Jul,13.6,3007300302
2024-11-14,Nov,39.0,12003100102
2024-11-14,Nov,8.4,12001700102
2024-11-14,Nov,17.8,12000400202
2024-11-14,Nov,0.8,12000400802
2024-11-14,Nov,57.7,12002700102
2024-11-14,Nov,33.6,12003400102
2024-09-07,Sep,52.0,12001700202
2024-12-06,Dec,11.1,17002107002
2024-12-06,Dec,16.5,17002114402
2024-12-06,Dec,12.8,17002114002
2024-10-07,Oct,146.0,6006000402
2024-10-07,Oct,180.0,6006100302
2024-12-06,Dec,6.3,17002105202
2024-10-07,Oct,386.0,6006000802
2024-10-07,Oct,196.0,6005900102
2024-10-07,Oct,334.0,6006301202
2024-10-07,Oct,39.0,6006000702
2024-10-07,Oct,261.0,9000902402
2024-06-13,Jun,15.2,17002114302
2024-06-13,Jun,13.4,17002106702
2024-06-13,Jun,15.1,17002114202
2024-04-22,Apr,14.4,18207015002
2024-04-22,Apr,25.1,18207010002
2024-04-22,Apr,25.0,18207016002
2024-04-23,Apr,612.0,18207002002
2024-04-23,Apr,235.0,18207000802
2024-04-23,Apr,38.2,18207000702
2024-04-23,Apr,25.5,18207006002
2024-05-28,May,60.1,18207010002
2024-05-28,May,123.0,18207014502
2024-10-29,Oct,8.4,17002104602
2024-11-26,Nov,6.2,17002111802
2024-11-26,Nov,0.4,17002115702
2024-11-26,Nov,7.0,17002153802
2024-09-07,Sep,132.0,12003100102
2024-09-07,Sep,127.0,12002700102
2024-09-07,Sep,59.3,12001700102
2024-09-07,Sep,24.5,12000400202
2024-09-07,Sep,78.2,12003400102
2024-10-07,Oct,169.0,6006301402
2024-10-07,Oct,58.6,6006301002
2024-10-07,Oct,223.0,6006301102
2024-07-08,Jul,22.6,6006100302
2024-06-13,Jun,14.4,17002101702
2024-06-13,Jun,28.5,17002103802
2024-11-26,Nov,1.7,17002112802
2024-11-26,Nov,1.1,17002104602
2024-05-13,May,18.6,6010800102
2024-06-13,Jun,9.5,17002106502
2024-06-13,Jun,13.9,17002114102
2024-06-13,Jun,11.5,17002100702
2024-05-28,May,61.7,18207016002
2024-05-28,May,59.0,18207015002
2024-05-29,May,92.8,18207006002
2024-05-29,May,292.0,18207000802
2024-05-29,May,137.0,18207000702
2024-05-29,May,185.0,18207002002
2024-11-26,Nov,4.3,17002113302
2024-11-26,Nov,7.1,17002105702
2024-11-26,Nov,0.5,17002107102
2024-11-26,Nov,1.0,17002115602
2024-05-13,May,11.2,6011100302
2024-05-14,May,20.0,6011200302
2024-05-14,May,10.5,6011600102
2024-05-14,May,19.3,6011200602
2024-05-14,May,20.4,6010800202
2024-07-08,Jul,13.6,6006300102
2024-07-08,Jul,31.7,6006301402
2024-07-08,Jul,37.7,6006000802
2024-07-08,Jul,28.1,6006000402
2024-07-08,Jul,12.2,6006301002
2024-07-08,Jul,26.7,6006301102
2024-07-08,Jul,9.5,6006301202
2024-02-04,Feb,9.5,3007600602
2024-05-13,May,20.0,3007000302
2024-03-09,Mar,13.7,3006600102
2024-03-09,Mar,23.6,3007000502
2024-04-06,Apr,10.1,3006600102
2024-04-06,Apr,8.9,3007701302
2024-06-08,Jun,20.7,3007000502
2024-06-08,Jun,19.4,3007600502
2024-07-10,Jul,26.7,3007000402
2024-06-13,Jun,11.3,17002101602
2024-09-07,Sep,58.4,17002103802
2024-06-25,Jun,116.0,18207010002
2024-06-25,Jun,106.0,18207016002
2024-09-07,Sep,20.0,17002100802
2024-09-07,Sep,13.9,17002107702
2024-09-07,Sep,5.6,17002105202
2024-09-07,Sep,19.5,17002107002
2024-09-07,Sep,18.6,17002114002
2024-06-25,Jun,85.1,18207014502
2024-06-25,Jun,65.6,18207015002
2024-06-26,Jun,119.0,18207000702
2024-06-26,Jun,99.4,18207002002
2024-05-14,May,11.6,6011600602
2024-05-14,May,16.4,6011600502
2024-05-14,May,10.6,6011100802
2024-12-02,Dec,16.1,8007600202
2024-07-22,Jul,82.3,18207016002
2024-06-18,Jun,33.5,6010800202
2024-06-18,Jun,66.7,6011200302
2024-06-18,Jun,13.4,6011100802
2024-08-01,Aug,21.0,8005600202
2024-08-01,Aug,15.4,8007600202
2024-12-02,Dec,21.5,8005600202
2024-12-02,Dec,64.8,8005603902
2024-12-03,Dec,19.5,8007600202
2024-12-03,Dec,40.3,8005603902
2024-12-03,Dec,19.8,8005600202
2024-06-26,Jun,183.0,18207000802
2024-06-26,Jun,54.0,18207006002
2024-07-22,Jul,50.3,18207010002
2024-07-22,Jul,65.1,18207015002
2024-07-22,Jul,50.4,18207014502
2024-08-15,Aug,37.2,6005900102
2024-03-09,Mar,46.8,6006301402
2024-03-09,Mar,48.6,6006000802
2024-09-07,Sep,10.0,17002101802
2024-08-15,Aug,10.2,6006000702
2024-08-15,Aug,54.7,9000902402
2024-03-09,Mar,12.1,6006301202
2024-03-09,Mar,13.2,6006300102
2024-09-07,Sep,18.2,17002114402
2024-06-18,Jun,13.4,6011100302
2024-06-18,Jun,50.5,6011200602
2024-06-18,Jun,102.0,6011600502
2024-06-18,Jun,78.1,6011600102
2024-06-18,Jun,38.6,6011600602
2024-06-18,Jun,32.7,6010800102
2024-07-16,Jul,54.1,8004000802
2024-07-16,Jul,183.0,8002201202
2024-11-09,Nov,36.6,16018407702
2024-11-09,Nov,77.8,16018405102
2024-05-14,May,82.6,4001302902
2024-08-10,Aug,9.5,18000036002
2024-08-10,Aug,11.1,18607008002
2024-10-15,Oct,42.7,16010901002
2024-04-11,Apr,11.6,16018409102
2024-08-04,Aug,20.1,8005603902
2024-08-04,Aug,20.3,8005603702
2024-08-04,Aug,37.2,8005602002
2024-08-04,Aug,33.0,8005600902
2024-08-26,Aug,69.0,18207010002
2024-08-26,Aug,62.6,18207015002
2024-09-23,Sep,23.6,18207016002
2024-09-24,Sep,75.7,18207002002
2024-08-26,Aug,33.2,18207014502
2024-08-26,Aug,71.8,18207016002
2024-08-27,Aug,116.0,18207000802
2024-08-27,Aug,98.4,18207002002
2024-08-27,Aug,64.3,18207006002
2024-08-27,Aug,90.7,18207000702
2024-09-23,Sep,33.6,18207014502
2024-09-23,Sep,23.7,18207015002
2024-09-24,Sep,22.7,18207010002
2024-03-09,Mar,38.5,6006301102
2024-03-09,Mar,44.5,9000902402
2024-07-15,Jul,15.4,17002101602
2024-07-15,Jul,32.1,17002106502
2024-07-15,Jul,23.0,17002101702
2024-07-15,Jul,15.8,17002100702
2024-07-15,Jul,28.0,17002106702
2024-07-15,Jul,17.1,17002114102
2024-11-25,Nov,10.5,4002701502
2024-02-04,Feb,13.5,3007000302
2024-02-04,Feb,11.6,3007500202
2024-02-04,Feb,12.7,3007600402
2024-11-03,Nov,20.9,3007000402
2024-05-13,May,13.8,3007300202
2024-05-13,May,8.7,3007500202
2024-05-13,May,14.3,3007600402
2024-02-12,Feb,74.8,3007300302
2024-02-13,Feb,8.3,3007701302
2024-02-07,Feb,33.6,3007000402
2024-02-07,Feb,22.0,3007000502
2024-02-07,Feb,14.4,3007600302
2024-03-09,Mar,14.0,3007600302
2024-04-06,Apr,28.0,3007000502
2024-04-06,Apr,23.0,3007300202
2024-07-17,Jul,66.3,6011100302
2024-07-17,Jul,9.0,6011600602
2024-07-17,Jul,53.9,6011600102
2024-08-04,Aug,25.8,8005603502
2024-08-04,Aug,19.5,8005600302
2024-08-04,Aug,15.7,8007600202
2024-08-04,Aug,18.5,8007600102
2024-08-04,Aug,18.4,8005600102
2024-07-17,Jul,71.6,6011100802
2024-08-04,Aug,14.9,8005603802
2024-08-04,Aug,14.7,8005600202
2024-08-04,Aug,22.9,8005604102
2024-03-09,Mar,39.4,6006000402
2024-03-09,Mar,9.9,6006301002
2024-03-09,Mar,30.5,6006100302
2024-03-09,Mar,46.2,6005900102
2024-03-09,Mar,14.0,6006000702
2024-04-10,Apr,15.7,6006301402
2024-04-10,Apr,13.3,6006301102
2024-04-10,Apr,6.5,6006301202
2024-04-10,Apr,15.2,6006000802
2024-09-24,Sep,69.2,18207000702
2024-10-21,Oct,20.5,18207015002
2024-09-24,Sep,132.0,18207000802
2024-09-24,Sep,158.0,18207006002
2024-10-21,Oct,35.2,18207016002
2024-10-21,Oct,26.8,18207014502
2024-10-22,Oct,65.0,18207002002
2024-10-22,Oct,35.3,18207000802
2024-10-22,Oct,22.8,18207000702
2024-10-22,Oct,22.5,18207006002
2024-07-23,Jul,89.9,18207000802
2024-07-23,Jul,98.2,18207002002
2024-07-23,Jul,75.3,18207006002
2024-07-23,Jul,43.8,18207000702
2024-07-15,Jul,44.8,17002114302
2024-07-15,Jul,19.6,17002114202
2024-07-17,Jul,98.5,6010800102
2024-07-17,Jul,78.6,6011200302
2024-12-08,Dec,15.1,17002114402
2024-12-08,Dec,13.4,17002107702
2024-07-17,Jul,143.0,6010800202
2024-07-17,Jul,43.0,6011600502
2024-07-17,Jul,53.9,6011200602
2024-08-13,Aug,20.5,6010800102
2024-08-13,Aug,54.2,6010800202
2024-05-14,May,13.8,8005600102
2024-05-14,May,18.5,8005603502
2024-05-14,May,32.4,8005602002
2024-05-14,May,18.0,8005603902
2024-05-14,May,17.6,8005603802
2024-05-14,May,18.6,8007600202
2024-05-14,May,68.0,8005600202
2024-04-10,Apr,1.9,6006301002
2024-04-10,Apr,5.2,6006100302
2024-04-10,Apr,8.7,6006000702
2024-04-10,Apr,6.0,6006300102
2024-04-10,Apr,36.7,6005900102
2024-04-10,Apr,11.5,9000902402
2024-11-25,Nov,0.6,4002700702
2024-11-25,Nov,389.0,4002700802
2024-11-25,Nov,259.0,4002700902
2024-11-25,Nov,442.0,4002701702
2024-11-25,Nov,297.0,4002701602
2024-03-25,Mar,48.8,4002701702
2024-12-08,Dec,16.6,17002114002
2024-11-25,Nov,301.0,4002700402
2024-10-17,Oct,7.3,16018400902
2024-10-17,Oct,32.3,16018412902
2024-09-12,Sep,12.6,3013304002
2024-09-12,Sep,15.9,18000036002
2024-09-12,Sep,7.3,3013301302
2024-09-12,Sep,15.5,18607006002
2024-08-13,Aug,4.4,6011600602
2024-08-13,Aug,9.8,6011100802
2024-08-13,Aug,23.2,6011200302
2024-09-09,Sep,18.3,16012401402
2024-08-13,Aug,11.9,6011100302
2024-08-13,Aug,10.4,6011600102
2024-08-13,Aug,17.1,6011600502
2024-12-08,Dec,15.2,17002100802
2024-12-08,Dec,32.8,17002103802
2024-12-08,Dec,14.9,17002107002
2024-06-17,Jun,64.4,4001309802
2024-06-17,Jun,26.8,4001308902
2024-06-18,Jun,21.4,4001301402
2024-06-18,Jun,57.7,4001309602
2024-06-18,Jun,21.4,4001306302
2024-09-09,Sep,33.5,16010900702
2024-08-05,Aug,6.4,8012305802
2024-08-13,Aug,15.6,17002106502
2024-08-13,Aug,14.7,17002114102
2024-08-13,Aug,15.2,17002114202
2024-05-14,May,19.0,8005600302
2024-05-14,May,39.2,8005604102
2024-05-14,May,39.7,8005600902
2024-05-14,May,23.6,8005603702
2024-08-05,Aug,20.3,8012305102
2024-11-09,Nov,83.6,16018401602
2024-11-09,Nov,17.7,16018413002
2024-11-09,Nov,11.9,16018411702
2024-10-17,Oct,27.3,3013301502
2024-06-18,Jun,86.8,8005603902
2024-06-18,Jun,28.0,8007600202
2024-06-18,Jun,30.5,8005603502
2024-04-10,Apr,11.2,6006000402
2024-02-04,Feb,10.3,3007600302
2024-11-03,Nov,32.4,3007300202
2024-05-13,May,12.1,3007600302
2024-05-13,May,25.1,3007600502
2024-02-12,Feb,17.7,3007000502
2024-02-12,Feb,72.1,3007300202
2024-04-22,Apr,113.0,4002700802
2024-02-28,Feb,335.0,6005000202
2024-02-27,Feb,16.9,9000800502
2024-02-28,Feb,267.0,9000100402
2024-02-12,Feb,18.8,3007600402
2024-02-12,Feb,18.2,3007600502
2024-02-13,Feb,18.7,3007000402
2024-02-07,Feb,8.2,3007600602
2024-02-07,Feb,10.3,3007701302
2024-04-06,Apr,9.1,3007500202
2024-04-06,Apr,12.1,3007600402
2024-07-10,Jul,10.5,3007000502
2024-07-10,Jul,5.1,3007600302
2024-09-07,Sep,118.0,12007301502
2024-03-25,Mar,120.0,4002701202
2024-03-25,Mar,61.8,4002700902
2024-03-25,Mar,70.9,4002700802
2024-03-25,Mar,56.9,4002700402
2024-03-25,Mar,45.7,4002701602
2024-03-25,Mar,21.3,4002701502
2024-03-25,Mar,31.4,4002700702
2024-04-22,Apr,89.8,4002701702
2024-04-22,Apr,45.5,4002701602
2024-04-22,Apr,26.8,4002701502
2024-04-22,Apr,40.7,4002701202
2024-08-13,Aug,30.2,6011200602
2024-09-18,Sep,23.6,6010800102
2024-09-18,Sep,8.2,6011600602
2024-09-18,Sep,25.1,6011200302
2024-09-18,Sep,34.0,6010800202
2024-09-18,Sep,8.3,6011100802
2024-09-18,Sep,16.3,6011600502
2024-09-18,Sep,33.8,6011200602
2024-02-27,Feb,21.1,9000800602
2024-02-28,Feb,77.2,9000100502
2024-09-18,Sep,35.6,6011600102
2024-09-18,Sep,9.8,6011100302
2024-08-13,Aug,11.6,17002101602
2024-08-13,Aug,5.9,17002105202
2024-06-18,Jun,16.2,8005603702
2024-02-27,Feb,10.9,9000800702
2024-04-23,Apr,17.0,9000100502
2024-04-23,Apr,55.7,6005000202
2024-11-06,Nov,15.9,8012300202
2024-11-26,Nov,0.7,3005703202
2024-09-07,Sep,53.2,8005603902
2024-07-22,Jul,197.0,4002701602
2024-06-18,Jun,38.4,8005600302
2024-06-18,Jun,18.5,8007600102
2024-06-18,Jun,25.5,8005600202
2024-06-18,Jun,137.0,8005604102
2024-09-07,Sep,118.0,12007301502
2024-09-07,Sep,60.6,12007300802
2024-09-07,Sep,96.4,12007300302
2024-09-07,Sep,94.1,12008600102
2024-11-26,Nov,0.3,3005702802
2024-11-26,Nov,0.4,3005700702
2024-10-15,Oct,7.2,6011600602
2024-10-15,Oct,25.8,6010800202
2024-05-27,May,324.0,4002701702
2024-10-15,Oct,28.3,6011100302
2024-10-15,Oct,36.4,6011100802
2024-10-15,Oct,29.4,6011200302
2024-04-22,Apr,138.0,4002700902
2024-04-22,Apr,96.9,4002700402
2024-04-22,Apr,29.6,4002700702
2024-05-27,May,310.0,4002700802
2024-05-27,May,296.0,4002700402
2024-05-27,May,536.0,4002701502
2024-05-27,May,241.0,4002700702
2024-05-27,May,321.0,4002701602
2024-05-27,May,357.0,4002701202
2024-08-13,Aug,12.6,17002101702
2024-08-13,Aug,21.4,17002114302
2024-08-13,Aug,14.0,17002101802
2024-08-13,Aug,10.6,17002100702
2024-08-13,Aug,19.2,17002106702
2024-10-09,Oct,13.3,17002114402
2024-10-09,Oct,34.6,17002103802
2024-10-09,Oct,12.4,17002100802
2024-06-18,Jun,22.5,8005603802
2024-06-18,Jun,11.7,8005600102
2024-06-18,Jun,157.0,8005600902
2024-04-23,Apr,17.5,9000800702
2024-04-23,Apr,24.6,9000800602
2024-04-23,Apr,38.5,9000100402
2024-09-07,Sep,33.6,8005600302
2024-09-07,Sep,26.3,8007600202
2024-09-07,Sep,25.0,8007600102
2024-09-07,Sep,185.0,8005600902
2024-09-07,Sep,28.7,8005600202
2024-10-15,Oct,48.4,6010800102
2024-06-24,Jun,105.0,4002700402
2024-06-24,Jun,95.6,4002701202
2024-10-15,Oct,77.7,6011600102
2024-10-15,Oct,24.1,6011200602
2024-10-15,Oct,9.5,6011600502
2024-12-11,Dec,9.8,6011600502
2024-12-11,Dec,18.6,6011200602
2024-11-26,Nov,0.5,3005702902
2024-11-26,Nov,0.5,3005703102
2024-11-26,Nov,1.2,3005703502
2024-11-26,Nov,0.3,3005701002
