Collected date [YYYY-MM-DD],Collection site,Iron [µg/L],Censored flag [true/false],Detection limit [µg/L],Results (raw)
2024-08-10,17002102302,44.0,false,3,44
2024-08-10,12000400202,30.7,false,3,30.7
2024-08-10,17002105202,56.8,false,3,56.8
2024-08-10,8005600202,83.1,false,3,83.1
2024-08-10,8007600102,82.7,false,3,82.7
2024-08-10,3013400302,1230.0,false,3,1230
2024-08-10,14002809002,79.5,false,3,79.5
2024-08-10,17002102502,42.1,false,3,42.1
2024-08-10,17002113702,46.9,false,3,46.9
2024-08-10,17002104102,19.8,false,3,19.8
2024-08-10,12003400102,93.5,false,3,93.5
2024-08-10,17002105402,19.9,false,3,19.9
2024-08-10,17002114002,90.1,false,3,90.1
2024-08-10,17002102102,37.9,false,3,37.9
2024-08-10,12001700102,36.1,false,3,36.1
2024-08-10,12003100102,192.0,false,3,192
2024-08-10,18000036002,171.0,false,3,171
2024-08-10,18607002002,224.0,false,3,224
2024-08-10,17002103802,138.0,false,3,138
2024-08-10,18607008002,156.0,false,3,156
2024-08-10,17002113602,461.0,false,3,461
2024-08-10,17002113002,28.4,false,3,28.4
2024-08-10,17002111902,95.3,false,3,95.3
2024-08-10,18607006002,135.0,false,3,135
2024-08-10,17002107402,12.9,false,3,12.9
2024-08-10,17002107502,257.0,false,3,257
2024-08-13,17002100702,127.0,false,3,127
2024-08-13,8007600102,119.0,false,3,119
2024-08-13,8005603902,52.6,false,3,52.6
2024-08-13,17002105202,92.0,false,3,92
2024-08-13,14002809002,105.0,false,3,105
2024-08-13,8005600202,96.8,false,3,96.8
2024-08-13,3013400102,342.0,false,3,342
2024-08-13,8005600102,30.1,false,3,30.1
2024-08-13,16016400102,373.0,false,3,373
2024-08-13,14002808902,18.4,false,3,18.4
2024-08-13,8005600902,51.2,false,6,51.2
2024-08-13,8005600302,94.0,false,3,94
2024-08-13,16012401102,273.0,false,3,273
2024-08-13,17002106502,11.0,false,3,11
2024-08-13,17002114102,51.7,false,3,51.7
2024-08-13,16010900802,458.0,false,3,458
2024-08-13,6011600102,86.9,false,3,86.9
2024-08-13,17002106702,63.9,false,3,63.9
2024-08-13,6010800102,179.0,false,3,179
2024-08-13,6011200302,152.0,false,3,152
2024-08-13,6011100802,126.0,false,3,126
2024-08-13,3013400302,2350.0,false,3,2350
2024-08-13,16015900302,208.0,false,3,208
2024-08-14,13001100202,86.2,false,3,86.2
2024-08-14,17002113602,675.0,false,3,675
2024-08-14,13000300102,1180.0,false,3,1180
2024-08-14,17002102502,57.2,false,3,57.2
2024-08-14,17002105402,11.8,false,3,11.8
2024-08-14,17002107502,363.0,false,3,363
2024-08-14,17002113002,38.1,false,3,38.1
2024-08-14,13001101002,297.0,false,3,297
2024-08-14,14002809102,418.0,false,3,418
2024-08-14,14002802802,646.0,false,3,646
2024-08-14,14002803002,605.0,false,3,605
2024-08-14,3013401802,211.0,false,3,211
2024-08-14,14002800302,84.4,false,6,84.4
2024-08-14,17002104102,23.8,false,3,23.8
2024-08-14,13000800102,348.0,false,3,348
2024-08-14,17002107402,209.0,false,3,209
2024-08-14,17002111902,117.0,false,3,117
2024-08-14,17002113702,283.0,false,3,283
2024-08-14,17002102102,15.0,false,3,15
2024-08-14,17002102302,24.8,false,3,24.8
2024-08-14,14002801202,329.0,false,3,329
2024-08-15,16018401602,293.0,false,3,293
2024-08-15,16018411702,82.6,false,6,82.6
2024-08-15,16018401502,63.7,false,3,63.7
2024-08-15,9000902402,80.2,false,3,80.2
2024-08-15,16018401002,73.0,false,3,73
2024-08-15,6006000702,50.7,false,3,50.7
2024-08-15,16018401202,93.7,false,3,93.7
2024-08-15,6005900102,208.0,false,3,208
2024-08-19,4001306402,194.0,false,3,194
2024-08-19,8013500302,140.0,false,3,140
2024-08-19,17002600102,61.6,false,3,61.6
2024-08-19,6010400102,1480.0,false,3,1480
2024-08-19,11000100702,1540.0,false,3,1540
2024-08-19,11000101202,203.0,false,3,203
2024-08-19,17002601101,42.6,false,3,42.6
2024-08-19,3001600302,168.0,false,3,168
2024-08-19,8013500502,197.0,false,3,197
2024-08-19,3003600902,76.8,false,3,76.8
2024-08-19,3001700202,205.0,false,3,205
2024-08-19,3001500202,526.0,false,3,526
2024-08-19,4001301702,492.0,false,3,492
2024-08-19,11000100502,588.0,false,3,588
2024-08-19,8013500602,39.5,false,3,39.5
2024-08-19,17002602502,325.0,false,3,325
2024-08-19,17002601902,104.0,false,3,104
2024-08-19,4001301602,257.0,false,3,257
2024-08-19,17002601202,336.0,false,3,336
2024-08-19,17002600602,365.0,false,3,365
2024-08-19,3003600502,88.3,false,3,88.3
2024-08-19,17002600702,86.9,false,3,86.9
2024-08-19,17002600402,113.0,false,3,113
2024-08-19,17002602302,25.1,false,3,25.1
2024-08-19,4001304402,160.0,false,3,160
2024-08-19,3003000202,210.0,false,3,210
2024-08-19,6010400802,450.0,false,3,450
2024-08-19,17002600202,57.0,false,3,57
2024-08-19,3003601002,160.0,false,3,160
2024-08-19,17002601302,125.0,false,3,125
2024-08-19,18003303502,57.2,false,3,57.2
2024-08-19,6009701802,1680.0,false,3,1680
2024-08-19,18003300802,136.0,false,3,136
2024-08-19,18003303402,93.3,false,3,93.3
2024-08-19,18003303602,260.0,false,3,260
2024-08-19,17002600902,618.0,false,3,618
2024-08-19,4001304102,177.0,false,3,177
2024-08-19,11000101302,1590.0,false,3,1590
2024-08-19,4001302502,228.0,false,3,228
2024-08-19,17002600302,144.0,false,3,144
2024-08-20,1010700402,1040.0,false,3,1040
2024-08-20,4001306302,397.0,false,3,397
2024-08-20,1010800102,321.0,false,3,321
2024-08-20,4001302902,905.0,false,3,905
2024-08-20,4001308302,687.0,false,3,687
2024-08-20,17002109502,106.0,false,3,106
2024-08-20,8002201202,670.0,false,3,670
2024-08-20,8002201602,68.7,false,3,68.7
2024-08-20,16007200102,546.0,false,3,546
2024-08-20,6002400902,648.0,false,3,648
2024-08-20,6002400102,863.0,false,3,863
2024-08-20,8004000802,77.9,false,3,77.9
2024-08-20,8002100202,434.0,false,3,434
2024-08-20,17002114502,345.0,false,3,345
2024-08-20,4001304702,193.0,false,3,193
2024-08-20,6008000702,350.0,false,3,350
2024-08-20,1010700202,758.0,false,3,758
2024-08-20,1010500102,540.0,false,3,540
2024-08-20,8002201902,487.0,false,3,487
2024-08-20,1010400202,198.0,false,3,198
2024-08-20,1010600202,426.0,false,3,426
2024-08-20,8002202402,599.0,false,3,599
2024-08-20,1010800602,461.0,false,3,461
2024-08-20,6003800102,112.0,false,9,112
2024-08-20,17002109202,208.0,false,3,208
2024-08-20,17002100302,273.0,false,3,273
2024-08-20,17002108602,517.0,false,3,517
2024-08-20,6009701102,908.0,false,3,908
2024-08-21,16018403602,98.2,false,3,98.2
2024-08-21,6007600502,515.0,false,3,515
2024-08-21,6007602202,87.8,false,3,87.8
2024-08-21,6007605002,228.0,false,3,228
2024-08-21,6007601802,133.0,false,3,133
2024-08-21,6007605202,242.0,false,3,242
2024-08-21,6007601502,45.6,false,3,45.6
2024-08-21,6007600302,142.0,false,3,142
2024-08-21,17003500202,83.5,false,3,83.5
2024-08-21,17003500402,50.3,false,3,50.3
2024-08-21,6007601602,214.0,false,3,214
2024-08-21,4001308202,439.0,false,3,439
2024-08-21,6007600602,151.0,false,3,151
2024-08-21,6008200302,123.0,false,6,123
2024-08-21,6007602302,310.0,false,3,310
2024-08-21,4001303302,290.0,false,3,290
2024-08-21,6007601702,179.0,false,3,179
2024-08-21,6007600802,377.0,false,3,377
2024-08-21,17003100102,97.1,false,3,97.1
2024-08-21,6007605102,103.0,false,3,103
2024-08-21,6006800102,30.4,false,9,30.4
2024-08-21,6007600402,107.0,false,6,107
2024-08-21,6008000602,256.0,false,3,256
2024-08-21,16018403402,85.5,false,3,85.5
2024-08-21,6007601002,151.0,false,3,151
2024-08-22,6008310402,262.0,false,3,262
2024-08-22,6008300902,585.0,false,3,585
2024-08-22,6008501402,401.0,false,3,401
2024-08-22,6008301902,450.0,false,3,450
2024-08-22,6008301802,328.0,false,3,328
2024-08-22,6008310302,438.0,false,3,438
2024-08-26,6001701102,143.0,false,3,143
2024-08-26,17002111802,46.0,false,3,46
2024-08-26,17002113802,1190.0,false,3,1190
2024-08-26,6001700702,184.0,false,3,184
2024-08-26,17002113902,36.5,false,3,36.5
2024-08-26,6001700102,49.0,false,3,49
2024-08-26,6000300102,219.0,false,3,219
2024-08-26,17002115602,138.0,false,3,138
2024-08-26,6001701002,146.0,false,3,146
2024-08-26,17002105702,35.0,false,3,35
2024-08-26,3007703402,1730.0,false,3,1730
2024-08-26,18337012102,195.0,false,3,195
2024-08-26,18349002002,49.7,false,3,49.7
2024-08-26,18343003002,150.0,false,3,150
2024-08-26,4002700902,966.0,false,3,966
2024-08-26,4002701702,215.0,false,3,215
2024-08-26,18343000202,89.8,false,3,89.8
2024-08-26,18369001002,156.0,false,3,156
2024-08-26,18207010002,42.2,false,3,42.2
2024-08-26,16008700602,250.0,false,3,250
2024-08-26,17002112802,112.0,false,3,112
2024-08-26,3007700702,187.0,false,3,187
2024-08-26,16008701502,137.0,false,3,137
2024-08-26,19006401420,97.8,false,3,97.8
2024-08-26,19006404502,220.0,false,6,220
2024-08-26,17002115702,87.2,false,3,87.2
2024-08-26,3007704002,164.0,false,3,164
2024-08-26,17002107102,92.8,false,3,92.8
2024-08-26,17002113302,77.8,false,3,77.8
2024-08-26,16008701002,1010.0,false,3,1010
2024-08-26,16008700502,620.0,false,3,620
2024-08-26,19006400102,114.0,false,3,114
2024-08-26,19006400402,189.0,false,6,189
2024-08-26,18207015002,374.0,false,3,374
2024-08-26,17002153802,52.7,false,3,52.7
2024-08-26,4002700802,653.0,false,3,653
2024-08-26,18000017002,145.0,false,3,145
2024-08-26,17002104602,114.0,false,3,114
2024-08-26,3007703902,283.0,false,3,283
2024-08-26,3007703602,28.2,false,3,28.2
2024-08-26,3007703502,149.0,false,3,149
2024-08-26,3007704102,94.6,false,3,94.6
2024-08-26,3007700202,75.7,false,3,75.7
2024-08-26,3007703802,124.0,false,3,124
2024-08-26,3007702802,63.9,false,3,63.9
2024-08-26,3007702102,154.0,false,3,154
2024-08-26,3007702902,305.0,false,3,305
2024-08-27,3005300102,62.3,false,3,62.3
2024-08-27,9000800702,444.0,false,3,444
2024-08-27,5000600202,285.0,false,3,285
2024-08-27,9000100402,70.5,false,3,70.5
2024-08-27,18343061002,36.4,false,3,36.4
2024-08-27,6005000202,57.6,false,3,57.6
2024-08-27,18343000102,248.0,false,3,248
2024-08-27,18343052002,62.6,false,3,62.6
2024-08-27,18343023002,30.7,false,3,30.7
2024-08-27,18207002002,705.0,false,3,705
2024-08-27,9000100502,59.5,false,3,59.5
2024-08-27,9000800602,170.0,false,3,170
2024-08-27,18207000802,2660.0,false,3,2660
2024-08-27,9000800502,115.0,false,3,115
2024-08-27,3005702502,310.0,false,3,310
2024-08-27,3005703002,109.0,false,3,109
2024-08-28,3005700702,87.1,false,3,87.1
2024-08-28,3005703102,311.0,false,3,311
2024-08-28,3005702802,45.3,false,3,45.3
2024-09-01,8002202402,4010.0,false,3,4010
2024-09-01,14002802802,667.0,false,3,667
2024-09-03,8002202402,1020.0,false,3,1020
2024-09-04,17002113002,27.4,false,3,27.4
2024-09-04,17002115602,53.5,false,3,53.5
2024-09-04,17002107402,30.9,false,3,30.9
2024-09-04,17002102102,43.5,false,3,43.5
2024-09-04,17002111802,55.5,false,3,55.5
2024-09-04,17002105402,18.5,false,3,18.5
2024-09-04,17002107502,144.0,false,3,144
2024-09-04,17002102302,93.1,false,3,93.1
2024-09-04,17002104602,146.0,false,3,146
2024-09-04,17002106502,30.1,false,3,30.1
2024-09-04,17002100702,56.1,false,3,56.1
2024-09-04,17002102502,45.0,false,3,45
2024-09-04,17002106702,27.3,false,3,27.3
2024-09-04,14002809002,276.0,false,3,276
2024-09-04,17002113602,81.7,false,3,81.7
2024-09-04,17002107102,136.0,false,3,136
2024-09-04,17002153802,79.8,false,3,79.8
2024-09-04,17002115702,119.0,false,3,119
2024-09-04,17002113302,147.0,false,3,147
2024-09-04,17002105702,22.3,false,3,22.3
2024-09-04,17002112802,84.4,false,3,84.4
2024-09-04,16012401102,199.0,false,3,199
2024-09-04,16015900302,231.0,false,3,231
2024-09-04,16016400102,271.0,false,3,271
2024-09-04,16010900802,196.0,false,3,196
2024-09-04,17002114102,27.5,false,3,27.5
2024-09-04,17002111902,80.1,false,3,80.1
2024-09-04,3013400302,565.0,false,3,565
2024-09-04,8010300102,214.0,false,3,214
2024-09-04,8012303002,112.0,false,3,112
2024-09-04,17002113702,83.9,false,3,83.9
2024-09-04,17002104102,49.8,false,3,49.8
2024-09-05,8012305302,22.9,false,3,22.9
2024-09-07,12008600102,156.0,false,3,156
2024-09-07,8005603902,99.2,false,3,99.2
2024-09-07,12007300802,254.0,false,3,254
2024-09-07,12007300302,140.0,false,3,140
2024-09-07,8005600202,44.1,false,3,44.1
2024-09-07,12000400202,25.4,false,3,25.4
2024-09-07,12002700102,230.0,false,3,230
2024-09-07,12001700102,50.2,false,3,50.2
2024-09-07,17002107702,58.4,false,3,58.4
2024-09-07,12003400102,178.0,false,3,178
2024-09-07,8007600102,296.0,false,3,296
2024-09-07,8005600102,34.0,false,3,34
2024-09-07,12007301502,132.0,false,3,132
2024-09-07,8005600302,104.0,false,3,104
2024-09-07,17002105202,126.0,false,3,126
2024-09-07,17002100802,35.9,false,3,35.9
2024-09-07,17002103802,195.0,false,3,195
2024-09-07,17002114002,126.0,false,3,126
2024-09-07,12003100102,286.0,false,3,286
2024-09-07,8005600902,54.5,false,9,54.5
2024-09-07,4001000302,476.0,false,3,476
2024-09-07,12008600402,85.6,false,3,85.6
2024-09-07,14002808902,66.7,false,3,66.7
2024-09-07,12007301102,217.0,false,3,217
2024-09-07,12008601102,99.3,false,3,99.3
2024-09-07,12008000302,312.0,false,3,312
2024-09-07,3013400102,247.0,false,3,247
2024-09-07,12008600202,175.0,false,3,175
2024-09-07,3013400302,2400.0,false,3,2400
2024-09-09,8005600902,80.1,false,15,80.1
2024-09-09,17003700302,248.0,false,3,248
2024-09-09,16002700102,84.2,false,3,84.2
2024-09-09,16015900302,166.0,false,3,166
2024-09-09,16016400102,272.0,false,3,272
2024-09-09,12000201002,98.7,false,3,98.7
2024-09-09,12000200402,91.8,false,3,91.8
2024-09-09,16001800302,612.0,false,3,612
2024-09-09,8005600102,24.4,false,3,24.4
2024-09-09,18000036002,217.0,false,3,217
2024-09-09,8005600202,137.0,false,3,137
2024-09-09,18607008002,190.0,false,3,190
2024-09-09,18607002002,382.0,false,3,382
2024-09-09,6018000202,20.7,false,3,20.7
2024-09-09,18607006002,198.0,false,3,198
2024-09-09,8005603902,105.0,false,3,105
2024-09-09,16010900802,274.0,false,3,274
2024-09-09,16012401102,178.0,false,3,178
2024-09-09,6018000302,40.6,false,3,40.6
2024-09-09,16003200202,247.0,false,3,247
2024-09-09,10000100302,819.0,false,3,819
2024-09-09,6018300202,322.0,false,3,322
2024-09-09,16003000302,293.0,false,3,293
2024-09-09,16003200102,302.0,false,3,302
2024-09-09,8007600102,101.0,false,3,101
2024-09-09,8005600302,124.0,false,3,124
2024-09-09,10000200202,673.0,false,6,673
2024-09-10,17002114102,38.4,false,3,38.4
2024-09-10,17002106502,12.0,false,3,12
2024-09-10,17002106702,37.3,false,3,37.3
2024-09-10,17002100702,105.0,false,3,105
2024-09-12,8002202402,4110.0,false,30,4110
2024-09-12,17002600902,336.0,false,30,336
2024-09-12,6010400102,1090.0,false,30,1090
2024-09-16,4001301702,238.0,false,3,238
2024-09-16,13001100202,94.1,false,3,94.1
2024-09-16,4001304102,44.9,false,3,44.9
2024-09-16,4001302502,102.0,false,3,102
2024-09-16,6011700302,76.1,false,3,76.1
2024-09-16,8012305302,21.8,false,3,21.8
2024-09-16,4001304402,55.7,false,6,55.7
2024-09-16,16018403402,97.5,false,3,97.5
2024-09-16,13000300102,1150.0,false,3,1150
2024-09-16,16018403602,103.0,false,3,103
2024-09-16,17003100102,81.4,false,3,81.4
2024-09-16,13000800102,282.0,false,3,282
2024-09-16,6013300402,58.6,false,3,58.6
2024-09-16,6013000102,86.5,false,3,86.5
2024-09-16,4001306402,146.0,false,3,146
2024-09-16,4001301602,142.0,false,3,142
2024-09-16,17003500202,95.6,false,3,95.6
2024-09-16,13001101002,92.4,false,3,92.4
2024-09-16,6011700202,64.5,false,3,64.5
2024-09-16,17003500402,39.8,false,3,39.8
2024-09-16,11000100502,133.0,false,3,133
2024-09-16,11000101302,923.0,false,3,923
2024-09-16,6012900102,79.6,false,3,79.6
2024-09-16,11000100702,718.0,false,3,718
2024-09-16,11000101202,549.0,false,3,549
2024-09-17,8002100202,225.0,false,3,225
2024-09-17,3001500202,90.0,false,3,90
2024-09-17,8002201902,235.0,false,3,235
2024-09-17,8013500502,115.0,false,3,115
2024-09-17,8004000802,68.1,false,3,68.1
2024-09-17,8013500302,119.0,false,3,119
2024-09-17,4001304702,56.9,false,3,56.9
2024-09-17,6003800102,52.2,false,9,52.2
2024-09-17,1010800102,260.0,false,3,260
2024-09-17,1010700402,1080.0,false,3,1080
2024-09-17,8002201202,442.0,false,3,442
2024-09-17,8002202402,182.0,false,3,182
2024-09-17,6002400902,116.0,false,3,116
2024-09-17,6002400102,147.0,false,6,147
2024-09-17,3003600502,46.2,false,3,46.2
2024-09-17,8002201602,37.9,false,3,37.9
2024-09-17,3003000202,141.0,false,3,141
2024-09-17,1010400202,90.5,false,3,90.5
2024-09-17,1010700202,584.0,false,3,584
2024-09-17,4001306302,289.0,false,3,289
2024-09-17,1010500102,329.0,false,3,329
2024-09-17,4001302902,362.0,false,3,362
2024-09-17,8013500602,28.5,false,3,28.5
2024-09-17,3001700202,32.1,false,3,32.1
2024-09-17,1010600202,565.0,false,3,565
2024-09-17,3003601002,133.0,false,3,133
2024-09-17,3003600902,25.8,false,3,25.8
2024-09-17,1010800602,296.0,false,3,296
2024-09-17,16007200102,686.0,false,3,686
2024-09-17,3001600302,96.9,false,3,96.9
2024-09-17,4001308302,541.0,false,3,541
2024-09-18,6007605002,42.5,false,3,42.5
2024-09-18,12008601102,62.2,false,3,62.2
2024-09-18,12007301502,232.0,false,3,232
2024-09-18,12007300802,343.0,false,3,343
2024-09-18,6011100802,106.0,false,3,106
2024-09-18,6007600502,698.0,false,3,698
2024-09-18,6011600102,91.8,false,3,91.8
2024-09-18,6010800102,210.0,false,3,210
2024-09-18,6011200302,271.0,false,3,271
2024-09-18,6006800102,30.9,false,15,30.9
2024-09-18,6007600302,65.0,false,3,65
2024-09-18,6007601702,73.8,false,3,73.8
2024-09-18,6007605202,173.0,false,3,173
2024-09-18,6007602202,49.1,false,3,49.1
2024-09-18,6007602302,212.0,false,3,212
2024-09-18,6007600402,39.5,false,6,39.5
2024-09-18,6007601502,28.1,false,3,28.1
2024-09-18,12007301102,349.0,false,3,349
2024-09-18,12008600202,141.0,false,3,141
2024-09-18,12008000302,244.0,false,3,244
2024-09-18,12008600102,178.0,false,3,178
2024-09-18,12008600402,64.2,false,3,64.2
2024-09-18,6007600602,200.0,false,6,200
2024-09-18,6007601002,56.5,false,3,56.5
2024-09-18,12007300302,146.0,false,3,146
2024-09-18,6007605102,75.4,false,3,75.4
2024-09-18,4001308202,253.0,false,3,253
2024-09-18,6007601802,81.8,false,3,81.8
2024-09-18,6007600802,308.0,false,3,308
2024-09-18,4001303302,630.0,false,6,630
2024-09-18,6007601602,101.0,false,3,101
2024-09-23,18343003002,140.0,false,3,140
2024-09-23,18000017002,188.0,false,3,188
2024-09-23,17002602502,214.0,false,3,214
2024-09-23,18337012102,83.6,false,3,83.6
2024-09-23,18369001002,121.0,false,3,121
2024-09-23,4002701702,235.0,false,3,235
2024-09-23,17002600202,79.9,false,3,79.9
2024-09-23,17002601202,264.0,false,3,264
2024-09-23,4002700902,347.0,false,3,347
2024-09-23,16018403502,199.0,false,3,199
2024-09-23,18207014502,46.6,false,3,46.6
2024-09-23,6001700102,128.0,false,3,128
2024-09-23,18349002002,37.3,false,3,37.3
2024-09-23,17002600902,405.0,false,3,405
2024-09-23,17002600702,125.0,false,3,125
2024-09-23,17002600402,93.4,false,3,93.4
2024-09-23,3005703102,337.0,false,3,337
2024-09-23,3005700702,94.0,false,3,94
2024-09-23,3005702802,136.0,false,3,136
2024-09-23,17002601902,107.0,false,3,107
2024-09-23,17002601302,91.5,false,3,91.5
2024-09-23,6001700702,201.0,false,3,201
2024-09-23,6000300102,173.0,false,3,173
2024-09-23,6001701002,117.0,false,3,117
2024-09-23,17002600302,73.1,false,3,73.1
2024-09-23,13001100102,658.0,false,3,658
2024-09-23,17002600102,105.0,false,3,105
2024-09-23,4002700802,388.0,false,3,388
2024-09-23,17002601101,20.1,false,3,20.1
2024-09-23,18003303502,22.3,false,3,22.3
2024-09-23,6001701102,139.0,false,3,139
2024-09-23,6010400102,175.0,false,3,175
2024-09-23,17002602302,22.6,false,3,22.6
2024-09-23,18003303402,53.1,false,3,53.1
2024-09-23,18003303602,96.0,false,3,96
2024-09-23,17002600602,206.0,false,3,206
2024-09-23,6009701802,309.0,false,3,309
2024-09-23,18343000202,162.0,false,3,162
2024-09-23,18003300802,92.1,false,3,92.1
2024-09-23,6010400802,501.0,false,3,501
2024-09-24,3007703502,184.0,false,3,184
2024-09-24,17002114502,268.0,false,3,268
2024-09-24,3007704002,259.0,false,3,259
2024-09-24,17002108602,456.0,false,3,456
2024-09-24,18343000102,290.0,false,3,290
2024-09-24,18343061002,69.8,false,3,69.8
2024-09-24,17002105702,41.8,false,3,41.8
2024-09-24,6008000702,194.0,false,3,194
2024-09-24,18343023002,22.9,false,3,22.9
2024-09-24,18343052002,76.5,false,3,76.5
2024-09-24,3007704102,101.0,false,3,101
2024-09-24,17002100302,65.6,false,3,65.6
2024-09-24,17002109502,74.1,false,3,74.1
2024-09-24,17002112802,263.0,false,3,263
2024-09-24,17002109202,91.6,false,3,91.6
2024-09-24,6009701102,445.0,false,3,445
2024-09-24,3007702802,92.3,false,3,92.3
2024-09-24,3007703602,39.1,false,3,39.1
2024-09-24,3005702502,314.0,false,3,314
2024-09-24,17002153802,44.8,false,3,44.8
2024-09-24,3007702902,251.0,false,3,251
2024-09-24,3007700702,156.0,false,3,156
2024-09-24,3007703402,901.0,false,3,901
2024-09-24,5000600202,145.0,false,3,145
2024-09-24,3007702102,158.0,false,3,158
2024-09-24,3005300102,73.6,false,3,73.6
2024-09-24,17002107102,105.0,false,3,105
2024-09-24,3005703002,180.0,false,3,180
2024-09-24,17002113302,120.0,false,3,120
2024-09-24,17002104602,171.0,false,3,171
2024-09-24,17002115702,90.3,false,3,90.3
2024-09-24,3007703802,188.0,false,3,188
2024-09-24,3007703902,391.0,false,3,391
2024-09-24,3007700202,88.0,false,3,88
2024-09-24,17002115602,142.0,false,3,142
2024-09-24,17002111802,48.5,false,3,48.5
2024-09-25,6008000602,763.0,false,3,763
2024-09-25,16008701002,806.0,false,3,806
2024-09-25,9000800602,271.0,false,3,271
2024-09-25,6008200302,875.0,false,3,875
2024-09-25,9000800502,92.1,false,3,92.1
2024-09-25,9000100402,546.0,false,3,546
2024-09-25,9000800702,487.0,false,3,487
2024-09-25,16008700502,928.0,false,3,928
2024-09-25,16008700602,440.0,false,3,440
2024-09-25,6005000202,64.9,false,3,64.9
2024-09-25,16008701502,443.0,false,3,443
2024-09-25,9000100502,475.0,false,3,475
2024-09-26,6008501402,308.0,false,3,308
2024-09-26,6008301802,446.0,false,3,446
2024-09-26,6008300902,529.0,false,3,529
2024-09-26,6008310302,394.0,false,3,394
2024-09-26,6008310402,204.0,false,3,204
2024-09-26,6008301902,250.0,false,3,250
2024-10-01,17002600902,326.0,false,3,326
2024-10-04,3013400102,123.0,false,3,123
2024-10-04,16018412802,287.0,false,3,287
2024-10-04,3013401802,236.0,false,3,236
2024-10-04,16018401002,56.5,false,3,56.5
2024-10-04,8012305102,96.8,false,3,96.8
2024-10-04,14002802802,359.0,false,3,359
2024-10-04,14002800302,160.0,false,9,160
2024-10-04,16018402702,77.3,false,3,77.3
2024-10-04,14002801202,209.0,false,3,209
2024-10-04,14002808902,23.9,false,3,23.9
2024-10-04,14002809102,106.0,false,3,106
2024-10-04,14002803002,396.0,false,3,396
2024-10-06,17002102502,67.6,false,3,67.6
2024-10-06,16018409302,702.0,false,3,702
2024-10-06,17002107502,376.0,false,3,376
2024-10-06,17002102102,31.2,false,3,31.2
2024-10-06,17002113002,25.2,false,3,25.2
2024-10-06,17002104102,31.4,false,3,31.4
2024-10-06,16002700102,385.0,false,3,385
2024-10-06,10000200202,643.0,false,6,643
2024-10-06,17002111902,77.9,false,3,77.9
2024-10-06,16003000302,396.0,false,3,396
2024-10-06,17002113702,91.8,false,3,91.8
2024-10-06,10000100302,326.0,false,3,326
2024-10-06,16001800302,537.0,false,3,537
2024-10-06,16003200102,345.0,false,3,345
2024-10-06,17002105402,39.5,false,3,39.5
2024-10-06,17002113602,198.0,false,3,198
2024-10-06,17002107402,20.9,false,3,20.9
2024-10-06,16003200202,213.0,false,3,213
2024-10-06,17002102302,35.2,false,3,35.2
2024-10-06,16018402702,90.5,false,3,90.5
2024-10-06,16018401002,67.5,false,3,67.5
2024-10-07,8002202402,2050.0,false,3,2050
2024-10-07,14002800302,190.0,false,6,190
2024-10-07,14002809102,894.0,false,3,894
2024-10-07,14002803002,571.0,false,3,571
2024-10-07,6006000702,369.0,false,3,369
2024-10-07,6006000802,4200.0,false,3,4200
2024-10-07,3013401802,341.0,false,3,341
2024-10-07,6006301102,2700.0,false,3,2700
2024-10-07,6006300102,960.0,false,3,960
2024-10-07,14002802802,1280.0,false,3,1280
2024-10-07,6005900102,1790.0,false,3,1790
2024-10-07,6006100302,1350.0,false,3,1350
2024-10-07,14002801202,397.0,false,3,397
2024-10-07,6006301202,4610.0,false,3,4610
2024-10-07,9000902402,1790.0,false,3,1790
2024-10-09,17002100802,23.2,false,3,23.2
2024-10-09,17002105202,72.3,false,3,72.3
2024-10-09,17002114002,80.0,false,3,80
2024-10-09,17002107702,68.9,false,3,68.9
2024-10-09,17002103802,181.0,false,3,181
2024-10-09,3013400302,1320.0,false,3,1320
2024-10-09,12000400202,43.8,false,3,43.8
2024-10-09,4001000302,358.0,false,3,358
2024-10-09,12003100102,218.0,false,3,218
2024-10-09,12003400102,126.0,false,3,126
2024-10-09,12002700102,352.0,false,3,352
2024-10-09,14002809002,66.8,false,3,66.8
2024-10-09,12001700102,46.8,false,3,46.8
2024-10-12,16018403502,135.0,false,30,135
2024-10-12,6008000602,302.0,false,30,302
2024-10-12,6009701102,269.0,false,30,269
2024-10-12,6008200302,301.0,false,30,301
2024-10-12,8002202402,1510.0,false,30,1510
2024-10-12,1010500102,476.0,false,30,476
2024-10-12,1010400202,328.0,false,30,328
2024-10-12,1010800102,217.0,false,30,217
2024-10-12,1010800602,1150.0,false,30,1150
2024-10-15,16003200102,254.0,false,3,254
2024-10-15,6011100802,67.2,false,3,67.2
2024-10-15,16010900802,270.0,false,3,270
2024-10-15,10000200202,536.0,false,3,536
2024-10-15,16003000302,464.0,false,3,464
2024-10-15,17000800202,253.0,false,3,253
2024-10-15,6011600102,57.7,false,3,57.7
2024-10-15,6010800102,320.0,false,3,320
2024-10-15,16001800302,678.0,false,3,678
2024-10-15,16003200202,437.0,false,3,437
2024-10-15,16002700102,160.0,false,3,160
2024-10-15,8012303002,79.4,false,3,79.4
2024-10-15,10000100302,290.0,false,3,290
2024-10-15,6011200302,189.0,false,3,189
2024-10-15,16016400102,393.0,false,3,393
2024-10-15,16012401102,149.0,false,3,149
2024-10-15,16015900302,137.0,false,3,137
2024-10-15,8010300102,181.0,false,3,181
